,AREA,AREA_TITLE,AREA_TYPE,PRIM_STATE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,PCT_TOTAL,PCT_RPT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
315,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,21-1019,"Counselors, All Other",detailed,33340,4.9,,,,,27.92,58070,2.0,17.39,20.56,23.96,31.98,43.95,36160,42760,49830,66510,91420,,
316,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,21-1020,Social Workers,broad,759740,0.7,,,,,32.23,67050,0.4,19.99,23.4,29.49,37.74,47.84,41580,48680,61330,78500,99500,,
317,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,21-1021,"Child, Family, and School Social Workers",detailed,382960,0.8,,,,,30.25,62920,0.4,19.51,22.83,28.16,35.61,45.21,40580,47480,58570,74060,94030,,
318,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,21-1022,Healthcare Social Workers,detailed,185940,1.1,,,,,34.63,72030,0.6,21.65,26.62,32.74,40.1,48.5,45030,55360,68090,83410,100870,,
319,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,21-1023,Mental Health and Substance Abuse Social Workers,detailed,125910,2.5,,,,,32.83,68290,1.9,19.05,22.38,28.88,37.97,50.06,39620,46550,60060,78980,104130,,
320,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,21-1029,"Social Workers, All Other",detailed,64940,1.9,,,,,35.91,74680,0.4,21.41,25.01,33.4,45.86,54.2,44530,52010,69480,95390,112740,,
321,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,21-1090,Miscellaneous Community and Social Service Specialists,broad,747300,0.6,,,,,26.18,54460,0.3,16.89,19.39,23.46,29.81,38.59,35130,40340,48790,61990,80260,,
322,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,21-1091,Health Education Specialists,detailed,65150,1.9,,,,,34.47,71700,0.6,20.3,23.98,30.29,40.6,54.28,42210,49880,63000,84460,112900,,
323,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,21-1092,Probation Officers and Correctional Treatment Specialists,detailed,86820,0.4,,,,,34.39,71530,0.2,21.82,25.28,31.02,40.4,51.1,45390,52580,64520,84030,106290,,
324,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,21-1093,Social and Human Service Assistants,detailed,424220,0.9,,,,,22.64,47090,0.4,16,18.16,21.69,25.5,30.7,33280,37770,45120,53040,63850,,
325,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,21-1094,Community Health Workers,detailed,60730,2.2,,,,,26.91,55970,0.6,18.24,21.33,24.54,30.36,37.77,37930,44370,51030,63150,78560,,
326,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,21-1099,"Community and Social Service Specialists, All Other",detailed,110390,2.0,,,,,28.06,58360,0.5,17.53,21.84,26.41,32.5,40,36470,45420,54940,67590,83210,,
327,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,21-2000,Religious Workers,minor,91710,1.8,,,,,30.94,64360,1.2,16.89,20.86,28.16,35.94,47.41,35140,43400,58570,74750,98600,,
328,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,21-2010,Clergy,broad,58080,2.4,,,,,32.29,67160,1.3,17.86,22.7,29.24,36.7,47.94,37140,47220,60820,76340,99720,,
329,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,21-2011,Clergy,detailed,58080,2.4,,,,,32.29,67160,1.3,17.86,22.7,29.24,36.7,47.94,37140,47220,60820,76340,99720,,
330,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,21-2020,"Directors, Religious Activities and Education",broad,21460,4.2,,,,,31.27,65040,2.4,16.34,20.29,26.37,36.05,51.22,33990,42210,54840,74990,106530,,
331,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,21-2021,"Directors, Religious Activities and Education",detailed,21460,4.2,,,,,31.27,65040,2.4,16.34,20.29,26.37,36.05,51.22,33990,42210,54840,74990,106530,,
332,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,21-2090,Miscellaneous Religious Workers,broad,12170,9.0,,,,,23.96,49830,3.2,14,16.69,21.69,28.99,36.5,29120,34700,45120,60310,75920,,
333,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,21-2099,"Religious Workers, All Other",detailed,12170,9.0,,,,,23.96,49830,3.2,14,16.69,21.69,28.99,36.5,29120,34700,45120,60310,75920,,
334,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,23-0000,Legal Occupations,major,1273410,0.5,,,,,66.19,137680,1.8,22.65,30.01,48.07,81.98,#,47110,62410,99990,170520,#,,
335,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,23-1000,"Lawyers, Judges, and Related Workers",minor,810640,0.7,,,,,85.37,177570,2.1,31.54,46.98,69.25,101.97,#,65610,97730,144040,212100,#,,
336,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,23-1010,Lawyers and Judicial Law Clerks,broad,760970,0.7,,,,,86.92,180790,2.2,32.66,47.51,71.44,103.12,#,67920,98810,148600,214490,#,,
337,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,23-1011,Lawyers,detailed,747750,0.8,,,,,87.86,182760,2.2,34.99,47.96,72.67,103.57,#,72780,99760,151160,215420,#,,
338,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,23-1012,Judicial Law Clerks,detailed,13220,1.6,,,,,33.58,69850,0.5,20.19,23.96,29.04,37.53,54.4,42000,49840,60400,78060,113150,,
339,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,23-1020,"Judges, Magistrates, and Other Judicial Workers",broad,49670,1.2,,,,,61.63,128190,1.2,23.54,33.12,59.24,84.16,101.39,48950,68900,123220,175040,210890,,
340,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",detailed,16230,0.4,,,,,58.95,122620,0.3,27.39,36.98,55.4,77.55,98.07,56970,76920,115230,161290,203990,,
341,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,23-1022,"Arbitrators, Mediators, and Conciliators",detailed,7860,8.3,,,,,43.83,91170,11.7,22.21,28.86,32.55,48.56,64.18,46200,60030,67710,101010,133480,,
342,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,23-1023,"Judges, Magistrate Judges, and Magistrates",detailed,25580,0.8,,,,,68.8,143110,0.8,22.37,41.38,75.1,91.29,104.11,46520,86060,156210,189890,216540,,
343,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,23-2000,Legal Support Workers,minor,462770,1.1,,,,,32.6,67810,0.9,18.89,23.05,29.3,37.83,48.53,39280,47950,60930,78680,100950,,
344,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,23-2010,Paralegals and Legal Assistants,broad,367220,1.3,,,,,31.98,66510,1.0,19.09,23.17,29.33,37.63,47.59,39710,48190,61010,78280,98990,,
345,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,23-2011,Paralegals and Legal Assistants,detailed,367220,1.3,,,,,31.98,66510,1.0,19.09,23.17,29.33,37.63,47.59,39710,48190,61010,78280,98990,,
346,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,23-2090,Miscellaneous Legal Support Workers,broad,95550,1.7,,,,,35,72800,1.0,18.35,22.57,29.11,39.13,62.75,38170,46950,60550,81390,130510,,
347,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,23-2093,"Title Examiners, Abstractors, and Searchers",detailed,48170,2.9,,,,,28.65,59600,1.4,17.65,21.64,26.43,33.79,41.94,36710,45020,54980,70290,87240,,
348,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,23-2099,"Legal Support Workers, All Other",detailed,47380,2.6,,,,,41.45,86220,1.1,19.96,24.5,33.06,49.74,85.07,41510,50960,68760,103460,176950,,
349,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-0000,Educational Instruction and Library Occupations,major,8947710,0.1,,,,,31.69,65900,0.5,14.81,19.17,28.47,37.62,50.17,30790,39870,59220,78250,104360,,
350,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1000,Postsecondary Teachers,minor,1396300,0.2,,,,,*,102410,0.5,*,*,*,*,*,47010,61300,81600,125900,180630,True,
351,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1010,"Business Teachers, Postsecondary",broad,81780,0.7,,,,,*,113840,0.6,*,*,*,*,*,46460,63040,97270,140360,210530,True,
352,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1011,"Business Teachers, Postsecondary",detailed,81780,0.7,,,,,*,113840,0.6,*,*,*,*,*,46460,63040,97270,140360,210530,True,
353,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1020,"Math and Computer Science Teachers, Postsecondary",broad,85060,0.3,,,,,*,98400,0.6,*,*,*,*,*,48470,62160,82390,124840,168080,True,
354,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1021,"Computer Science Teachers, Postsecondary",detailed,36240,0.6,,,,,*,105830,0.7,*,*,*,*,*,48910,65200,96690,132200,172380,True,
355,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1022,"Mathematical Science Teachers, Postsecondary",detailed,48820,0.3,,,,,*,92880,0.6,*,*,*,*,*,48150,60880,79350,106270,161020,True,
356,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1030,"Engineering and Architecture Teachers, Postsecondary",broad,49030,0.5,,,,,*,117670,0.6,*,*,*,*,*,59690,79300,105690,135710,184300,True,
357,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1031,"Architecture Teachers, Postsecondary",detailed,9120,1.2,,,,,*,110360,0.9,*,*,*,*,*,59590,78090,101480,129310,166720,True,
358,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1032,"Engineering Teachers, Postsecondary",detailed,39910,0.5,,,,,*,119340,0.6,*,*,*,*,*,59790,80060,106120,136400,200650,True,
359,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1040,"Life Sciences Teachers, Postsecondary",broad,63270,0.5,,,,,*,100900,0.6,*,*,*,*,*,50520,64140,83920,125210,167290,True,
360,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1041,"Agricultural Sciences Teachers, Postsecondary",detailed,8700,1.8,,,,,*,97790,0.7,*,*,*,*,*,49080,63980,86350,123290,160870,True,
361,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1042,"Biological Science Teachers, Postsecondary",detailed,53250,0.4,,,,,*,101340,0.6,*,*,*,*,*,50760,64010,83460,125310,169560,True,
362,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1043,"Forestry and Conservation Science Teachers, Postsecondary",detailed,1310,2.9,,,,,*,103780,0.8,*,*,*,*,*,58670,81380,100830,125080,154630,True,
363,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1050,"Physical Sciences Teachers, Postsecondary",broad,52580,0.4,,,,,*,105460,0.5,*,*,*,*,*,53030,65540,95520,129500,173630,True,
364,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",detailed,11480,1.3,,,,,*,112950,0.5,*,*,*,*,*,53310,66620,101390,135500,199260,True,
365,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1052,"Chemistry Teachers, Postsecondary",detailed,20390,0.3,,,,,*,103030,0.5,*,*,*,*,*,52870,64980,86220,125920,171600,True,
366,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1053,"Environmental Science Teachers, Postsecondary",detailed,7130,1.8,,,,,*,100360,0.6,*,*,*,*,*,50670,64360,87710,124680,164290,True,
367,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1054,"Physics Teachers, Postsecondary",detailed,13590,0.5,,,,,*,105460,0.7,*,*,*,*,*,54880,66730,97360,130150,169740,True,
368,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1060,"Social Sciences Teachers, Postsecondary",broad,121090,1.0,,,,,*,100440,0.5,*,*,*,*,*,48980,63260,83360,123760,171090,True,
369,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1061,"Anthropology and Archeology Teachers, Postsecondary",detailed,5260,1.2,,,,,*,102530,0.6,*,*,*,*,*,51380,67410,95770,122870,169090,True,
370,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",detailed,11430,0.7,,,,,*,97350,0.6,*,*,*,*,*,51130,64320,84290,107810,164650,True,
371,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1063,"Economics Teachers, Postsecondary",detailed,12420,0.4,,,,,*,133140,0.6,*,*,*,*,*,57550,80850,119980,166600,217160,True,
372,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1064,"Geography Teachers, Postsecondary",detailed,3290,0.6,,,,,*,99020,0.7,*,*,*,*,*,49990,66400,86730,120220,164350,True,
373,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1065,"Political Science Teachers, Postsecondary",detailed,17170,0.5,,,,,*,105160,0.5,*,*,*,*,*,50490,65330,94680,127480,173380,True,
374,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1066,"Psychology Teachers, Postsecondary",detailed,41610,2.8,,,,,*,93530,0.7,*,*,*,*,*,47870,62290,80330,106640,158900,True,
375,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1067,"Sociology Teachers, Postsecondary",detailed,12380,0.8,,,,,*,97270,0.6,*,*,*,*,*,49330,64130,82540,113000,167240,True,
376,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1069,"Social Sciences Teachers, Postsecondary, All Other",detailed,17540,0.9,,,,,*,92950,0.6,*,*,*,*,*,45280,59550,75040,105390,176350,True,
377,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1070,"Health Teachers, Postsecondary",broad,303970,0.6,,,,,*,125490,0.7,*,*,*,*,*,50700,66140,100370,161410,228330,True,
378,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1071,"Health Specialties Teachers, Postsecondary",detailed,229720,0.9,,,,,*,137900,0.7,*,*,*,*,*,51760,74400,105620,176090,#,True,
379,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1072,"Nursing Instructors and Teachers, Postsecondary",detailed,74250,1.0,,,,,*,87090,0.7,*,*,*,*,*,47950,62210,79940,102020,130040,True,
380,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1080,"Education and Library Science Teachers, Postsecondary",broad,63190,0.8,,,,,*,78870,0.6,*,*,*,*,*,39070,51490,73050,96340,126420,True,
381,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1081,"Education Teachers, Postsecondary",detailed,59090,0.8,,,,,*,78500,0.6,*,*,*,*,*,38650,50630,72090,96260,126450,True,
382,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1082,"Library Science Teachers, Postsecondary",detailed,4100,1.2,,,,,*,84320,0.6,*,*,*,*,*,53590,62130,78630,97020,126200,True,
383,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1110,"Law, Criminal Justice, and Social Work Teachers, Postsecondary",broad,49710,1.0,,,,,*,109320,0.7,*,*,*,*,*,47790,63010,87870,131060,204930,True,
384,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",detailed,13560,1.2,,,,,*,84820,0.9,*,*,*,*,*,45640,56100,71470,99730,143130,True,
385,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1112,"Law Teachers, Postsecondary",detailed,22800,1.9,,,,,*,139950,0.7,*,*,*,*,*,58330,84540,126650,173580,#,True,
386,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1113,"Social Work Teachers, Postsecondary",detailed,13350,1.5,,,,,*,81880,0.9,*,*,*,*,*,45370,57080,76210,98570,129280,True,
387,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1120,"Arts, Communications, History, and Humanities Teachers, Postsecondary",broad,248620,0.4,,,,,*,94900,0.5,*,*,*,*,*,47260,60520,79060,105820,165110,True,
388,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1121,"Art, Drama, and Music Teachers, Postsecondary",detailed,97890,0.8,,,,,*,102240,0.7,*,*,*,*,*,47040,60730,80190,121600,194530,True,
389,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1122,"Communications Teachers, Postsecondary",detailed,29260,0.5,,,,,*,90340,0.6,*,*,*,*,*,47100,60060,77800,103230,160210,True,
390,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1123,"English Language and Literature Teachers, Postsecondary",detailed,59590,0.4,,,,,*,90400,0.5,*,*,*,*,*,47540,59780,78270,103730,154800,True,
391,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1124,"Foreign Language and Literature Teachers, Postsecondary",detailed,21170,0.6,,,,,*,87670,0.6,*,*,*,*,*,47090,59790,77010,101680,134960,True,
392,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1125,"History Teachers, Postsecondary",detailed,19860,0.4,,,,,*,93710,0.7,*,*,*,*,*,47730,62370,81500,106770,158140,True,
393,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1126,"Philosophy and Religion Teachers, Postsecondary",detailed,20840,2.0,,,,,*,88210,0.8,*,*,*,*,*,47550,60980,78050,101680,134910,True,
394,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1190,Miscellaneous Postsecondary Teachers,broad,278000,0.7,,,,,*,83780,0.6,*,*,*,*,*,39260,50180,68800,100740,150860,True,
395,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1192,"Family and Consumer Sciences Teachers, Postsecondary",detailed,2630,1.7,,,,,*,84450,0.7,*,*,*,*,*,47580,56870,77280,99530,133180,True,
396,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",detailed,12680,1.1,,,,,*,87980,0.5,*,*,*,*,*,44150,57290,75890,101420,158240,True,
397,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1194,"Career/Technical Education Teachers, Postsecondary",detailed,111150,1.6,,,,,33.03,68710,0.7,18.59,23.09,29.56,38.5,51.24,38680,48030,61490,80070,106580,,
398,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1199,"Postsecondary Teachers, All Other",detailed,151530,0.8,,,,,*,94470,0.6,*,*,*,*,*,39720,55500,78490,122510,172850,True,
399,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-2000,"Preschool, Elementary, Middle, Secondary, and Special Education Teachers",minor,4321590,0.3,,,,,*,68130,0.5,*,*,*,*,*,39620,49540,61960,79020,101290,True,
400,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-2010,Preschool and Kindergarten Teachers,broad,559490,1.1,,,,,22.44,46680,0.7,13.85,16.56,19.27,26.82,35.28,28810,34440,40090,55780,73380,,
401,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-2011,"Preschool Teachers, Except Special Education",detailed,445080,1.4,,,,,19.93,41450,0.7,13.61,15.03,17.85,22.38,28.88,28300,31250,37120,46550,60070,,
402,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-2012,"Kindergarten Teachers, Except Special Education",detailed,114410,1.4,,,,,*,67020,0.7,*,*,*,*,*,45750,50290,61430,77720,99360,True,
403,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-2020,Elementary and Middle School Teachers,broad,2027880,0.5,,,,,*,69860,0.6,*,*,*,*,*,46620,51140,62500,79400,101670,True,
404,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-2021,"Elementary School Teachers, Except Special Education",detailed,1393310,0.8,,,,,*,69790,0.6,*,*,*,*,*,46440,50680,62340,79410,102010,True,
405,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",detailed,620370,1.5,,,,,*,70040,0.8,*,*,*,*,*,47050,53540,62970,79380,100980,True,
406,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-2023,"Career/Technical Education Teachers, Middle School",detailed,14200,3.6,,,,,*,68690,1.3,*,*,*,*,*,47090,55920,63620,78270,98430,True,
407,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-2030,Secondary School Teachers,broad,1176990,0.9,,,,,*,73420,0.6,*,*,*,*,*,47460,57950,64530,82340,103860,True,
408,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",detailed,1072540,1.0,,,,,*,73700,0.6,*,*,*,*,*,47330,57800,64580,83010,104670,True,
409,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-2032,"Career/Technical Education Teachers, Secondary School",detailed,104450,2.0,,,,,*,70550,0.8,*,*,*,*,*,48840,58840,63910,78650,98720,True,
410,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-2050,Special Education Teachers,broad,557240,0.8,,,,,*,72230,0.5,*,*,*,*,*,47380,57270,64270,81510,103290,True,
411,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-2051,"Special Education Teachers, Preschool",detailed,28200,6.2,,,,,*,72610,2.9,*,*,*,*,*,38740,49370,62190,81330,132530,True,
412,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-2052,"Special Education Teachers, Kindergarten and Elementary School",detailed,231570,1.2,,,,,*,70150,0.6,*,*,*,*,*,47590,57050,63000,79320,100620,True,
413,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-2057,"Special Education Teachers, Middle School",detailed,95330,2.4,,,,,*,72310,1.0,*,*,*,*,*,48070,58590,64880,81940,102730,True,
414,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-2058,"Special Education Teachers, Secondary School",detailed,162780,1.5,,,,,*,74610,0.7,*,*,*,*,*,47930,58180,69590,87140,106050,True,
415,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-2059,"Special Education Teachers, All Other",detailed,39350,4.4,,,,,*,74180,1.5,*,*,*,*,*,43220,53470,67430,87890,109360,True,
416,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-3000,Other Teachers and Instructors,minor,1125750,0.9,,,,,24.65,51270,0.7,13.49,16.35,21.26,28.78,38.98,28070,34010,44220,59860,81070,,
417,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-3010,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",broad,36260,2.5,,,,,31.09,64660,0.9,19.11,23.05,28.82,36.82,46.04,39750,47950,59950,76580,95750,,
418,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-3011,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",detailed,36260,2.5,,,,,31.09,64660,0.9,19.11,23.05,28.82,36.82,46.04,39750,47950,59950,76580,95750,,
419,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-3020,Self-Enrichment Teachers,broad,308520,1.3,,,,,25.64,53330,0.9,13.93,17.02,21.92,29.9,43.64,28980,35410,45590,62180,90780,,
420,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-3021,Self-Enrichment Teachers,detailed,308520,1.3,,,,,25.64,53330,0.9,13.93,17.02,21.92,29.9,43.64,28980,35410,45590,62180,90780,,
421,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-3030,"Substitute Teachers, Short-Term",broad,481300,1.6,,,,,21.6,44930,1.0,12.62,15.05,18.5,24.97,30.51,26240,31310,38470,51930,63460,,
422,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-3031,"Substitute Teachers, Short-Term",detailed,481300,1.6,,,,,21.6,44930,1.0,12.62,15.05,18.5,24.97,30.51,26240,31310,38470,51930,63460,,
423,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-3040,Tutors,broad,174660,1.8,,,,,22.97,47780,1.2,13.67,16.06,19.27,26.62,37.89,28430,33410,40090,55380,78810,,
424,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-3041,Tutors,detailed,174660,1.8,,,,,22.97,47780,1.2,13.67,16.06,19.27,26.62,37.89,28430,33410,40090,55380,78810,,
425,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-3090,Miscellaneous Teachers and Instructors,broad,125010,4.1,,,,,*,71610,1.9,*,*,*,*,*,33280,46700,64690,93180,116690,True,
426,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-3099,"Teachers and Instructors, All Other",detailed,125010,4.1,,,,,*,71610,1.9,*,*,*,*,*,33280,46700,64690,93180,116690,True,
427,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-4000,"Librarians, Curators, and Archivists",minor,238010,0.9,,,,,28.95,60220,0.5,15.19,19.43,27.45,35.96,46.17,31600,40410,57100,74800,96030,,
428,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-4010,"Archivists, Curators, and Museum Technicians",broad,32400,1.7,,,,,30.24,62900,2.1,16.75,20.67,27.45,36.56,47.35,34840,43000,57100,76040,98490,,
429,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-4011,Archivists,detailed,7050,4.2,,,,,32.51,67620,1.2,18.91,23.02,29.6,38.39,50.37,39330,47890,61570,79850,104780,,
430,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-4012,Curators,detailed,12280,2.2,,,,,33.68,70060,4.1,17.84,22.73,29.7,39.11,50.73,37110,47270,61770,81350,105520,,
431,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-4013,Museum Technicians and Conservators,detailed,13070,2.6,,,,,25.78,53630,1.0,14.77,18.01,22.82,30.29,39.8,30720,37460,47460,62990,82790,,
432,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-4020,Librarians and Media Collections Specialists,broad,131830,1.0,,,,,33.26,69180,0.6,18.71,24.48,30.92,38.77,48.5,38920,50920,64320,80640,100880,,
433,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-4022,Librarians and Media Collections Specialists,detailed,131830,1.0,,,,,33.26,69180,0.6,18.71,24.48,30.92,38.77,48.5,38920,50920,64320,80640,100880,,
434,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-4030,Library Technicians,broad,73770,1.7,,,,,20.7,43050,0.7,13.41,16.11,19.22,23.91,29.31,27890,33510,39970,49740,60960,,
435,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-4031,Library Technicians,detailed,73770,1.7,,,,,20.7,43050,0.7,13.41,16.11,19.22,23.91,29.31,27890,33510,39970,49740,60960,,
436,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-9000,Other Educational Instruction and Library Occupations,minor,1866060,0.4,,,,,*,42980,0.5,*,*,*,*,*,24960,30140,36690,47800,69330,True,
437,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-9020,Farm and Home Management Educators,broad,10260,5.1,,,,,29.07,60470,1.5,17.68,22.12,27.94,33.23,40.98,36780,46010,58120,69110,85230,,
438,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-9021,Farm and Home Management Educators,detailed,10260,5.1,,,,,29.07,60470,1.5,17.68,22.12,27.94,33.23,40.98,36780,46010,58120,69110,85230,,
439,99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-9030,Instructional Coordinators,broad,210850,1.0,,,,,37.31,77600,0.6,22.39,28.43,35.92,45.57,55.49,46560,59120,74720,94780,115410,,
