O*NET-SOC Code,Title,Task ID,Task,freq_mean,freq_lower,freq_upper,importance,importance_lower,importance_upper,relevance,relevance_lower,relevance_upper
17-2199.10,Wind Energy Engineers,16547,Write reports to document wind farm collector system test results.,0.10498923076923077,0.021637919230769232,0.5846529192307692,2.81,2.2582,3.3579,46.69,30.6457,63.4582
17-2199.10,Wind Energy Engineers,16548,Oversee the work activities of wind farm consultants or subcontractors.,0.4299684615384615,0.10880421923076923,1.629479626923077,3.4,3.1324,3.6719,61.75,44.6802,76.3456
17-2199.10,Wind Energy Engineers,16549,"Recommend process or infrastructure changes to improve wind turbine performance, reduce operational costs, or comply with regulations.",0.3877934615384615,0.13422887307692308,1.3284691461538463,3.72,3.4392,3.9956,70.78,55.3355,82.5682
17-2199.10,Wind Energy Engineers,16550,"Investigate experimental wind turbines or wind turbine technologies for properties such as aerodynamics, production, noise, and load.",1.2375826923076922,0.41562204999999997,3.324763026923077,3.63,3.0761,4.1774,47.43,28.7209,66.8916
17-2199.10,Wind Energy Engineers,16551,Test wind turbine equipment to determine effects of stress or fatigue.,0.36659153846153847,0.05741346923076923,2.1265195346153845,3.4,2.9413,3.8613,39.12,22.1214,59.2451
17-2199.10,Wind Energy Engineers,16552,"Test wind turbine components, using mechanical or electronic testing equipment.",0.2786838461538461,0.049033584615384616,1.5682535653846152,3.41,2.8192,4.0027,50.38,32.1401,68.5113
17-2199.10,Wind Energy Engineers,16553,Provide engineering technical support to designers of prototype wind turbines.,0.7186507692307691,0.21403466923076922,2.232486365384615,3.8,3.1429,4.4606,47.27,28.9259,66.3842
17-2199.10,Wind Energy Engineers,16554,Perform root cause analysis on wind turbine tower component failures.,0.041736538461538464,0.009222215384615385,0.211558,2.97,2.3538,3.5913,47.64,30.6769,65.1693
17-2199.10,Wind Energy Engineers,16555,Monitor wind farm construction to ensure compliance with regulatory standards or environmental requirements.,0.27209153846153844,0.052018223076923074,1.4733944884615384,3.2,2.6784,3.717,60.99,45.1934,74.7737
17-2199.10,Wind Energy Engineers,16556,"Direct balance of plant (BOP) construction, generator installation, testing, commissioning, or supervisory control and data acquisition (SCADA) to ensure compliance with specifications.",0.05957115384615385,0.016371746153846154,0.19491058461538463,3.01,2.7924,3.2208,53.32,36.2247,69.6711
17-2199.10,Wind Energy Engineers,16557,"Develop specifications for wind technology components, such as gearboxes, blades, generators, frequency converters, or pad transformers.",0.4737519230769231,0.08672366538461539,2.4407639384615383,3.43,3.0111,3.8464,48.15,30.4528,66.3289
17-2199.10,Wind Energy Engineers,16558,"Develop active control algorithms, electronics, software, electromechanical, or electrohydraulic systems for wind turbines.",1.3640857692307693,0.3625875538461538,3.9034101576923077,3.45,2.7021,4.1902,26.86,14.2448,44.8059
17-2199.10,Wind Energy Engineers,16559,"Create or maintain wind farm layouts, schematics, or other visual documentation for wind farms.",0.7828653846153846,0.2604470384615385,2.2945455576923077,3.88,3.5679,4.1829,72.95,54.6846,85.7653
17-2199.10,Wind Energy Engineers,16560,"Create models to optimize the layout of wind farm access roads, crane pads, crane paths, collection systems, substations, switchyards, or transmission lines.",0.5101761538461538,0.16458823076923076,1.54672545,3.54,3.0603,4.0251,67.99,50.092,81.8002
17-2199.10,Wind Energy Engineers,16561,Design underground or overhead wind farm collector systems.,0.12518269230769233,0.045380711538461536,0.33627590384615386,2.91,2.3446,3.4714,53.75,36.1856,70.4316
17-2199.10,Wind Energy Engineers,16562,"Analyze operation of wind farms or wind farm components to determine reliability, performance, and compliance with specifications.",0.1869076923076923,0.04018350384615385,0.966146273076923,3.0,2.6042,3.392,64.04,48.5637,77.0649
17-2199.11,Solar Energy Systems Engineers,16563,Test or evaluate photovoltaic (PV) cells or modules.,0.2634534615384615,0.0,0.0,2.87,,,82.14,,
17-2199.11,Solar Energy Systems Engineers,16564,Review specifications and recommend engineering or manufacturing changes to achieve solar design objectives.,0.6167692307692307,0.0,0.0,3.88,,,92.86,,
17-2199.11,Solar Energy Systems Engineers,16565,"Perform thermal, stress, or cost reduction analyses for solar systems.",0.17965576923076926,0.0,0.0,3.24,,,89.29,,
17-2199.11,Solar Energy Systems Engineers,16566,Develop standard operation procedures and quality or safety standards for solar installation work.,0.37584615384615383,0.0,0.0,3.65,,,92.86,,
17-2199.11,Solar Energy Systems Engineers,16567,Design or develop vacuum tube collector systems for solar applications.,0.004807692307692308,0.0,0.0,1.75,,,28.57,,
17-2199.11,Solar Energy Systems Engineers,16568,"Provide technical direction or support to installation teams during installation, start-up, testing, system commissioning, or performance monitoring.",1.3129607692307692,0.0,0.0,4.33,,,96.43,,
17-2199.11,Solar Energy Systems Engineers,16569,Perform computer simulation of solar photovoltaic (PV) generation system performance or energy production to optimize efficiency.,1.0164849999999999,0.0,0.0,4.14,,,100.0,,
17-2199.11,Solar Energy Systems Engineers,16570,"Develop design specifications and functional requirements for residential, commercial, or industrial solar energy systems or components.",0.5747442307692308,0.0,0.0,3.83,,,85.71,,
17-2199.11,Solar Energy Systems Engineers,16571,"Create plans for solar energy system development, monitoring, and evaluation activities.",1.1626853846153846,0.0,0.0,4.44,,,100.0,,
17-2199.11,Solar Energy Systems Engineers,16572,"Create electrical single-line diagrams, panel schedules, or connection diagrams for solar electric systems, using computer-aided design (CAD) software.",0.8792399999999999,0.0,0.0,4.21,,,100.0,,
17-2199.11,Solar Energy Systems Engineers,16573,Create checklists for review or inspection of completed solar installation projects.,0.12480807692307692,0.0,0.0,3.56,,,89.29,,
17-2199.11,Solar Energy Systems Engineers,16574,"Design or coordinate design of photovoltaic (PV) or solar thermal systems, including system components, for residential and commercial buildings.",1.1230896153846155,0.0,0.0,4.4,,,89.29,,
17-2199.11,Solar Energy Systems Engineers,16575,"Conduct engineering site audits to collect structural, electrical, and related site information for use in the design of residential or commercial solar power systems.",0.67339,0.0,0.0,4.46,,,100.0,,
17-3011.00,Architectural and Civil Drafters,21917,"Produce drawings, using computer-assisted drafting systems (CAD) or drafting machines, or by hand, using compasses, dividers, protractors, triangles, and other drafting devices.",6.05722,0.0,0.0,4.86,,,100.0,,
17-3011.00,Architectural and Civil Drafters,21918,"Draft plans and detailed drawings for structures, installations, and construction projects, such as highways, sewage disposal systems, and dikes, working from sketches or notes.",4.234615384615385,0.0,0.0,4.6,,,95.24,,
17-3011.00,Architectural and Civil Drafters,21919,"Coordinate structural, electrical, and mechanical designs and determine a method of presentation to graphically represent building plans.",1.8149407692307693,0.0,0.0,4.38,,,91.71,,
17-3011.00,Architectural and Civil Drafters,21920,"Analyze building codes, by-laws, space and site requirements, and other technical documents and reports to determine their effect on architectural designs.",1.1938188461538461,0.0,0.0,4.28,,,96.64,,
17-3011.00,Architectural and Civil Drafters,21921,"Draw maps, diagrams, and profiles, using cross-sections and surveys, to represent elevations, topographical contours, subsurface formations, and structures.",1.7122446153846154,0.0,0.0,4.19,,,100.0,,
17-3011.00,Architectural and Civil Drafters,21922,"Lay out and plan interior room arrangements for commercial buildings, using computer-assisted drafting (CAD) equipment and software.",2.2609653846153845,0.0,0.0,4.14,,,86.78,,
17-3011.00,Architectural and Civil Drafters,21923,"Supervise and train other technologists, technicians, and drafters.",1.8273076923076923,0.0,0.0,4.1,,,95.24,,
17-3011.00,Architectural and Civil Drafters,21924,"Determine the order of work and method of presentation, such as orthographic or isometric drawing.",1.1909092307692306,0.0,0.0,4.06,,,85.71,,
17-3011.00,Architectural and Civil Drafters,21925,"Finish and duplicate drawings and documentation packages according to required mediums and specifications for reproduction, using blueprinting, photography, or other duplicating methods.",0.7157923076923076,0.0,0.0,4.0,,,100.0,,
17-3011.00,Architectural and Civil Drafters,21926,"Draw rough and detailed scale plans for foundations, buildings, and structures, based on preliminary concepts, sketches, engineering calculations, specification sheets, and other data.",2.8280003846153843,0.0,0.0,3.99,,,86.6,,
17-3011.00,Architectural and Civil Drafters,21927,"Correlate, interpret, and modify data obtained from topographical surveys, well logs, and geophysical prospecting reports.",0.19615384615384615,0.0,0.0,3.94,,,76.19,,
17-3011.00,Architectural and Civil Drafters,21928,Check dimensions of materials to be used and assign numbers to lists of materials.,0.8751626923076923,0.0,0.0,3.87,,,94.96,,
17-3011.00,Architectural and Civil Drafters,21929,"Determine procedures and instructions to be followed, according to design specifications and quantity of required materials.",1.2796773076923076,0.0,0.0,3.76,,,93.77,,
17-3011.00,Architectural and Civil Drafters,21930,"Supervise or conduct field surveys, inspections, or technical investigations to obtain data required to revise construction drawings.",0.17534576923076925,0.0,0.0,3.73,,,71.43,,
17-3011.00,Architectural and Civil Drafters,21931,Explain drawings to production or construction teams and provide adjustments as necessary.,0.25623153846153846,0.0,0.0,3.56,,,85.71,,
17-3011.00,Architectural and Civil Drafters,21932,"Obtain and assemble data to complete architectural designs, visiting job sites to compile measurements as necessary.",0.19568807692307694,0.0,0.0,3.55,,,90.85,,
17-3011.00,Architectural and Civil Drafters,21933,"Determine quality, cost, strength, and quantity of required materials, and enter figures on materials lists.",0.2958346153846154,0.0,0.0,3.53,,,80.95,,
17-3011.00,Architectural and Civil Drafters,21934,Locate and identify symbols on topographical surveys to denote geological and geophysical formations or oil field installations.,0.4735576923076923,0.0,0.0,3.5,,,76.19,,
17-3011.00,Architectural and Civil Drafters,21935,Create freehand drawings and lettering to accompany drawings.,0.0972819230769231,0.0,0.0,3.48,,,69.67,,
17-3011.00,Architectural and Civil Drafters,21936,Calculate excavation tonnage and prepare graphs and fill-hauling diagrams for use in earth-moving operations.,0.06076923076923078,0.0,0.0,3.27,,,75.0,,
17-3011.00,Architectural and Civil Drafters,21937,Prepare colored drawings of landscape and interior designs for presentation to client.,0.04191730769230769,0.0,0.0,3.2,,,82.45,,
17-3011.00,Architectural and Civil Drafters,21938,"Calculate weights, volumes, and stress factors and their implications for technical aspects of designs.",0.059855769230769226,0.0,0.0,3.12,,,76.19,,
17-3011.00,Architectural and Civil Drafters,21939,"Plot characteristics of boreholes for oil and gas wells from photographic subsurface survey recordings and other data, representing depth, degree, and direction of inclination.",0.21346153846153845,0.0,0.0,3.12,,,38.1,,
17-3011.00,Architectural and Civil Drafters,21940,"Reproduce drawings on copy machines or trace copies of plans and drawings, using transparent paper or cloth, ink, pencil, and standard drafting instruments.",0.4199646153846154,0.0,0.0,2.65,,,75.96,,
17-3011.00,Architectural and Civil Drafters,21941,"Calculate heat loss and gain of buildings and structures to determine required equipment specifications, following standard procedures.",0.08080461538461539,0.0,0.0,2.26,,,59.44,,
17-3012.00,Electrical and Electronics Drafters,21945,"Draft working drawings, wiring diagrams, wiring connection specifications, or cross-sections of underground cables, as required for instructions to installation crew.",2.816126538461539,1.220849876923077,5.471060734615385,4.39,3.9902,4.7901,98.98,96.4966,99.7067
17-3012.00,Electrical and Electronics Drafters,21946,Assemble documentation packages and produce drawing sets to be checked by an engineer or an architect.,1.8805315384615384,0.6703249923076924,4.402117653846155,4.34,3.9819,4.6955,97.73,94.3066,99.1118
17-3012.00,Electrical and Electronics Drafters,21947,"Consult with engineers to discuss or interpret design concepts, or determine requirements of detailed working drawings.",2.697203846153846,1.5534628461538462,4.398225176923076,4.24,3.9438,4.5444,100.0,,
17-3012.00,Electrical and Electronics Drafters,21948,Review completed construction drawings and cost estimates for accuracy and conformity to standards and regulations.,1.1313996153846153,0.4579478653846154,3.120298069230769,4.26,3.987,4.5328,82.02,59.6717,93.3625
17-3012.00,Electrical and Electronics Drafters,21949,"Examine electronic schematics and supporting documents to develop, compute, and verify specifications for drafting data, such as configuration of parts, dimensions, or tolerances.",1.8013492307692307,0.8482493692307692,3.4165321346153843,3.85,3.4494,4.2553,82.5,69.0604,90.8677
17-3012.00,Electrical and Electronics Drafters,21950,Confer with engineering staff and other personnel to resolve problems.,1.6707161538461537,0.7866049538461539,3.1907182538461534,4.21,3.9489,4.4612,96.2,76.6572,99.4901
17-3012.00,Electrical and Electronics Drafters,21951,"Draft detail and assembly drawings of design components, circuitry or printed circuit boards, using computer-assisted equipment or standard drafting techniques and devices.",4.40566923076923,3.0490591076923073,6.178474353846154,4.44,4.1476,4.7324,90.46,78.1154,96.1779
17-3012.00,Electrical and Electronics Drafters,21952,"Measure factors that affect installation and arrangement of equipment, such as distances to be spanned by wire and cable.",1.1444815384615386,0.4733564346153847,3.046330280769231,4.11,3.7584,4.4704,71.56,44.5512,88.7399
17-3012.00,Electrical and Electronics Drafters,21953,"Locate files relating to specified design project in database library, load program into computer, and record completed job data.",2.2899776923076924,1.1633834153846154,4.250018561538461,3.9,3.6191,4.1744,81.44,64.3001,91.4417
17-3012.00,Electrical and Electronics Drafters,21954,"Design electrical systems, such as lighting systems.",1.034473076923077,0.37014165384615383,2.6927847192307692,4.01,3.6208,4.3974,77.68,65.2257,86.5933
17-3012.00,Electrical and Electronics Drafters,21955,Draw master sketches to scale showing relation of proposed installations to existing facilities and exact specifications and dimensions.,1.5047280769230769,0.39345685769230776,5.1145740153846155,4.0,3.736,4.2692,87.91,78.3097,93.6092
17-3012.00,Electrical and Electronics Drafters,21956,"Study work order requests to determine type of service, such as lighting or power, demanded by installation.",1.0351988461538462,0.32191338076923076,3.3283444576923076,3.8,3.1291,4.4678,68.37,50.2629,82.2109
17-3012.00,Electrical and Electronics Drafters,21957,"Explain drawings to production or construction teams and provide adjustments, as necessary.",0.4591023076923077,0.20493892692307691,1.227948323076923,3.66,3.2437,4.0707,76.51,59.2643,87.946
17-3012.00,Electrical and Electronics Drafters,21958,Review work orders or procedural manuals and confer with vendors or design staff to resolve problems or modify design.,1.4739396153846154,0.71087585,2.8665582499999998,3.94,3.5326,4.346,91.33,76.1453,97.2027
17-3012.00,Electrical and Electronics Drafters,21959,Reproduce working drawings on copy machines or trace drawings in ink.,0.5204111538461539,0.23341683076923075,1.1279813115384616,3.05,2.6913,3.4042,78.93,69.712,85.9052
17-3012.00,Electrical and Electronics Drafters,21960,Generate computer tapes of final layout design to produce layered photo masks or photo plotting design onto film.,2.3991465384615385,0.9498765692307694,5.004353715384616,3.8,2.795,4.7968,30.88,16.6971,49.8881
17-3012.00,Electrical and Electronics Drafters,21961,Key and program specified commands and engineering specifications into computer system to change functions and test final layout.,1.4576226923076923,0.5024715961538462,3.6503544346153847,3.6,3.0439,4.1476,50.79,36.0943,65.3491
17-3012.00,Electrical and Electronics Drafters,21962,"Supervise and coordinate work activities of workers engaged in drafting, designing layouts, assembling, or testing printed circuit boards.",0.3496273076923077,0.05846170769230769,2.0011252615384616,2.87,2.4752,3.2662,52.16,36.6924,67.2213
17-3012.00,Electrical and Electronics Drafters,21963,"Compare logic element configuration on display screen with engineering schematics and calculate figures to convert, redesign, or modify element.",2.0039453846153847,1.0183030884615385,3.6874553346153847,3.83,3.2743,4.3924,79.54,68.9868,87.1734
17-3012.00,Electrical and Electronics Drafters,21964,"Determine the order of work and the method of presentation, such as orthographic or isometric drawing.",0.5468757692307693,0.27986842307692306,0.9962971423076924,3.79,3.0899,4.4818,61.47,41.3566,78.3049
17-3012.00,Electrical and Electronics Drafters,21965,"Review blueprints to determine customer requirements and consult with assembler regarding schematics, wiring procedures, or conductor paths.",1.9036765384615384,1.0486584884615384,3.324580388461538,3.82,3.4889,4.1466,69.15,52.6083,81.9055
17-3012.00,Electrical and Electronics Drafters,21966,Visit proposed installation sites and draw rough sketches of location.,0.2510080769230769,0.10440717307692308,0.603262026923077,3.69,3.1036,4.2761,57.08,37.232,74.8817
17-3012.00,Electrical and Electronics Drafters,21967,"Select drill size to drill test head, according to test design and specifications, and submit guide layout to designated department.",1.2779738461538463,0.4212337423076923,3.4716793538461537,3.17,2.8175,3.5217,52.28,31.9175,71.9101
17-3012.00,Electrical and Electronics Drafters,21968,Plot electrical test points on layout sheets and draw schematics for wiring test fixture heads to frames.,1.6823596153846154,0.49118769615384617,4.295948884615385,2.96,1.8677,4.0474,32.45,20.5728,47.1128
17-3012.00,Electrical and Electronics Drafters,21969,Write technical reports and draw charts that display statistics and data.,0.1607146153846154,0.02814343076923077,1.073632,2.89,2.5096,3.2686,49.89,40.8808,58.9038
17-3012.00,Electrical and Electronics Drafters,21970,Copy drawings of printed circuit board fabrication using print machine or blueprinting procedure.,1.5259284615384616,0.5406722384615384,3.7763027653846155,3.4,2.8704,3.9302,51.96,38.2747,65.3638
17-3012.00,Electrical and Electronics Drafters,21971,"Train students to use drafting machines and to prepare schematic diagrams, block diagrams, control drawings, logic diagrams, integrated circuit drawings, or interconnection diagrams.",0.3997434615384615,0.058287269230769226,2.510711919230769,2.8,2.4556,3.1351,43.17,28.4444,59.207
17-3013.00,Mechanical Drafters,1447,"Develop detailed design drawings and specifications for mechanical equipment, dies, tools, and controls, using computer-assisted drafting (CAD) equipment.",5.413286153846154,4.161905276923077,6.752926646153846,4.65,4.4671,4.8255,99.4,95.5658,99.921
17-3013.00,Mechanical Drafters,1448,"Coordinate with and consult other workers to design, lay out, or detail components and systems and to resolve design or other problems.",1.5259076923076924,0.6927998692307692,3.1454713807692305,3.9,3.6305,4.1598,99.29,94.6368,99.9102
17-3013.00,Mechanical Drafters,1449,"Review and analyze specifications, sketches, drawings, ideas, and related data to assess factors affecting component designs and the procedures and instructions to be followed.",2.130288076923077,1.3216633153846153,3.2971211,4.21,3.9796,4.4368,95.89,85.4153,98.9382
17-3013.00,Mechanical Drafters,1450,"Compute mathematical formulas to develop and design detailed specifications for components or machinery, using computer-assisted equipment.",1.2589369230769232,0.5985713730769231,2.6838085384615384,3.91,3.686,4.1396,90.08,82.789,94.4866
17-3013.00,Mechanical Drafters,1451,Position instructions and comments onto drawings.,1.6981884615384615,0.7988422769230769,3.4020776653846156,3.72,3.4159,4.0238,96.34,84.4686,99.219
17-3013.00,Mechanical Drafters,1452,Modify and revise designs to correct operating deficiencies or to reduce production problems.,1.4249161538461539,0.8207887384615384,2.4597843307692306,4.22,3.9618,4.4737,98.44,88.7076,99.8041
17-3013.00,Mechanical Drafters,1453,"Design scale or full-size blueprints of specialty items, such as furniture and automobile body or chassis components.",2.351202307692308,1.2294698423076924,4.19344215,3.98,3.5592,4.3937,73.53,59.822,83.83
17-3013.00,Mechanical Drafters,1454,Check dimensions of materials to be used and assign numbers to the materials.,1.887263846153846,1.143497123076923,3.0375203384615386,4.19,3.9237,4.4488,97.82,93.5282,99.2893
17-3013.00,Mechanical Drafters,1455,"Lay out and draw schematic, orthographic, or angle views to depict functional relationships of components, assemblies, systems, and machines.",3.0856073076923076,1.953726076923077,4.673510442307692,4.33,4.1446,4.5072,96.88,90.7706,98.9891
17-3013.00,Mechanical Drafters,1456,Confer with customer representatives to review schematics and answer questions pertaining to installation of systems.,0.23379653846153847,0.07888440000000001,0.728223123076923,3.72,3.3669,4.0759,79.29,64.6536,88.9109
17-3013.00,Mechanical Drafters,1457,"Draw freehand sketches of designs, trace finished drawings onto designated paper for the reproduction of blueprints, and reproduce working drawings on copy machines.",0.511098076923077,0.17102768846153846,2.022909303846154,3.29,2.8029,3.7735,67.15,50.5262,80.3533
17-3013.00,Mechanical Drafters,1458,"Supervise and train other drafters, technologists, and technicians.",0.6674561538461539,0.17111558076923078,2.5017935846153847,3.51,3.2036,3.8135,68.03,55.3092,78.5367
17-3013.00,Mechanical Drafters,1459,"Lay out, draw, and reproduce illustrations for reference manuals and technical publications to describe operation and maintenance of mechanical systems.",0.7034315384615384,0.2299350576923077,2.078392546153846,3.46,3.163,3.7495,81.46,69.6551,89.3715
17-3013.00,Mechanical Drafters,1460,"Shade or color drawings to clarify and emphasize details and dimensions or eliminate background, using ink, crayon, airbrush, and overlays.",0.24594615384615384,0.08424893846153846,0.703264926923077,2.94,2.5878,3.2847,35.57,25.2167,47.482
17-3013.00,Mechanical Drafters,20964,"Produce three-dimensional models, using computer-aided design (CAD) software.",4.113157692307692,2.9204691076923073,5.6164096,4.43,4.2321,4.6237,95.77,84.5581,98.9421
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,10881,"Inspect, diagnose, maintain, and operate test setups and equipment to detect malfunctions.",0.8413361538461539,0.24850151538461537,2.627054953846154,4.47,4.2835,4.6567,85.8,54.9207,96.7721
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,10882,"Record and interpret test data on parts, assemblies, and mechanisms.",1.235231923076923,0.44182948846153847,3.8241248115384616,4.44,4.2041,4.6827,91.32,76.1926,97.192
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,10883,Confer with engineering personnel regarding details and implications of test procedures and results.,1.098765769230769,0.35671342307692305,3.070233776923077,4.45,4.2528,4.6515,90.44,75.9427,96.5896
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,10884,"Adjust, repair, or replace faulty components of test setups and equipment.",0.4589326923076923,0.15780623076923078,1.439108753846154,4.24,3.9814,4.491,84.99,55.7178,96.2245
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,10885,"Identify required data, data acquisition plans, and test parameters, setting up equipment to conform to these specifications.",1.0724492307692308,0.3971228923076923,2.8249314538461534,4.58,4.4372,4.7214,84.4,55.8972,95.8508
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,10886,"Construct and maintain test facilities for aircraft parts and systems, according to specifications.",0.7296634615384615,0.1765433923076923,2.8025618076923076,4.01,3.3211,4.6976,40.43,20.5699,64.0098
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,10887,Operate and calibrate computer systems and devices to comply with test requirements and to perform data acquisition and analysis.,1.0668138461538461,0.3395467846153846,3.0604129076923074,4.44,4.158,4.7296,70.23,40.2647,89.1991
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,10888,"Test aircraft systems under simulated operational conditions, performing systems readiness tests and pre- and post-operational checkouts, to establish design or fabrication parameters.",1.2473776923076922,0.4442390807692308,3.0947046346153844,4.63,4.4875,4.7661,72.39,46.3668,88.8298
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,10889,"Fabricate and install parts and systems to be tested in test equipment, using hand tools, power tools, and test instruments.",1.518401153846154,0.65169185,3.285875523076923,4.04,3.7155,4.3654,82.9,75.0684,88.6507
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,10890,Finish vehicle instrumentation and deinstrumentation.,0.4441896153846154,0.09737250384615385,1.9304994192307692,4.44,4.2276,4.6495,50.02,30.2491,69.793
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,21102,Design electrical and mechanical systems for avionic instrumentation applications.,0.14264884615384615,0.025060196153846154,0.8534223461538462,3.88,3.6595,4.0945,53.1,37.3267,68.2707
17-3022.00,Civil Engineering Technologists and Technicians,1461,"Calculate dimensions, square footage, profile and component specifications, and material quantities, using calculator or computer.",1.177711153846154,0.5891576538461538,2.173185369230769,4.24,4.0684,4.4062,90.7,75.9004,96.7948
17-3022.00,Civil Engineering Technologists and Technicians,1462,Draft detailed dimensional drawings and design layouts for projects to ensure conformance to specifications.,1.4726815384615384,0.6094180923076923,3.2494878230769233,4.07,3.8605,4.2729,80.48,64.8135,90.2268
17-3022.00,Civil Engineering Technologists and Technicians,1463,"Analyze proposed site factors and design maps, graphs, tracings, and diagrams to illustrate findings.",0.8315676923076922,0.2152446576923077,3.0703168076923077,3.85,3.4537,4.2447,72.74,64.8005,79.4602
17-3022.00,Civil Engineering Technologists and Technicians,1464,Read and review project blueprints and structural specifications to determine dimensions of structure or system and material requirements.,1.0440984615384616,0.3923635192307692,2.8247442307692308,4.1,3.8994,4.2996,81.67,66.3774,90.9527
17-3022.00,Civil Engineering Technologists and Technicians,1465,Prepare reports and document project activities and data.,0.8586788461538462,0.34635615000000003,2.236144626923077,3.84,3.5096,4.1615,84.93,75.6083,91.1096
17-3022.00,Civil Engineering Technologists and Technicians,1466,"Confer with supervisor to determine project details such as plan preparation, acceptance testing, and evaluation of field conditions.",0.55482,0.27709698846153846,1.2363157307692307,3.88,3.6137,4.1404,90.06,77.9227,95.8755
17-3022.00,Civil Engineering Technologists and Technicians,1467,Inspect project site and evaluate contractor work to detect design malfunctions and ensure conformance to design specifications and applicable codes.,0.9026115384615384,0.2904722730769231,2.714603573076923,4.13,3.8664,4.3891,66.44,31.6677,89.4239
17-3022.00,Civil Engineering Technologists and Technicians,1468,Plan and conduct field surveys to locate new sites and analyze details of project sites.,0.5073580769230769,0.10628139615384616,2.0833701692307693,3.68,3.415,3.94,65.2,46.032,80.4519
17-3022.00,Civil Engineering Technologists and Technicians,1469,"Develop plans and estimate costs for installation of systems, utilization of facilities, or construction of structures.",0.7116592307692308,0.21116729230769232,2.3508604461538463,4.01,3.7935,4.2274,63.5,31.8396,86.6346
17-3022.00,Civil Engineering Technologists and Technicians,1470,Report maintenance problems occurring at project site to supervisor and negotiate changes to resolve system conflicts.,0.1912576923076923,0.09308243461538462,0.3998334,3.37,3.0725,3.6606,67.02,43.3809,84.3521
17-3022.00,Civil Engineering Technologists and Technicians,1471,"Conduct materials test and analysis, using tools and equipment and applying engineering knowledge.",0.8602361538461538,0.32084324230769234,2.664082346153846,4.04,3.7597,4.3207,54.03,26.0959,79.6372
17-3022.00,Civil Engineering Technologists and Technicians,1472,Respond to public suggestions and complaints.,0.3739580769230769,0.14292881923076922,0.9116658730769232,3.64,3.2989,3.9891,56.14,27.019,81.5671
17-3022.00,Civil Engineering Technologists and Technicians,20965,Develop project budgets by estimating the cost of project activities.,0.1589076923076923,0.05584486923076923,0.48454827307692305,3.82,3.4396,4.193,52.55,33.1563,71.205
17-3022.00,Civil Engineering Technologists and Technicians,20966,Negotiate with contractors on prices for new contracts or modifications to existing contracts.,0.13465576923076925,0.03136926538461539,0.504366823076923,3.59,3.2517,3.9306,28.25,13.2779,50.3024
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,21975,"Modify, maintain, or repair electronics equipment or systems to ensure proper functioning.",1.954038076923077,0.0,0.0,4.38,,,100.0,,
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,21976,"Replace defective components or parts, using hand tools and precision instruments.",1.154921923076923,0.0,0.0,4.2,,,96.88,,
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,21977,"Set up and operate specialized or standard test equipment to diagnose, test, or analyze the performance of electronic components, assemblies, or systems.",1.6918584615384615,0.0,0.0,4.16,,,100.0,,
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,21978,"Read blueprints, wiring diagrams, schematic drawings, or engineering instructions for assembling electronics units, applying knowledge of electronic theory and components.",1.4307461538461541,0.0,0.0,4.14,,,92.89,,
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,21979,"Identify and resolve equipment malfunctions, working with manufacturers or field representatives as necessary to procure replacement parts.",1.008373076923077,0.0,0.0,4.06,,,86.58,,
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,21980,"Assemble electrical systems or prototypes, using hand tools or measuring instruments.",1.3352053846153846,0.0,0.0,3.97,,,92.21,,
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,21981,Review electrical engineering plans to ensure adherence to design specifications and compliance with applicable electrical codes and standards.,0.8166665384615384,0.0,0.0,3.89,,,94.2,,
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,21982,"Assemble, test, or maintain circuitry or electronic components, according to engineering instructions, technical manuals, or knowledge of electronics, using hand or power tools.",1.169775,0.0,0.0,3.8,,,89.1,,
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,21983,"Review existing electrical engineering criteria to identify necessary revisions, deletions, or amendments to outdated material.",0.42789269230769233,0.0,0.0,3.7,,,73.72,,
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,21984,Maintain system logs or manuals to document testing or operation of equipment.,0.741963076923077,0.0,0.0,3.63,,,86.82,,
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,21985,"Select electronics equipment, components, or systems to meet functional specifications.",1.2009203846153846,0.0,0.0,3.62,,,100.0,,
