task,task_normalized,soc_code_2010,title,title_normalized,task_type,n_responding,domain_source,n_occurrences,pct_weighted,pct_normalized,major_occ_category,broad_counts,h_med_nat_2024,a_med_nat_2024,h_med_ut_2024,a_med_ut_2024,emp_tot_nat_2024,emp_tot_ut_2024,h_med_nat_nominal_2015,a_med_nat_nominal_2015,h_med_nat_real_2015,a_med_nat_real_2015,h_med_ut_nominal_2015,a_med_ut_nominal_2015,h_med_ut_real_2015,a_med_ut_real_2015,emp_tot_nat_2015,emp_tot_ut_2015,emp_pct_nat_2024,emp_pct_ut_2024,emp_pct_nat_2015,emp_pct_ut_2015,freq_mean_2025,importance_2025,relevance_2025,imputed_rating_mean_2025,freq_mean_2015,importance_2015,relevance_2015,imputed_rating_mean_2015,feedback_loop,directive,task_iteration,validation,learning,filtered
"Gather data on competitors and analyze their prices, sales, and method of marketing and distribution.",gather data on competitors and analyze their prices sales and method of marketing and distribution,13-1161.00,Market Research Analysts and Marketing Specialists,market research analysts and marketing specialists,Core,24.0,Occupational Expert,1.0,0.0068637948548993,0.0088885263764405,Business and Financial Operations Occupations,1.0,37.0,76950.0,31.2,64900.0,430570.0,13310.0,29.88,62150.0,40.6368,84524.0,25.54,53120.0,34.7344,72243.20000000001,506420.0,5580.0,0.2792511293725855,0.6363914548549353,0.3672460232176762,0.2962868566513214,0.3560273076923076,3.95,100.0,False,0.419821923076923,4.25,100.0,False,0.0,0.3764705882352941,0.3647058823529411,0.0,0.188235294117647,0.0705882352941176
"Devise and evaluate methods and procedures for collecting data, such as surveys, opinion polls, or questionnaires, or arrange to obtain existing data.",devise and evaluate methods and procedures for collecting data such as surveys opinion polls or questionnaires or arrange to obtain existing data,13-1161.00,Market Research Analysts and Marketing Specialists,market research analysts and marketing specialists,Core,24.0,Occupational Expert,1.0,0.0089633085752215,0.0116073697386459,Business and Financial Operations Occupations,1.0,37.0,76950.0,31.2,64900.0,430570.0,13310.0,29.88,62150.0,40.6368,84524.0,25.54,53120.0,34.7344,72243.20000000001,506420.0,5580.0,0.2792511293725855,0.6363914548549353,0.3672460232176762,0.2962868566513214,2.053341923076923,4.27,95.65,False,0.4014503846153845,4.17,95.83,False,0.0,0.5675675675675675,0.2432432432432432,0.0,0.0,0.1891891891891892
"Forecast and track marketing and sales trends, analyzing collected data.",forecast and track marketing and sales trends analyzing collected data,13-1161.00,Market Research Analysts and Marketing Specialists,market research analysts and marketing specialists,Core,24.0,Occupational Expert,1.0,0.004522029551463,0.0058559703185961,Business and Financial Operations Occupations,1.0,37.0,76950.0,31.2,64900.0,430570.0,13310.0,29.88,62150.0,40.6368,84524.0,25.54,53120.0,34.7344,72243.20000000001,506420.0,5580.0,0.2792511293725855,0.6363914548549353,0.3672460232176762,0.2962868566513214,0.3295726923076922,3.95,95.65,False,0.3362,3.87,95.83,False,0.0,0.4285714285714285,0.0,0.0,0.3035714285714285,0.2678571428571428
"Conduct research on consumer opinions and marketing strategies, collaborating with marketing professionals, statisticians, pollsters, and other professionals.",conduct research on consumer opinions and marketing strategies collaborating with marketing professionals statisticians pollsters and other professionals,13-1161.00,Market Research Analysts and Marketing Specialists,market research analysts and marketing specialists,Core,24.0,Occupational Expert,1.0,0.0046835306068724,0.0060651121156888,Business and Financial Operations Occupations,1.0,37.0,76950.0,31.2,64900.0,430570.0,13310.0,29.88,62150.0,40.6368,84524.0,25.54,53120.0,34.7344,72243.20000000001,506420.0,5580.0,0.2792511293725855,0.6363914548549353,0.3672460232176762,0.2962868566513214,1.6517673076923076,4.36,95.65,False,0.1695603846153846,3.57,95.83,False,0.0,0.3103448275862069,0.4827586206896552,0.0,0.0,0.2068965517241379
"Identify opportunities to improve the operation, maintenance, or energy efficiency of building or process systems.",identify opportunities to improve the operation maintenance or energy efficiency of building or process systems,13-1199.01,Energy Auditors,energy auditors,Core,25.0,Occupational Expert,1.0,0.0017765116095033,0.0023005597680198,Business and Financial Operations Occupations,1.0,34.67,72120.0,34.15,71040.0,68605.0,1260.0,32.77,68170.0,44.56720000000001,92711.2,30.08,62570.0,40.9088,85095.20000000001,6132.0,46.0,0.0444945623954437,0.0602444202191749,0.0044468082113083,0.0024425081372689,1.2750176923076924,4.39,96.55,False,1.5778265384615382,4.04,92.0,False,0.0,0.0,0.0,0.0,0.0,1.0
Analyze energy bills including utility rates or tariffs to gather historical energy usage data.,analyze energy bills including utility rates or tariffs to gather historical energy usage data,13-1199.01,Energy Auditors,energy auditors,Core,25.0,Occupational Expert,1.0,0.0015342600263892,0.0019868470723808,Business and Financial Operations Occupations,1.0,34.67,72120.0,34.15,71040.0,68605.0,1260.0,32.77,68170.0,44.56720000000001,92711.2,30.08,62570.0,40.9088,85095.20000000001,6132.0,46.0,0.0444945623954437,0.0602444202191749,0.0044468082113083,0.0024425081372689,0.5193300000000001,3.71,96.55,False,0.3690261538461538,3.52,100.0,False,0.0,0.0,0.0,0.0,0.0,1.0
Provide system design and integration recommendations.,provide system design and integration recommendations,13-1199.02,Security Management Specialists,security management specialists,Core,26.0,Occupational Expert,1.0,0.0947203689976115,0.1226616639948803,Business and Financial Operations Occupations,1.0,39.07,81270.0,38.36,79790.0,282050.0,9280.0,32.77,68170.0,44.56720000000001,92711.2,30.08,62570.0,40.9088,85095.20000000001,360415.0,2703.0,0.1829267739032857,0.4437049362174154,0.2613660113305137,0.1435239020660433,1.2655997572509456,3.9656147540983606,86.90631147540984,True,0.8301565384615385,4.08,100.0,False,0.0579710144927536,0.2122762148337595,0.2975277067348678,0.021312872975277,0.3998294970161978,0.011082693947144
Recommend improvements in security systems or procedures.,recommend improvements in security systems or procedures,13-1199.02,Security Management Specialists,security management specialists,Core,26.0,Occupational Expert,1.0,0.0263246720317317,0.0340901129261133,Business and Financial Operations Occupations,1.0,39.07,81270.0,38.36,79790.0,282050.0,9280.0,32.77,68170.0,44.56720000000001,92711.2,30.08,62570.0,40.9088,85095.20000000001,360415.0,2703.0,0.1829267739032857,0.4437049362174154,0.2613660113305137,0.1435239020660433,1.2655997572509456,3.9656147540983606,86.90631147540984,True,0.5394807692307693,4.23,100.0,False,0.1165644171779141,0.2085889570552147,0.1349693251533742,0.0460122699386503,0.4417177914110429,0.0521472392638036
Determine the value loss impact and criticality of assets.,determine the value loss impact and criticality of assets,13-1199.02,Security Management Specialists,security management specialists,Core,26.0,Occupational Expert,1.0,0.0025840168865503,0.0033462687534834,Business and Financial Operations Occupations,1.0,39.07,81270.0,38.36,79790.0,282050.0,9280.0,32.77,68170.0,44.56720000000001,92711.2,30.08,62570.0,40.9088,85095.20000000001,360415.0,2703.0,0.1829267739032857,0.4437049362174154,0.2613660113305137,0.1435239020660433,1.2655997572509456,3.9656147540983606,86.90631147540984,True,0.8337984615384615,3.95,73.08,False,0.0,0.0,0.0,0.0,0.0,1.0
"Design security policies, programs, or practices to ensure adequate security relating to issues such as protection of assets, alarm response, and access card use.",design security policies programs or practices to ensure adequate security relating to issues such as protection of assets alarm response and access card use,13-1199.02,Security Management Specialists,security management specialists,Core,26.0,Occupational Expert,1.0,0.0197838792876511,0.0256198701438582,Business and Financial Operations Occupations,1.0,39.07,81270.0,38.36,79790.0,282050.0,9280.0,32.77,68170.0,44.56720000000001,92711.2,30.08,62570.0,40.9088,85095.20000000001,360415.0,2703.0,0.1829267739032857,0.4437049362174154,0.2613660113305137,0.1435239020660433,1.2655997572509456,3.9656147540983606,86.90631147540984,True,0.242121923076923,4.04,88.46,False,0.1265306122448979,0.236734693877551,0.2979591836734694,0.0,0.310204081632653,0.0285714285714285
Develop conceptual designs of security systems.,develop conceptual designs of security systems,13-1199.02,Security Management Specialists,security management specialists,Core,26.0,Occupational Expert,1.0,0.0020187631926174,0.0026142724636589,Business and Financial Operations Occupations,1.0,39.07,81270.0,38.36,79790.0,282050.0,9280.0,32.77,68170.0,44.56720000000001,92711.2,30.08,62570.0,40.9088,85095.20000000001,360415.0,2703.0,0.1829267739032857,0.4437049362174154,0.2613660113305137,0.1435239020660433,1.2655997572509456,3.9656147540983606,86.90631147540984,True,0.704378846153846,3.83,92.31,False,0.0,0.0,0.0,0.0,0.0,1.0
"Engineer, install, maintain, or repair security systems, programmable logic controls, or other security-related electronic systems.",engineer install maintain or repair security systems programmable logic controls or other securityrelated electronic systems,13-1199.02,Security Management Specialists,security management specialists,Core,26.0,Occupational Expert,1.0,0.0049257821899865,0.0063788248113279,Business and Financial Operations Occupations,1.0,39.07,81270.0,38.36,79790.0,282050.0,9280.0,32.77,68170.0,44.56720000000001,92711.2,30.08,62570.0,40.9088,85095.20000000001,360415.0,2703.0,0.1829267739032857,0.4437049362174154,0.2613660113305137,0.1435239020660433,1.2655997572509456,3.9656147540983606,86.90631147540984,True,1.08334,4.25,92.31,False,0.3278688524590163,0.0,0.0,0.0,0.2459016393442623,0.4262295081967213
Develop or review specifications for design or construction of security systems.,develop or review specifications for design or construction of security systems,13-1199.02,Security Management Specialists,security management specialists,Core,26.0,Occupational Expert,1.0,0.003714524274416,0.0048102613331324,Business and Financial Operations Occupations,1.0,39.07,81270.0,38.36,79790.0,282050.0,9280.0,32.77,68170.0,44.56720000000001,92711.2,30.08,62570.0,40.9088,85095.20000000001,360415.0,2703.0,0.1829267739032857,0.4437049362174154,0.2613660113305137,0.1435239020660433,1.2655997572509456,3.9656147540983606,86.90631147540984,True,0.6835600000000001,3.85,100.0,False,0.0,0.3260869565217391,0.0,0.0,0.0,0.6739130434782609
Perform risk analyses so that appropriate countermeasures can be developed.,perform risk analyses so that appropriate countermeasures can be developed,13-1199.02,Security Management Specialists,security management specialists,Core,26.0,Occupational Expert,1.0,0.0176036150396242,0.0227964558831064,Business and Financial Operations Occupations,1.0,39.07,81270.0,38.36,79790.0,282050.0,9280.0,32.77,68170.0,44.56720000000001,92711.2,30.08,62570.0,40.9088,85095.20000000001,360415.0,2703.0,0.1829267739032857,0.4437049362174154,0.2613660113305137,0.1435239020660433,1.2655997572509456,3.9656147540983606,86.90631147540984,True,0.2539830769230769,4.21,92.31,False,0.0,0.2385321100917431,0.3623853211009174,0.0963302752293578,0.2798165137614679,0.0229357798165137
Prepare documentation for case reports or court proceedings.,prepare documentation for case reports or court proceedings,13-1199.02,Security Management Specialists,security management specialists,Core,26.0,Occupational Expert,1.0,0.0088825580475167,0.0115027988400995,Business and Financial Operations Occupations,1.0,39.07,81270.0,38.36,79790.0,282050.0,9280.0,32.77,68170.0,44.56720000000001,92711.2,30.08,62570.0,40.9088,85095.20000000001,360415.0,2703.0,0.1829267739032857,0.4437049362174154,0.2613660113305137,0.1435239020660433,1.2655997572509456,3.9656147540983606,86.90631147540984,True,0.180975,3.5,69.23,False,0.0,0.6727272727272727,0.2363636363636363,0.0,0.0,0.0909090909090909
Assess the nature and level of threats so that the scope of the problem can be determined.,assess the nature and level of threats so that the scope of the problem can be determined,13-1199.02,Security Management Specialists,security management specialists,Core,26.0,Occupational Expert,1.0,0.0062985411609664,0.008156530086616,Business and Financial Operations Occupations,1.0,39.07,81270.0,38.36,79790.0,282050.0,9280.0,32.77,68170.0,44.56720000000001,92711.2,30.08,62570.0,40.9088,85095.20000000001,360415.0,2703.0,0.1829267739032857,0.4437049362174154,0.2613660113305137,0.1435239020660433,1.2655997572509456,3.9656147540983606,86.90631147540984,True,0.3715696153846153,4.04,88.46,False,0.0,0.2948717948717949,0.0,0.0,0.3333333333333333,0.3717948717948718
"Prepare, maintain, or update security procedures, security system drawings, or related documentation.",prepare maintain or update security procedures security system drawings or related documentation,13-1199.02,Security Management Specialists,security management specialists,Core,26.0,Occupational Expert,1.0,0.007752050659651,0.0100388062604504,Business and Financial Operations Occupations,1.0,39.07,81270.0,38.36,79790.0,282050.0,9280.0,32.77,68170.0,44.56720000000001,92711.2,30.08,62570.0,40.9088,85095.20000000001,360415.0,2703.0,0.1829267739032857,0.4437049362174154,0.2613660113305137,0.1435239020660433,1.2655997572509456,3.9656147540983606,86.90631147540984,True,0.42531,3.92,92.31,False,0.0,0.2916666666666667,0.3229166666666667,0.0,0.25,0.1354166666666666
"Provide advice on transportation options, types of carriers, or shipping routes.",provide advice on transportation options types of carriers or shipping routes,13-1199.03,Customs Brokers,customs brokers,Core,28.0,Occupational Expert,1.0,0.0169576108179866,0.0219598886947355,Business and Financial Operations Occupations,1.0,37.7,78420.0,31.12,64730.0,56824.28571428572,3830.0,32.77,68170.0,44.56720000000001,92711.2,30.08,62570.0,40.9088,85095.20000000001,69840.0,524.0,0.0368540445490971,0.1831239122535238,0.0506466218978762,0.0278233535636724,1.4927653846153848,3.47,85.0,False,1.522198846153846,3.5,92.86,False,0.0,0.2523809523809524,0.1619047619047619,0.0,0.4904761904761904,0.0952380952380952
"Prepare and process import and export documentation according to customs regulations, laws, or procedures.",prepare and process import and export documentation according to customs regulations laws or procedures,13-1199.03,Customs Brokers,customs brokers,Core,28.0,Occupational Expert,1.0,0.004522029551463,0.0058559703185961,Business and Financial Operations Occupations,1.0,37.7,78420.0,31.12,64730.0,56824.28571428572,3830.0,32.77,68170.0,44.56720000000001,92711.2,30.08,62570.0,40.9088,85095.20000000001,69840.0,524.0,0.0368540445490971,0.1831239122535238,0.0506466218978762,0.0278233535636724,8.175,4.85,100.0,False,5.9632,4.78,96.43,False,0.0,0.4285714285714285,0.0,0.0,0.0,0.5714285714285714
Monitor or trace the location of goods.,monitor or trace the location of goods,13-1199.03,Customs Brokers,customs brokers,Core,28.0,Occupational Expert,1.0,0.0032300211081879,0.0041828359418543,Business and Financial Operations Occupations,1.0,37.7,78420.0,31.12,64730.0,56824.28571428572,3830.0,32.77,68170.0,44.56720000000001,92711.2,30.08,62570.0,40.9088,85095.20000000001,69840.0,524.0,0.0368540445490971,0.1831239122535238,0.0506466218978762,0.0278233535636724,3.0098076923076924,4.05,100.0,False,2.53885,4.23,92.86,False,0.0,0.0,0.0,0.0,0.0,1.0
"Stay abreast of changes in import or export laws or regulations by reading current literature, attending meetings or conferences, or conferring with colleagues.",stay abreast of changes in import or export laws or regulations by reading current literature attending meetings or conferences or conferring with colleagues,13-1199.03,Customs Brokers,customs brokers,Core,28.0,Occupational Expert,1.0,0.011224323350953,0.0145353548979439,Business and Financial Operations Occupations,1.0,37.7,78420.0,31.12,64730.0,56824.28571428572,3830.0,32.77,68170.0,44.56720000000001,92711.2,30.08,62570.0,40.9088,85095.20000000001,69840.0,524.0,0.0368540445490971,0.1831239122535238,0.0506466218978762,0.0278233535636724,1.5723076923076924,4.45,100.0,False,1.9953934615384612,4.61,100.0,False,0.0,0.1726618705035971,0.1223021582733813,0.0,0.6618705035971223,0.0431654676258992
Suggest best methods of packaging or labeling products.,suggest best methods of packaging or labeling products,13-1199.03,Customs Brokers,customs brokers,Core,28.0,Occupational Expert,1.0,0.0017765116095033,0.0023005597680198,Business and Financial Operations Occupations,1.0,37.7,78420.0,31.12,64730.0,56824.28571428572,3830.0,32.77,68170.0,44.56720000000001,92711.2,30.08,62570.0,40.9088,85095.20000000001,69840.0,524.0,0.0368540445490971,0.1831239122535238,0.0506466218978762,0.0278233535636724,0.2013211538461538,2.94,90.0,False,0.4167173076923077,3.3,96.43,False,0.0,0.0,0.0,0.0,0.0,1.0
"Identify opportunities for strategic improvement or mitigation of business interruption and other risks caused by business, regulatory, or industry-specific change initiatives.",identify opportunities for strategic improvement or mitigation of business interruption and other risks caused by business regulatory or industryspecific change initiatives,13-1199.04,Business Continuity Planners,business continuity planners,Core,29.0,Occupational Expert,1.0,0.0016150105540939,0.0020914179709271,Business and Financial Operations Occupations,1.0,39.07,81270.0,38.36,79790.0,282050.0,9280.0,32.77,68170.0,44.56720000000001,92711.2,30.08,62570.0,40.9088,85095.20000000001,149400.0,1121.0,0.1829267739032857,0.4437049362174154,0.1083420004516425,0.0595228613451848,0.2889823076923077,4.1,100.0,False,0.4790488461538461,3.9,100.0,False,0.0,0.0,0.0,0.0,0.0,1.0
Interpret government regulations and applicable codes to ensure compliance.,interpret government regulations and applicable codes to ensure compliance,13-1199.04,Business Continuity Planners,business continuity planners,Core,30.0,Occupational Expert,1.0,0.0155041013193021,0.020077612520901,Business and Financial Operations Occupations,1.0,39.07,81270.0,38.36,79790.0,282050.0,9280.0,32.77,68170.0,44.56720000000001,92711.2,30.08,62570.0,40.9088,85095.20000000001,149400.0,1121.0,0.1829267739032857,0.4437049362174154,0.1083420004516425,0.0595228613451848,0.124036923076923,3.88,86.36,False,0.2330542307692307,4.03,100.0,False,0.0,0.1041666666666666,0.125,0.0,0.6875,0.0833333333333333
"Prepare reports summarizing operational results, financial performance, or accomplishments of specified objectives, goals, or plans.",prepare reports summarizing operational results financial performance or accomplishments of specified objectives goals or plans,13-1199.04,Business Continuity Planners,business continuity planners,Core,30.0,Occupational Expert,1.0,0.0110628222955436,0.0143262131008512,Business and Financial Operations Occupations,1.0,39.07,81270.0,38.36,79790.0,282050.0,9280.0,32.77,68170.0,44.56720000000001,92711.2,30.08,62570.0,40.9088,85095.20000000001,149400.0,1121.0,0.1829267739032857,0.4437049362174154,0.1083420004516425,0.0595228613451848,0.1339684615384615,3.79,86.36,False,0.5073757692307693,3.59,96.67,False,0.0,0.4087591240875912,0.3795620437956204,0.0,0.1094890510948905,0.1021897810218978
Identify individual or transaction targets to direct intelligence collection.,identify individual or transaction targets to direct intelligence collection,13-1199.04,Business Continuity Planners,business continuity planners,Core,30.0,Occupational Expert,1.0,0.0037952748021208,0.0049148322316788,Business and Financial Operations Occupations,1.0,39.07,81270.0,38.36,79790.0,282050.0,9280.0,32.77,68170.0,44.56720000000001,92711.2,30.08,62570.0,40.9088,85095.20000000001,149400.0,1121.0,0.1829267739032857,0.4437049362174154,0.1083420004516425,0.0595228613451848,0.4283653846153846,3.57,36.36,False,0.4560830769230769,3.35,76.67,False,0.0,0.5106382978723404,0.0,0.0,0.0,0.4893617021276595
Design or implement products and services to mitigate risk or facilitate use of technology-based tools and methods.,design or implement products and services to mitigate risk or facilitate use of technologybased tools and methods,13-1199.04,Business Continuity Planners,business continuity planners,Core,30.0,Occupational Expert,1.0,0.0269706762533692,0.0349266801144841,Business and Financial Operations Occupations,1.0,39.07,81270.0,38.36,79790.0,282050.0,9280.0,32.77,68170.0,44.56720000000001,92711.2,30.08,62570.0,40.9088,85095.20000000001,149400.0,1121.0,0.1829267739032857,0.4437049362174154,0.1083420004516425,0.0595228613451848,0.1925161538461538,3.5,86.36,False,0.1266988461538461,3.59,96.67,False,0.0808383233532934,0.3473053892215569,0.4431137724550898,0.0,0.1077844311377245,0.0209580838323353
Create or administer training and awareness presentations or materials.,create or administer training and awareness presentations or materials,13-1199.04,Business Continuity Planners,business continuity planners,Core,30.0,Occupational Expert,1.0,0.003714524274416,0.0048102613331324,Business and Financial Operations Occupations,1.0,39.07,81270.0,38.36,79790.0,282050.0,9280.0,32.77,68170.0,44.56720000000001,92711.2,30.08,62570.0,40.9088,85095.20000000001,149400.0,1121.0,0.1829267739032857,0.4437049362174154,0.1083420004516425,0.0595228613451848,0.0720557692307692,3.86,100.0,False,0.0920573076923077,3.8,100.0,False,0.0,0.391304347826087,0.5652173913043478,0.0,0.0,0.0434782608695652
"Analyze corporate intelligence data to identify trends, patterns, or warnings indicating threats to security of people, assets, information, or infrastructure.",analyze corporate intelligence data to identify trends patterns or warnings indicating threats to security of people assets information or infrastructure,13-1199.04,Business Continuity Planners,business continuity planners,Core,30.0,Occupational Expert,1.0,0.0156656023747115,0.0202867543179938,Business and Financial Operations Occupations,1.0,39.07,81270.0,38.36,79790.0,282050.0,9280.0,32.77,68170.0,44.56720000000001,92711.2,30.08,62570.0,40.9088,85095.20000000001,149400.0,1121.0,0.1829267739032857,0.4437049362174154,0.1083420004516425,0.0595228613451848,0.1757415384615384,3.31,77.27,False,1.0140315384615386,3.63,90.0,False,0.0,0.2835051546391752,0.1494845360824742,0.1030927835051546,0.4123711340206185,0.0515463917525773
"Conduct or oversee collection of corporate intelligence to avoid fraud, financial crime, cyber-attack, terrorism, and infrastructure failure.",conduct or oversee collection of corporate intelligence to avoid fraud financial crime cyberattack terrorism and infrastructure failure,13-1199.04,Business Continuity Planners,business continuity planners,Core,30.0,Occupational Expert,1.0,0.0023417653034361,0.0030325560578443,Business and Financial Operations Occupations,1.0,39.07,81270.0,38.36,79790.0,282050.0,9280.0,32.77,68170.0,44.56720000000001,92711.2,30.08,62570.0,40.9088,85095.20000000001,149400.0,1121.0,0.1829267739032857,0.4437049362174154,0.1083420004516425,0.0595228613451848,0.2022380769230769,3.715714285714285,81.8157142857143,True,1.2762826923076922,3.68,73.33,False,0.0,0.0,0.0,0.0,0.0,1.0
"Create marketing or outreach media, such as brochures or web sites, to communicate sustainability issues, procedures, or objectives.",create marketing or outreach media such as brochures or web sites to communicate sustainability issues procedures or objectives,13-1199.05,Sustainability Specialists,sustainability specialists,Core,28.0,Occupational Expert,1.0,0.0100130654353825,0.0129667914197485,Business and Financial Operations Occupations,1.0,39.07,81270.0,38.36,79790.0,282050.0,9280.0,32.77,68170.0,44.56720000000001,92711.2,30.08,62570.0,40.9088,85095.20000000001,47706.0,358.0,0.1829267739032857,0.4437049362174154,0.0345954717104823,0.0190090850683105,0.2245230769230769,3.43,95.65,False,0.2220207692307692,3.23,92.86,False,0.0,0.3548387096774194,0.6129032258064516,0.0,0.0,0.032258064516129
Develop reports or presentations to communicate the effectiveness of sustainability initiatives.,develop reports or presentations to communicate the effectiveness of sustainability initiatives,13-1199.05,Sustainability Specialists,sustainability specialists,Core,28.0,Occupational Expert,1.0,0.0063792916886711,0.0082611009851623,Business and Financial Operations Occupations,1.0,39.07,81270.0,38.36,79790.0,282050.0,9280.0,32.77,68170.0,44.56720000000001,92711.2,30.08,62570.0,40.9088,85095.20000000001,47706.0,358.0,0.1829267739032857,0.4437049362174154,0.0345954717104823,0.0190090850683105,0.2491503846153846,3.96,100.0,False,0.1606707692307692,3.5,100.0,False,0.0,0.3417721518987341,0.4683544303797468,0.0,0.0,0.189873417721519
Review and revise sustainability proposals or policies.,review and revise sustainability proposals or policies,13-1199.05,Sustainability Specialists,sustainability specialists,Core,28.0,Occupational Expert,1.0,0.0021802642480268,0.0028234142607516,Business and Financial Operations Occupations,1.0,39.07,81270.0,38.36,79790.0,282050.0,9280.0,32.77,68170.0,44.56720000000001,92711.2,30.08,62570.0,40.9088,85095.20000000001,47706.0,358.0,0.1829267739032857,0.4437049362174154,0.0345954717104823,0.0190090850683105,0.2421742307692307,4.0,100.0,False,0.584556923076923,3.75,100.0,False,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333
"Research or review regulatory, technical, or market issues related to sustainability.",research or review regulatory technical or market issues related to sustainability,13-1199.05,Sustainability Specialists,sustainability specialists,Core,28.0,Occupational Expert,1.0,0.0012920084432751,0.0016731343767417,Business and Financial Operations Occupations,1.0,39.07,81270.0,38.36,79790.0,282050.0,9280.0,32.77,68170.0,44.56720000000001,92711.2,30.08,62570.0,40.9088,85095.20000000001,47706.0,358.0,0.1829267739032857,0.4437049362174154,0.0345954717104823,0.0190090850683105,0.3215446153846154,3.74,100.0,False,0.4413880769230769,3.82,100.0,False,0.0,0.0,0.0,0.0,0.0,1.0
Create or maintain plans or other documents related to sustainability projects.,create or maintain plans or other documents related to sustainability projects,13-1199.05,Sustainability Specialists,sustainability specialists,Core,28.0,Occupational Expert,1.0,0.0041182769129395,0.0053331158258643,Business and Financial Operations Occupations,1.0,39.07,81270.0,38.36,79790.0,282050.0,9280.0,32.77,68170.0,44.56720000000001,92711.2,30.08,62570.0,40.9088,85095.20000000001,47706.0,358.0,0.1829267739032857,0.4437049362174154,0.0345954717104823,0.0190090850683105,0.5206092307692307,3.96,100.0,False,2.2006084615384616,4.32,100.0,False,0.0,0.3725490196078431,0.5686274509803921,0.0,0.0,0.0588235294117647
"Develop sustainability project goals, objectives, initiatives, or strategies in collaboration with other sustainability professionals.",develop sustainability project goals objectives initiatives or strategies in collaboration with other sustainability professionals,13-1199.05,Sustainability Specialists,sustainability specialists,Core,28.0,Occupational Expert,1.0,0.0017765116095033,0.0023005597680198,Business and Financial Operations Occupations,1.0,39.07,81270.0,38.36,79790.0,282050.0,9280.0,32.77,68170.0,44.56720000000001,92711.2,30.08,62570.0,40.9088,85095.20000000001,47706.0,358.0,0.1829267739032857,0.4437049362174154,0.0345954717104823,0.0190090850683105,0.4566965384615384,4.39,100.0,False,0.417585,4.32,100.0,False,0.0,0.0,0.0,0.0,0.0,1.0
Collaborate with search engine shopping specialists to place marketing content in desired online locations.,collaborate with search engine shopping specialists to place marketing content in desired online locations,13-1199.06,Online Merchants,online merchants,Core,74.0,Incumbent,1.0,0.0100938159630872,0.0130713623182949,Business and Financial Operations Occupations,1.0,39.07,81270.0,38.36,79790.0,282050.0,9280.0,32.77,68170.0,44.56720000000001,92711.2,30.08,62570.0,40.9088,85095.20000000001,293117.0,2199.0,0.1829267739032857,0.4437049362174154,0.2125627988379124,0.1167625085620529,0.9752957692307692,3.82,76.93,False,0.9752957692307692,3.82,76.93,False,0.0,0.416,0.28,0.0,0.256,0.048
Integrate online retailing strategy with physical or catalogue retailing operations.,integrate online retailing strategy with physical or catalogue retailing operations,13-1199.06,Online Merchants,online merchants,Supplemental,74.0,Incumbent,1.0,0.0012112579155704,0.0015685634781953,Business and Financial Operations Occupations,1.0,39.07,81270.0,38.36,79790.0,282050.0,9280.0,32.77,68170.0,44.56720000000001,92711.2,30.08,62570.0,40.9088,85095.20000000001,293117.0,2199.0,0.1829267739032857,0.4437049362174154,0.2125627988379124,0.1167625085620529,1.3361411538461538,3.36,53.5,False,1.3361411538461538,3.36,53.5,False,0.0,0.0,0.0,0.0,0.0,1.0
"Design customer interface of online storefront, using web programming or e-commerce software.",design customer interface of online storefront using web programming or ecommerce software,13-1199.06,Online Merchants,online merchants,Supplemental,73.0,Incumbent,1.0,0.0076713001319463,0.0099342353619041,Business and Financial Operations Occupations,1.0,39.07,81270.0,38.36,79790.0,282050.0,9280.0,32.77,68170.0,44.56720000000001,92711.2,30.08,62570.0,40.9088,85095.20000000001,293117.0,2199.0,0.1829267739032857,0.4437049362174154,0.2125627988379124,0.1167625085620529,0.5099134615384615,4.37,57.35,False,0.5099134615384615,4.37,57.35,False,0.0,0.4105263157894737,0.3684210526315789,0.0,0.0,0.2210526315789473
Disclose merchant information and terms and policies of transactions in online or offline materials.,disclose merchant information and terms and policies of transactions in online or offline materials,13-1199.06,Online Merchants,online merchants,Core,73.0,Incumbent,1.0,0.0014535094986845,0.0018822761738344,Business and Financial Operations Occupations,1.0,39.07,81270.0,38.36,79790.0,282050.0,9280.0,32.77,68170.0,44.56720000000001,92711.2,30.08,62570.0,40.9088,85095.20000000001,293117.0,2199.0,0.1829267739032857,0.4437049362174154,0.2125627988379124,0.1167625085620529,1.6400988461538462,3.31,78.24,False,1.6400988461538462,3.31,78.24,False,0.0,0.0,0.0,0.0,0.0,1.0
"Compose descriptions of merchandise for posting to online storefront, auction sites, or other shopping Web sites.",compose descriptions of merchandise for posting to online storefront auction sites or other shopping web sites,13-1199.06,Online Merchants,online merchants,Core,73.0,Incumbent,1.0,0.0492578218998662,0.0637882481132796,Business and Financial Operations Occupations,1.0,39.07,81270.0,38.36,79790.0,282050.0,9280.0,32.77,68170.0,44.56720000000001,92711.2,30.08,62570.0,40.9088,85095.20000000001,293117.0,2199.0,0.1829267739032857,0.4437049362174154,0.2125627988379124,0.1167625085620529,1.7239946153846155,4.25,82.56,False,1.7239946153846155,4.25,82.56,False,0.0,0.7213114754098361,0.1868852459016393,0.0,0.0524590163934426,0.0393442622950819
