O*NET-SOC Code,Title,Task ID,Task,freq_mean,freq_lower,freq_upper,importance,importance_lower,importance_upper,relevance,relevance_lower,relevance_upper,task_normalized
19-3034.00,School Psychologists,5449,"Select, administer, and score psychological tests.",0.9056638461538461,0.37851733846153846,2.0187626653846156,4.49,4.1879,4.7905,89.27,52.046,98.4578,"select, administer, and score psychological tests."
19-3034.00,School Psychologists,5450,"Provide consultation to parents, teachers, administrators, and others on topics such as learning styles and behavior modification techniques.",0.8505384615384615,0.34223033461538466,1.8142116269230768,4.03,3.7716,4.2837,100.0,,,"provide consultation to parents, teachers, administrators, and others on topics such as learning styles and behavior modification techniques."
19-3034.00,School Psychologists,5451,Promote an understanding of child development and its relationship to learning and behavior.,1.2788823076923077,0.4320884846153846,3.8256532076923078,3.85,3.6282,4.0759,99.98,99.8119,99.9973,promote an understanding of child development and its relationship to learning and behavior.
19-3034.00,School Psychologists,5452,Collaborate with other educational professionals to develop teaching strategies and school programs.,1.1272007692307693,0.5743996115384615,2.0259540076923077,3.98,3.6352,4.3195,93.18,80.7399,97.8066,collaborate with other educational professionals to develop teaching strategies and school programs.
19-3034.00,School Psychologists,5453,Counsel children and families to help solve conflicts and problems in learning and adjustment.,1.017733076923077,0.38707194615384616,2.3127070461538457,4.32,3.9728,4.6586,90.33,68.7452,97.5435,counsel children and families to help solve conflicts and problems in learning and adjustment.
19-3034.00,School Psychologists,5454,Develop individualized educational plans in collaboration with teachers and other staff members.,0.6725480769230769,0.27235355384615384,1.670301330769231,4.4,4.1,4.7029,97.3,84.9419,99.5663,develop individualized educational plans in collaboration with teachers and other staff members.
19-3034.00,School Psychologists,5455,"Maintain student records, including special education reports, confidential records, records of services provided, and behavioral data.",3.939845384615385,2.0805115115384614,6.677291238461539,4.54,4.1903,4.898,100.0,,,"maintain student records, including special education reports, confidential records, records of services provided, and behavioral data."
19-3034.00,School Psychologists,5456,"Serve as a resource to help families and schools deal with crises, such as separation and loss.",0.6812984615384615,0.1651553269230769,2.628619242307692,3.55,3.1196,3.9791,94.64,72.0875,99.1776,"serve as a resource to help families and schools deal with crises, such as separation and loss."
19-3034.00,School Psychologists,5457,"Attend workshops, seminars, or professional meetings to remain informed of new developments in school psychology.",0.04890846153846154,0.022253007692307696,0.09487290384615385,3.63,3.3986,3.8599,100.0,,,"attend workshops, seminars, or professional meetings to remain informed of new developments in school psychology."
19-3034.00,School Psychologists,5458,Design classes and programs to meet the needs of special students.,1.069277692307692,0.23019046923076925,4.510465830769231,3.85,3.3425,4.3664,74.58,54.9731,87.5798,design classes and programs to meet the needs of special students.
19-3034.00,School Psychologists,5459,"Refer students and their families to appropriate community agencies for medical, vocational, or social services.",0.8014857692307692,0.22570413846153847,2.802607019230769,3.61,3.2543,3.9735,93.02,74.8999,98.3452,"refer students and their families to appropriate community agencies for medical, vocational, or social services."
19-3034.00,School Psychologists,5460,"Initiate and direct efforts to foster tolerance, understanding, and appreciation of diversity in school communities.",0.5227319230769232,0.20413468076923075,1.335485026923077,3.36,2.9897,3.7228,88.69,76.0726,95.0832,"initiate and direct efforts to foster tolerance, understanding, and appreciation of diversity in school communities."
19-3034.00,School Psychologists,5461,"Collect and analyze data to evaluate the effectiveness of academic programs and other services, such as behavioral management systems.",1.4948569230769233,0.5299073576923077,4.30796671923077,4.23,4.0151,4.453,93.01,83.4832,97.2276,"collect and analyze data to evaluate the effectiveness of academic programs and other services, such as behavioral management systems."
19-3034.00,School Psychologists,5462,"Provide educational programs on topics such as classroom management, teaching strategies, or parenting skills.",0.13700192307692305,0.05963129615384615,0.33367495384615387,3.18,2.7013,3.6534,84.98,72.1786,92.5022,"provide educational programs on topics such as classroom management, teaching strategies, or parenting skills."
19-3034.00,School Psychologists,5463,Conduct research to generate new knowledge that can be used to address learning and behavior issues.,0.9408776923076922,0.18200606923076923,4.019223311538461,2.98,2.5387,3.4127,67.57,50.5079,80.9698,conduct research to generate new knowledge that can be used to address learning and behavior issues.
19-3034.00,School Psychologists,18619,"Interpret test results and prepare psychological reports for teachers, administrators, and parents.",0.9235746153846154,0.29789336923076926,3.234341969230769,4.44,4.2294,4.6599,97.32,84.8494,99.5767,"interpret test results and prepare psychological reports for teachers, administrators, and parents."
19-3039.02,Neuropsychologists,22193,"Conduct neuropsychological evaluations such as assessments of intelligence, academic ability, attention, concentration, sensorimotor function, language, learning, and memory.",2.0947692307692307,0.0,0.0,4.8,,,100.0,,,"conduct neuropsychological evaluations such as assessments of intelligence, academic ability, attention, concentration, sensorimotor function, language, learning, and memory."
19-3039.02,Neuropsychologists,22194,Conduct research on neuropsychological disorders.,0.35798192307692306,0.0,0.0,3.45,,,88.0,,,conduct research on neuropsychological disorders.
19-3039.02,Neuropsychologists,22195,Consult with other professionals about patients' neurological conditions.,0.8109230769230769,0.0,0.0,4.04,,,100.0,,,consult with other professionals about patients' neurological conditions.
19-3039.02,Neuropsychologists,22196,Design or implement rehabilitation plans for patients with cognitive dysfunction.,0.9323076923076923,0.0,0.0,3.92,,,100.0,,,design or implement rehabilitation plans for patients with cognitive dysfunction.
19-3039.02,Neuropsychologists,22197,"Diagnose and treat conditions involving injury to the central nervous system, such as cerebrovascular accidents, neoplasms, infectious or inflammatory diseases, degenerative diseases, head traumas, demyelinating diseases, and various forms of dementing illnesses.",1.4147692307692308,0.0,0.0,4.67,,,100.0,,,"diagnose and treat conditions involving injury to the central nervous system, such as cerebrovascular accidents, neoplasms, infectious or inflammatory diseases, degenerative diseases, head traumas, demyelinating diseases, and various forms of dementing illnesses."
19-3039.02,Neuropsychologists,22198,"Diagnose and treat conditions such as chemical dependency, alcohol dependency, Acquired Immune Deficiency Syndrome (AIDS) dementia, and environmental toxin exposure.",0.4570811538461538,0.0,0.0,3.5,,,92.0,,,"diagnose and treat conditions such as chemical dependency, alcohol dependency, acquired immune deficiency syndrome (aids) dementia, and environmental toxin exposure."
19-3039.02,Neuropsychologists,22199,Diagnose and treat pediatric populations for conditions such as learning disabilities with developmental or organic bases.,1.5712899999999999,0.0,0.0,4.29,,,96.0,,,diagnose and treat pediatric populations for conditions such as learning disabilities with developmental or organic bases.
19-3039.02,Neuropsychologists,22200,"Educate and supervise practicum students, psychology interns, or hospital staff.",1.5241784615384613,0.0,0.0,3.96,,,96.0,,,"educate and supervise practicum students, psychology interns, or hospital staff."
19-3039.02,Neuropsychologists,22201,Establish neurobehavioral baseline measures for monitoring progressive cerebral disease or recovery.,1.5353846153846153,0.0,0.0,4.4,,,100.0,,,establish neurobehavioral baseline measures for monitoring progressive cerebral disease or recovery.
19-3039.02,Neuropsychologists,22202,Interview patients to obtain comprehensive medical histories.,2.0347692307692307,0.0,0.0,4.68,,,100.0,,,interview patients to obtain comprehensive medical histories.
19-3039.02,Neuropsychologists,22203,"Participate in educational programs, in-service training, or workshops to remain current in methods and techniques.",0.19984615384615387,0.0,0.0,4.2,,,100.0,,,"participate in educational programs, in-service training, or workshops to remain current in methods and techniques."
19-3039.02,Neuropsychologists,22204,Provide education or counseling to individuals and families.,1.7347692307692308,0.0,0.0,4.4,,,100.0,,,provide education or counseling to individuals and families.
19-3039.02,Neuropsychologists,22205,"Read current literature, talk with colleagues, and participate in professional organizations or conferences to keep abreast of developments in neuropsychology.",1.1147692307692307,0.0,0.0,4.29,,,100.0,,,"read current literature, talk with colleagues, and participate in professional organizations or conferences to keep abreast of developments in neuropsychology."
19-3039.02,Neuropsychologists,22206,"Write or prepare detailed clinical neuropsychological reports, using data from psychological or neuropsychological tests, self-report measures, rating scales, direct observations, or interviews.",3.147384615384615,0.0,0.0,4.76,,,100.0,,,"write or prepare detailed clinical neuropsychological reports, using data from psychological or neuropsychological tests, self-report measures, rating scales, direct observations, or interviews."
19-3039.03,Clinical Neuropsychologists,22207,"Compare patients' progress before and after pharmacologic, surgical, or behavioral interventions.",0.4919492307692308,0.0,0.0,4.04,,,100.0,,,"compare patients' progress before and after pharmacologic, surgical, or behavioral interventions."
19-3039.03,Clinical Neuropsychologists,22208,"Conduct neuropsychological evaluations such as assessments of intelligence, academic ability, attention, concentration, sensorimotor function, language, learning, and memory.",1.70885,0.0,0.0,5.0,,,100.0,,,"conduct neuropsychological evaluations such as assessments of intelligence, academic ability, attention, concentration, sensorimotor function, language, learning, and memory."
19-3039.03,Clinical Neuropsychologists,22209,Consult with other professionals about patients' neurological conditions.,1.0153284615384615,0.0,0.0,4.58,,,100.0,,,consult with other professionals about patients' neurological conditions.
19-3039.03,Clinical Neuropsychologists,22210,Design or implement rehabilitation plans for patients with cognitive dysfunction.,0.6961434615384615,0.0,0.0,3.82,,,91.67,,,design or implement rehabilitation plans for patients with cognitive dysfunction.
19-3039.03,Clinical Neuropsychologists,22211,"Diagnose and treat conditions involving injury to the central nervous system, such as cerebrovascular accidents, neoplasms, infectious or inflammatory diseases, degenerative diseases, head traumas, demyelinating diseases, and various forms of dementing illnesses.",1.9665484615384616,0.0,0.0,4.96,,,100.0,,,"diagnose and treat conditions involving injury to the central nervous system, such as cerebrovascular accidents, neoplasms, infectious or inflammatory diseases, degenerative diseases, head traumas, demyelinating diseases, and various forms of dementing illnesses."
19-3039.03,Clinical Neuropsychologists,22212,"Diagnose and treat neural and psychological conditions in medical and surgical populations, such as patients with early dementing illness or chronic pain with a neurological basis.",0.918826923076923,0.0,0.0,4.62,,,100.0,,,"diagnose and treat neural and psychological conditions in medical and surgical populations, such as patients with early dementing illness or chronic pain with a neurological basis."
19-3039.03,Clinical Neuropsychologists,22213,Diagnose and treat pediatric populations for conditions such as learning disabilities with developmental or organic bases.,0.9824146153846154,0.0,0.0,4.68,,,79.17,,,diagnose and treat pediatric populations for conditions such as learning disabilities with developmental or organic bases.
19-3039.03,Clinical Neuropsychologists,22214,"Diagnose and treat psychiatric populations for conditions such as somatoform disorder, dementias, and psychoses.",0.7466630769230769,0.0,0.0,4.36,,,91.67,,,"diagnose and treat psychiatric populations for conditions such as somatoform disorder, dementias, and psychoses."
19-3039.03,Clinical Neuropsychologists,22215,"Distinguish between psychogenic and neurogenic syndromes, two or more suspected etiologies of cerebral dysfunction, or between disorders involving complex seizures.",0.9479565384615385,0.0,0.0,4.67,,,100.0,,,"distinguish between psychogenic and neurogenic syndromes, two or more suspected etiologies of cerebral dysfunction, or between disorders involving complex seizures."
19-3039.03,Clinical Neuropsychologists,22216,"Educate and supervise practicum students, psychology interns, or hospital staff.",0.8155284615384615,0.0,0.0,3.83,,,100.0,,,"educate and supervise practicum students, psychology interns, or hospital staff."
19-3039.03,Clinical Neuropsychologists,22217,Establish neurobehavioral baseline measures for monitoring progressive cerebral disease or recovery.,0.7295246153846153,0.0,0.0,4.08,,,100.0,,,establish neurobehavioral baseline measures for monitoring progressive cerebral disease or recovery.
19-3039.03,Clinical Neuropsychologists,22218,"Identify and communicate risks associated with specific neurological surgical procedures, such as epilepsy surgery.",0.4732692307692308,0.0,0.0,3.75,,,83.33,,,"identify and communicate risks associated with specific neurological surgical procedures, such as epilepsy surgery."
19-3039.03,Clinical Neuropsychologists,22219,Interview patients to obtain comprehensive medical histories.,1.62485,0.0,0.0,5.0,,,100.0,,,interview patients to obtain comprehensive medical histories.
19-3039.03,Clinical Neuropsychologists,22220,"Participate in educational programs, in-service training, or workshops to remain current in methods and techniques.",0.12566423076923078,0.0,0.0,4.04,,,100.0,,,"participate in educational programs, in-service training, or workshops to remain current in methods and techniques."
19-3039.03,Clinical Neuropsychologists,22221,Provide education or counseling to individuals and families.,0.9945784615384616,0.0,0.0,4.67,,,100.0,,,provide education or counseling to individuals and families.
19-3039.03,Clinical Neuropsychologists,22222,"Provide psychotherapy, behavior therapy, or other counseling interventions to patients with neurological disorders.",0.3121619230769231,0.0,0.0,3.47,,,70.83,,,"provide psychotherapy, behavior therapy, or other counseling interventions to patients with neurological disorders."
19-3039.03,Clinical Neuropsychologists,22223,"Read current literature, talk with colleagues, and participate in professional organizations or conferences to keep abreast of developments in neuropsychology.",0.7268165384615385,0.0,0.0,4.42,,,100.0,,,"read current literature, talk with colleagues, and participate in professional organizations or conferences to keep abreast of developments in neuropsychology."
19-3039.03,Clinical Neuropsychologists,22224,"Write or prepare detailed clinical neuropsychological reports, using data from psychological or neuropsychological tests, self-report measures, rating scales, direct observations, or interviews.",1.79175,0.0,0.0,5.0,,,100.0,,,"write or prepare detailed clinical neuropsychological reports, using data from psychological or neuropsychological tests, self-report measures, rating scales, direct observations, or interviews."
19-3041.00,Sociologists,5464,Prepare publications and reports containing research findings.,0.9473076923076923,0.0,0.0,4.35,,,100.0,,,prepare publications and reports containing research findings.
19-3041.00,Sociologists,5465,Analyze and interpret data to increase the understanding of human social behavior.,2.1532692307692307,0.0,0.0,4.74,,,100.0,,,analyze and interpret data to increase the understanding of human social behavior.
19-3041.00,Sociologists,5466,"Plan and conduct research to develop and test theories about societal issues such as crime, group relations, poverty, and aging.",1.148076923076923,0.0,0.0,4.25,,,100.0,,,"plan and conduct research to develop and test theories about societal issues such as crime, group relations, poverty, and aging."
19-3041.00,Sociologists,5467,"Collect data about the attitudes, values, and behaviors of people in groups, using observation, interviews, and review of documents.",0.4904203846153846,0.0,0.0,4.26,,,95.0,,,"collect data about the attitudes, values, and behaviors of people in groups, using observation, interviews, and review of documents."
19-3041.00,Sociologists,5468,"Develop, implement, and evaluate methods of data collection, such as questionnaires or interviews.",0.6159615384615384,0.0,0.0,4.26,,,100.0,,,"develop, implement, and evaluate methods of data collection, such as questionnaires or interviews."
19-3041.00,Sociologists,5469,Teach sociology.,2.2098076923076926,0.0,0.0,4.25,,,100.0,,,teach sociology.
19-3041.00,Sociologists,5470,"Direct work of statistical clerks, statisticians, and others who compile and evaluate research data.",1.4763461538461538,0.0,0.0,3.55,,,100.0,,,"direct work of statistical clerks, statisticians, and others who compile and evaluate research data."
19-3041.00,Sociologists,5471,"Consult with and advise individuals such as administrators, social workers, and legislators regarding social issues and policies, as well as the implications of research findings.",0.05493423076923077,0.0,0.0,3.72,,,90.0,,,"consult with and advise individuals such as administrators, social workers, and legislators regarding social issues and policies, as well as the implications of research findings."
19-3041.00,Sociologists,5472,Collaborate with research workers in other disciplines.,0.37711538461538463,0.0,0.0,3.5,,,100.0,,,collaborate with research workers in other disciplines.
19-3041.00,Sociologists,5473,"Develop approaches to the solution of groups' problems, based on research findings in sociology and related disciplines.",0.869051923076923,0.0,0.0,3.32,,,95.0,,,"develop approaches to the solution of groups' problems, based on research findings in sociology and related disciplines."
19-3041.00,Sociologists,5474,"Observe group interactions and role affiliations to collect data, identify problems, evaluate progress, and determine the need for additional change.",0.4041976923076923,0.0,0.0,3.21,,,95.0,,,"observe group interactions and role affiliations to collect data, identify problems, evaluate progress, and determine the need for additional change."
19-3041.00,Sociologists,5475,"Develop problem intervention procedures, using techniques such as interviews, consultations, role playing, and participant observation of group interactions.",1.0155769230769232,0.0,0.0,3.75,,,100.0,,,"develop problem intervention procedures, using techniques such as interviews, consultations, role playing, and participant observation of group interactions."
19-3041.00,Sociologists,20868,Present research findings at professional meetings.,0.028461538461538465,0.0,0.0,4.0,,,100.0,,,present research findings at professional meetings.
19-3041.00,Sociologists,23963,Explain sociological research to the general public.,0.21692307692307694,0.0,0.0,3.95,,,100.0,,,explain sociological research to the general public.
19-3041.00,Sociologists,23964,Write grants to obtain funding for research projects.,0.10826923076923077,0.0,0.0,3.35,,,100.0,,,write grants to obtain funding for research projects.
19-3051.00,Urban and Regional Planners,220,"Design, promote, or administer government plans or policies affecting land use, zoning, public utilities, community facilities, housing, or transportation.",0.9235384615384615,0.0,0.0,4.68,,,100.0,,,"design, promote, or administer government plans or policies affecting land use, zoning, public utilities, community facilities, housing, or transportation."
19-3051.00,Urban and Regional Planners,222,"Recommend approval, denial, or conditional approval of proposals.",0.3106153846153846,0.0,0.0,4.32,,,100.0,,,"recommend approval, denial, or conditional approval of proposals."
19-3051.00,Urban and Regional Planners,225,"Create, prepare, or requisition graphic or narrative reports on land use data, including land area maps overlaid with geographic variables, such as population density.",0.38153846153846155,0.0,0.0,4.56,,,100.0,,,"create, prepare, or requisition graphic or narrative reports on land use data, including land area maps overlaid with geographic variables, such as population density."
19-3051.00,Urban and Regional Planners,226,"Advise planning officials on project feasibility, cost-effectiveness, regulatory conformance, or possible alternatives.",0.48953846153846153,0.0,0.0,4.6,,,100.0,,,"advise planning officials on project feasibility, cost-effectiveness, regulatory conformance, or possible alternatives."
19-3051.00,Urban and Regional Planners,227,"Conduct field investigations, surveys, impact studies, or other research to compile and analyze data on economic, social, regulatory, or physical factors affecting land use.",0.24758538461538462,0.0,0.0,4.29,,,96.0,,,"conduct field investigations, surveys, impact studies, or other research to compile and analyze data on economic, social, regulatory, or physical factors affecting land use."
19-3051.00,Urban and Regional Planners,228,"Discuss with planning officials the purpose of land use projects, such as transportation, conservation, residential, commercial, industrial, or community use.",0.30446153846153845,0.0,0.0,4.24,,,100.0,,,"discuss with planning officials the purpose of land use projects, such as transportation, conservation, residential, commercial, industrial, or community use."
19-3051.00,Urban and Regional Planners,229,"Keep informed about economic or legal issues involved in zoning codes, building codes, or environmental regulations.",0.30142576923076925,0.0,0.0,4.16,,,100.0,,,"keep informed about economic or legal issues involved in zoning codes, building codes, or environmental regulations."
19-3051.00,Urban and Regional Planners,230,Mediate community disputes or assist in developing alternative plans or recommendations for programs or projects.,0.16584615384615387,0.0,0.0,4.44,,,100.0,,,mediate community disputes or assist in developing alternative plans or recommendations for programs or projects.
19-3051.00,Urban and Regional Planners,231,Coordinate work with economic consultants or architects during the formulation of plans or the design of large pieces of infrastructure.,0.1364276923076923,0.0,0.0,3.71,,,96.0,,,coordinate work with economic consultants or architects during the formulation of plans or the design of large pieces of infrastructure.
19-3051.00,Urban and Regional Planners,232,Review and evaluate environmental impact reports pertaining to private or public planning projects or programs.,0.15849384615384615,0.0,0.0,3.88,,,96.0,,,review and evaluate environmental impact reports pertaining to private or public planning projects or programs.
19-3051.00,Urban and Regional Planners,233,Supervise or coordinate the work of urban planning technicians or technologists.,1.37047,0.0,0.0,3.83,,,96.0,,,supervise or coordinate the work of urban planning technicians or technologists.
19-3051.00,Urban and Regional Planners,18476,"Hold public meetings with government officials, social scientists, lawyers, developers, the public, or special interest groups to formulate, develop, or address issues regarding land use or community plans.",0.264,0.0,0.0,4.56,,,100.0,,,"hold public meetings with government officials, social scientists, lawyers, developers, the public, or special interest groups to formulate, develop, or address issues regarding land use or community plans."
19-3051.00,Urban and Regional Planners,19775,"Advocate sustainability to community groups, government agencies, the general public, or special interest groups.",0.14446153846153847,0.0,0.0,3.56,,,100.0,,,"advocate sustainability to community groups, government agencies, the general public, or special interest groups."
19-3051.00,Urban and Regional Planners,19776,Develop plans for public or alternative transportation systems for urban or regional locations to reduce carbon output associated with transportation.,0.13845923076923078,0.0,0.0,3.83,,,92.0,,,develop plans for public or alternative transportation systems for urban or regional locations to reduce carbon output associated with transportation.
19-3051.00,Urban and Regional Planners,19777,Evaluate proposals for infrastructure projects or other development for environmental impact or sustainability.,0.23784615384615387,0.0,0.0,4.28,,,100.0,,,evaluate proposals for infrastructure projects or other development for environmental impact or sustainability.
19-3051.00,Urban and Regional Planners,19778,"Identify opportunities or develop plans for sustainability projects or programs to improve energy efficiency, minimize pollution or waste, or restore natural systems.",0.15722807692307694,0.0,0.0,3.79,,,96.0,,,"identify opportunities or develop plans for sustainability projects or programs to improve energy efficiency, minimize pollution or waste, or restore natural systems."
19-3051.00,Urban and Regional Planners,20523,Determine the effects of regulatory limitations on land use projects.,0.8864615384615384,0.0,0.0,3.92,,,100.0,,,determine the effects of regulatory limitations on land use projects.
19-3051.00,Urban and Regional Planners,20524,Assess the feasibility of land use proposals and identify necessary changes.,0.42046153846153844,0.0,0.0,4.08,,,100.0,,,assess the feasibility of land use proposals and identify necessary changes.
19-3051.00,Urban and Regional Planners,20525,Investigate property availability for purposes of development.,0.16538461538461538,0.0,0.0,3.32,,,100.0,,,investigate property availability for purposes of development.
19-3091.00,Anthropologists and Archeologists,22231,"Study objects and structures recovered by excavation to identify, date, and authenticate them and to interpret their significance.",0.2032123076923077,0.0,0.0,3.54,,,65.0,,,"study objects and structures recovered by excavation to identify, date, and authenticate them and to interpret their significance."
19-3091.00,Anthropologists and Archeologists,22232,"Collect information and make judgments through observation, interviews, and review of documents.",0.41557692307692307,0.0,0.0,4.63,,,100.0,,,"collect information and make judgments through observation, interviews, and review of documents."
19-3091.00,Anthropologists and Archeologists,22233,"Research, survey, or assess sites of past societies and cultures in search of answers to specific research questions.",0.08197115384615385,0.0,0.0,3.5,,,80.0,,,"research, survey, or assess sites of past societies and cultures in search of answers to specific research questions."
19-3091.00,Anthropologists and Archeologists,22234,Write about and present research findings for a variety of specialized and general audiences.,0.20173076923076924,0.0,0.0,4.37,,,100.0,,,write about and present research findings for a variety of specialized and general audiences.
19-3091.00,Anthropologists and Archeologists,22235,"Describe artifacts' physical properties or attributes, such as the materials from which artifacts are made and their size, shape, function, and decoration.",0.21697,0.0,0.0,3.67,,,60.0,,,"describe artifacts' physical properties or attributes, such as the materials from which artifacts are made and their size, shape, function, and decoration."
19-3091.00,Anthropologists and Archeologists,22236,"Plan and direct research to characterize and compare the economic, demographic, health care, social, political, linguistic, and religious institutions of distinct cultural groups, communities, and organizations.",0.48942307692307696,0.0,0.0,4.25,,,100.0,,,"plan and direct research to characterize and compare the economic, demographic, health care, social, political, linguistic, and religious institutions of distinct cultural groups, communities, and organizations."
19-3091.00,Anthropologists and Archeologists,22237,Compare findings from one site with archeological data from other sites to find similarities or differences.,0.06666,0.0,0.0,3.73,,,60.0,,,compare findings from one site with archeological data from other sites to find similarities or differences.
19-3091.00,Anthropologists and Archeologists,22238,"Record the exact locations and conditions of artifacts uncovered in diggings or surveys, using drawings and photographs as necessary.",0.2801142307692308,0.0,0.0,4.08,,,65.0,,,"record the exact locations and conditions of artifacts uncovered in diggings or surveys, using drawings and photographs as necessary."
19-3091.00,Anthropologists and Archeologists,22239,"Assess archeological sites for resource management, development, or conservation purposes and recommend methods for site protection.",0.11677153846153845,0.0,0.0,4.0,,,55.0,,,"assess archeological sites for resource management, development, or conservation purposes and recommend methods for site protection."
19-3091.00,Anthropologists and Archeologists,22240,Gather and analyze artifacts and skeletal remains to increase knowledge of ancient cultures.,0.1594246153846154,0.0,0.0,3.91,,,55.0,,,gather and analyze artifacts and skeletal remains to increase knowledge of ancient cultures.
19-3091.00,Anthropologists and Archeologists,22241,"Collect artifacts made of stone, bone, metal, and other materials, placing them in bags and marking them to show where they were found.",0.1297073076923077,0.0,0.0,3.64,,,55.0,,,"collect artifacts made of stone, bone, metal, and other materials, placing them in bags and marking them to show where they were found."
19-3091.00,Anthropologists and Archeologists,22242,"Identify culturally specific beliefs and practices affecting health status and access to services for distinct populations and communities, in collaboration with medical and public health officials.",0.19433615384615385,0.0,0.0,3.88,,,85.0,,,"identify culturally specific beliefs and practices affecting health status and access to services for distinct populations and communities, in collaboration with medical and public health officials."
19-3091.00,Anthropologists and Archeologists,22243,"Consult site reports, existing artifacts, and topographic maps to identify archeological sites.",0.10863153846153846,0.0,0.0,3.5,,,60.0,,,"consult site reports, existing artifacts, and topographic maps to identify archeological sites."
19-3091.00,Anthropologists and Archeologists,22244,"Train others in the application of ethnographic research methods to solve problems in organizational effectiveness, communications, technology development, policy making, and program planning.",0.8071153846153846,0.0,0.0,3.95,,,100.0,,,"train others in the application of ethnographic research methods to solve problems in organizational effectiveness, communications, technology development, policy making, and program planning."
19-3091.00,Anthropologists and Archeologists,22245,"Advise government agencies, private organizations, and communities regarding proposed programs, plans, and policies and their potential impacts on cultural institutions, organizations, and communities.",0.03603346153846154,0.0,0.0,3.44,,,95.0,,,"advise government agencies, private organizations, and communities regarding proposed programs, plans, and policies and their potential impacts on cultural institutions, organizations, and communities."
19-3091.00,Anthropologists and Archeologists,22246,"Create data records for use in describing and analyzing social patterns and processes, using photography, videography, and audio recordings.",0.20173076923076924,0.0,0.0,4.0,,,100.0,,,"create data records for use in describing and analyzing social patterns and processes, using photography, videography, and audio recordings."
19-3091.00,Anthropologists and Archeologists,22247,"Develop intervention procedures, using techniques such as individual and focus group interviews, consultations, and participant observation of social interaction.",0.11490384615384616,0.0,0.0,3.35,,,85.0,,,"develop intervention procedures, using techniques such as individual and focus group interviews, consultations, and participant observation of social interaction."
19-3091.00,Anthropologists and Archeologists,22248,Develop and test theories concerning the origin and development of past cultures.,0.15275692307692307,0.0,0.0,3.57,,,70.0,,,develop and test theories concerning the origin and development of past cultures.
19-3091.00,Anthropologists and Archeologists,22249,"Lead field training sites and train field staff, students, and volunteers in excavation methods.",0.007692307692307693,0.0,0.0,3.71,,,70.0,,,"lead field training sites and train field staff, students, and volunteers in excavation methods."
19-3091.00,Anthropologists and Archeologists,22250,"Collaborate with economic development planners to decide on the implementation of proposed development policies, plans, and programs based on culturally institutionalized barriers and facilitating circumstances.",0.04421692307692307,0.0,0.0,3.36,,,70.0,,,"collaborate with economic development planners to decide on the implementation of proposed development policies, plans, and programs based on culturally institutionalized barriers and facilitating circumstances."
19-3091.00,Anthropologists and Archeologists,22251,"Clean, restore, and preserve artifacts.",0.13367038461538464,0.0,0.0,3.42,,,60.0,,,"clean, restore, and preserve artifacts."
19-3091.00,Anthropologists and Archeologists,22252,"Conduct participatory action research in communities and organizations to assess how work is done and to design work systems, technologies, and environments.",0.12529192307692308,0.0,0.0,3.59,,,85.0,,,"conduct participatory action research in communities and organizations to assess how work is done and to design work systems, technologies, and environments."
19-3091.00,Anthropologists and Archeologists,22253,Organize public exhibits and displays to promote public awareness of diverse and distinctive cultural traditions.,0.0514423076923077,0.0,0.0,3.44,,,80.0,,,organize public exhibits and displays to promote public awareness of diverse and distinctive cultural traditions.
19-3091.00,Anthropologists and Archeologists,22254,Formulate general rules that describe and predict the development and behavior of cultures and social institutions.,0.07501769230769231,0.0,0.0,3.11,,,90.0,,,formulate general rules that describe and predict the development and behavior of cultures and social institutions.
19-3091.00,Anthropologists and Archeologists,22255,Study archival collections of primary historical sources to help explain the origins and development of cultural patterns.,0.13934884615384616,0.0,0.0,3.24,,,85.0,,,study archival collections of primary historical sources to help explain the origins and development of cultural patterns.
19-3091.00,Anthropologists and Archeologists,22256,Apply traditional ecological knowledge and assessments of culturally distinctive land and resource management institutions to assist in the resolution of conflicts over habitat protection and resource enhancement.,0.10078000000000001,0.0,0.0,3.8,,,75.0,,,apply traditional ecological knowledge and assessments of culturally distinctive land and resource management institutions to assist in the resolution of conflicts over habitat protection and resource enhancement.
19-3091.00,Anthropologists and Archeologists,22257,Enhance the cultural sensitivity of elementary and secondary curricula and classroom interactions in collaboration with educators and teachers.,0.17278346153846152,0.0,0.0,3.29,,,85.0,,,enhance the cultural sensitivity of elementary and secondary curricula and classroom interactions in collaboration with educators and teachers.
19-3091.00,Anthropologists and Archeologists,22258,"Participate in forensic activities, such as tooth and bone structure identification, in conjunction with police departments and pathologists.",0.13431115384615386,0.0,0.0,3.33,,,60.0,,,"participate in forensic activities, such as tooth and bone structure identification, in conjunction with police departments and pathologists."
19-3091.00,Anthropologists and Archeologists,22259,Teach or mentor undergraduate and graduate students in anthropology or archeology.,1.2130007692307692,0.0,0.0,4.42,,,95.0,,,teach or mentor undergraduate and graduate students in anthropology or archeology.
19-3091.00,Anthropologists and Archeologists,22260,Write grant proposals to obtain funding for research.,0.04115384615384616,0.0,0.0,3.45,,,100.0,,,write grant proposals to obtain funding for research.
19-3092.00,Geographers,5503,"Create and modify maps, graphs, or diagrams, using geographical information software and related equipment, and principles of cartography, such as coordinate systems, longitude, latitude, elevation, topography, and map scales.",2.100661923076923,0.0,0.0,4.37,,,95.0,,,"create and modify maps, graphs, or diagrams, using geographical information software and related equipment, and principles of cartography, such as coordinate systems, longitude, latitude, elevation, topography, and map scales."
