task,task_normalized,soc_code_2010,title,freq_mean,importance,relevance,tot_emp_nat,tot_emp_ut
"Plan and direct studies to investigate human or animal disease, preventive methods, and treatments for disease.",plan and direct studies to investigate human or animal disease preventive methods and treatments for disease,19-1041,Epidemiologists,0.4619007692307692,4.47,100.0,5460.0,5460.0
"Investigate diseases or parasites to determine cause and risk factors, progress, life cycle, or mode of transmission.",investigate diseases or parasites to determine cause and risk factors progress life cycle or mode of transmission,19-1041,Epidemiologists,0.9757407692307692,4.25,93.33,5460.0,5460.0
"Oversee public health programs, including statistical analysis, health care planning, surveillance systems, and public health improvement.",oversee public health programs including statistical analysis health care planning surveillance systems and public health improvement,19-1041,Epidemiologists,1.7189115384615383,4.4,100.0,5460.0,5460.0
"Supervise professional, technical and clerical personnel.",supervise professional technical and clerical personnel,19-1041,Epidemiologists,1.5620315384615384,3.54,93.33,5460.0,5460.0
Study animal and human health and physiological processes.,study animal and human health and physiological processes,19-1042,"Medical Scientists, Except Epidemiologists",3.291501153846154,4.35,87.48,104440.0,590.0
Write and publish articles in scientific journals.,write and publish articles in scientific journals,19-1042,"Medical Scientists, Except Epidemiologists",0.5233988461538462,4.12,76.32,104440.0,590.0
"Conduct research to develop methodologies, instrumentation, and procedures for medical application, analyzing data and presenting findings to the scientific audience and general public.",conduct research to develop methodologies instrumentation and procedures for medical application analyzing data and presenting findings to the scientific audience and general public,19-1042,"Medical Scientists, Except Epidemiologists",2.791566153846154,4.4,82.82,104440.0,590.0
"Use equipment such as atomic absorption spectrometers, electron microscopes, flow cytometers, and chromatography systems.",use equipment such as atomic absorption spectrometers electron microscopes flow cytometers and chromatography systems,19-1042,"Medical Scientists, Except Epidemiologists",1.3069826923076922,3.96,58.55,104440.0,590.0
"Consult with and advise physicians, educators, researchers, and others regarding medical applications of physics, biology, and chemistry.",consult with and advise physicians educators researchers and others regarding medical applications of physics biology and chemistry,19-1042,"Medical Scientists, Except Epidemiologists",1.258448846153846,3.59,58.2,104440.0,590.0
"Confer with health departments, industry personnel, physicians, and others to develop health safety standards and public health improvement programs.",confer with health departments industry personnel physicians and others to develop health safety standards and public health improvement programs,19-1042,"Medical Scientists, Except Epidemiologists",0.7287311538461538,3.55,42.89,104440.0,590.0
Follow strict safety procedures when handling toxic materials to avoid contamination.,follow strict safety procedures when handling toxic materials to avoid contamination,19-1042,"Medical Scientists, Except Epidemiologists",2.3011434615384614,4.34,67.33,104440.0,590.0
"Standardize drug dosages, methods of immunization, and procedures for manufacture of drugs and medicinal compounds.",standardize drug dosages methods of immunization and procedures for manufacture of drugs and medicinal compounds,19-1042,"Medical Scientists, Except Epidemiologists",1.0298088461538462,3.9,37.98,104440.0,590.0
"Prepare and analyze organ, tissue, and cell samples to identify toxicity, bacteria, or microorganisms or to study cell structure.",prepare and analyze organ tissue and cell samples to identify toxicity bacteria or microorganisms or to study cell structure,19-1042,"Medical Scientists, Except Epidemiologists",0.9601530769230768,3.93,40.53,104440.0,590.0
"Teach principles of medicine and medical and laboratory procedures to physicians, residents, students, and technicians.",teach principles of medicine and medical and laboratory procedures to physicians residents students and technicians,19-1042,"Medical Scientists, Except Epidemiologists",1.4034684615384616,3.57,53.69,104440.0,590.0
"Evaluate effects of drugs, gases, pesticides, parasites, and microorganisms at various levels.",evaluate effects of drugs gases pesticides parasites and microorganisms at various levels,19-1042,"Medical Scientists, Except Epidemiologists",1.6180823076923077,3.72,81.44,104440.0,590.0
"Investigate cause, progress, life cycle, or mode of transmission of diseases or parasites.",investigate cause progress life cycle or mode of transmission of diseases or parasites,19-1042,"Medical Scientists, Except Epidemiologists",1.0635946153846154,3.61,63.03,104440.0,590.0
"Plan and direct studies to investigate human or animal disease, preventive methods, and treatments for disease.",plan and direct studies to investigate human or animal disease preventive methods and treatments for disease,19-1042,"Medical Scientists, Except Epidemiologists",3.4648380769230767,4.57,79.61,104440.0,590.0
Serve on professional panels and committees.,serve on professional panels and committees,19-2011,Astronomers,0.0578211538461538,3.55,96.97,1760.0,1760.0
Review scientific proposals and research papers.,review scientific proposals and research papers,19-2011,Astronomers,0.1032542307692307,3.79,100.0,1760.0,1760.0
Direct the operations of a planetarium.,direct the operations of a planetarium,19-2011,Astronomers,0.1489434615384615,2.0,48.48,1760.0,1760.0
"Calculate orbits and determine sizes, shapes, brightness, and motions of different celestial bodies.",calculate orbits and determine sizes shapes brightness and motions of different celestial bodies,19-2011,Astronomers,0.2130876923076923,3.1,90.91,1760.0,1760.0
Develop and modify astronomy-related programs for public presentation.,develop and modify astronomyrelated programs for public presentation,19-2011,Astronomers,0.0542407692307692,3.26,93.94,1760.0,1760.0
Teach astronomy or astrophysics.,teach astronomy or astrophysics,19-2011,Astronomers,0.8730384615384615,4.1,90.91,1760.0,1760.0
Develop instrumentation and software for astronomical observation and analysis.,develop instrumentation and software for astronomical observation and analysis,19-2011,Astronomers,1.0083592307692308,3.94,96.97,1760.0,1760.0
Raise funds for scientific research.,raise funds for scientific research,19-2011,Astronomers,0.0475488461538461,4.27,100.0,1760.0,1760.0
Develop theories based on personal observations or on observations and theories of other astronomers.,develop theories based on personal observations or on observations and theories of other astronomers,19-2011,Astronomers,0.5785215384615385,4.44,96.97,1760.0,1760.0
"Measure radio, infrared, gamma, and x-ray emissions from extraterrestrial sources.",measure radio infrared gamma and xray emissions from extraterrestrial sources,19-2011,Astronomers,0.6024596153846153,4.19,93.94,1760.0,1760.0
Present research findings at scientific conferences and in papers written for scientific journals.,present research findings at scientific conferences and in papers written for scientific journals,19-2011,Astronomers,0.0575711538461538,4.38,100.0,1760.0,1760.0
"Analyze research data to determine its significance, using computers.",analyze research data to determine its significance using computers,19-2011,Astronomers,2.3554753846153846,4.58,100.0,1760.0,1760.0
"Study celestial phenomena, using a variety of ground-based and space-borne telescopes and scientific instruments.",study celestial phenomena using a variety of groundbased and spaceborne telescopes and scientific instruments,19-2011,Astronomers,0.9077384615384616,4.66,96.97,1760.0,1760.0
Collaborate with other astronomers to carry out research projects.,collaborate with other astronomers to carry out research projects,19-2011,Astronomers,1.0348615384615385,4.42,100.0,1760.0,1760.0
"Develop theories and laws on the basis of observation and experiments, and apply these theories and laws to problems in areas such as nuclear energy, optics, and aerospace technology.",develop theories and laws on the basis of observation and experiments and apply these theories and laws to problems in areas such as nuclear energy optics and aerospace technology,19-2012,Physicists,1.7142403846153846,3.95,60.37,15650.0,15650.0
Conduct research pertaining to potential environmental impacts of atomic energy-related industrial development to determine licensing qualifications.,conduct research pertaining to potential environmental impacts of atomic energyrelated industrial development to determine licensing qualifications,19-2012,Physicists,0.3132296153846154,2.95,18.04,15650.0,15650.0
"Advise authorities of procedures to be followed in radiation incidents or hazards, and assist in civil defense planning.",advise authorities of procedures to be followed in radiation incidents or hazards and assist in civil defense planning,19-2012,Physicists,0.2136980769230769,2.78,21.56,15650.0,15650.0
"Conduct application evaluations and analyze results to determine commercial, industrial, scientific, medical, military, or other uses for electro-optical devices.",conduct application evaluations and analyze results to determine commercial industrial scientific medical military or other uses for electrooptical devices,19-2012,Physicists,1.7478969230769232,3.4,35.52,15650.0,15650.0
"Develop manufacturing, assembly, and fabrication processes of lasers, masers, infrared, and other light-emitting and light-sensitive devices.",develop manufacturing assembly and fabrication processes of lasers masers infrared and other lightemitting and lightsensitive devices,19-2012,Physicists,0.6806403846153846,3.67,18.76,15650.0,15650.0
Teach physics to students.,teach physics to students,19-2012,Physicists,1.804317307692308,3.91,44.3,15650.0,15650.0
"Observe the structure and properties of matter, and the transformation and propagation of energy, using equipment such as masers, lasers, and telescopes to explore and identify the basic principles governing these phenomena.",observe the structure and properties of matter and the transformation and propagation of energy using equipment such as masers lasers and telescopes to explore and identify the basic principles governing these phenomena,19-2012,Physicists,1.1161384615384615,4.02,45.6,15650.0,15650.0
Develop standards of permissible concentrations of radioisotopes in liquids and gases.,develop standards of permissible concentrations of radioisotopes in liquids and gases,19-2012,Physicists,0.2216842307692307,3.18,26.7,15650.0,15650.0
"Collaborate with other scientists in the design, development, and testing of experimental, industrial, or medical equipment, instrumentation, and procedures.",collaborate with other scientists in the design development and testing of experimental industrial or medical equipment instrumentation and procedures,19-2012,Physicists,0.7333111538461539,3.73,71.34,15650.0,15650.0
"Perform complex calculations as part of the analysis and evaluation of data, using computers.",perform complex calculations as part of the analysis and evaluation of data using computers,19-2012,Physicists,3.321378461538462,4.16,100.0,15650.0,15650.0
Describe and express observations and conclusions in mathematical terms.,describe and express observations and conclusions in mathematical terms,19-2012,Physicists,1.7842019230769228,4.06,98.39,15650.0,15650.0
"Direct testing and monitoring of contamination of radioactive equipment, and recording of personnel and plant area radiation exposure data.",direct testing and monitoring of contamination of radioactive equipment and recording of personnel and plant area radiation exposure data,19-2012,Physicists,1.540498846153846,4.09,16.66,15650.0,15650.0
Report experimental results by writing papers for scientific journals or by presenting information at scientific conferences.,report experimental results by writing papers for scientific journals or by presenting information at scientific conferences,19-2012,Physicists,0.4838365384615385,3.76,85.48,15650.0,15650.0
Design computer simulations to model physical data so that it can be better understood.,design computer simulations to model physical data so that it can be better understood,19-2012,Physicists,1.1779373076923076,3.74,78.92,15650.0,15650.0
Analyze data from research conducted to detect and measure physical phenomena.,analyze data from research conducted to detect and measure physical phenomena,19-2012,Physicists,1.591468076923077,4.05,90.75,15650.0,15650.0
"Research the impact of industrial projects or pollution on climate, air quality, or weather phenomena.",research the impact of industrial projects or pollution on climate air quality or weather phenomena,19-2021,Atmospheric and Space Scientists,0.1571134615384615,3.05,67.86,10370.0,130.0
"Prepare scientific atmospheric or climate reports, articles, or texts.",prepare scientific atmospheric or climate reports articles or texts,19-2021,Atmospheric and Space Scientists,0.3694353846153846,3.46,92.86,10370.0,130.0
"Conduct meteorological research into the processes or determinants of atmospheric phenomena, weather, or climate.",conduct meteorological research into the processes or determinants of atmospheric phenomena weather or climate,19-2021,Atmospheric and Space Scientists,0.8701242307692308,3.33,96.43,10370.0,130.0
"Formulate predictions by interpreting environmental data, such as meteorological, atmospheric, oceanic, paleoclimate, climate, or related information.",formulate predictions by interpreting environmental data such as meteorological atmospheric oceanic paleoclimate climate or related information,19-2021,Atmospheric and Space Scientists,3.244923076923077,3.68,89.29,10370.0,130.0
Develop or use mathematical or computer models for weather forecasting.,develop or use mathematical or computer models for weather forecasting,19-2021,Atmospheric and Space Scientists,4.6554730769230765,4.52,96.43,10370.0,130.0
"Apply meteorological knowledge to issues such as global warming, pollution control, or ozone depletion.",apply meteorological knowledge to issues such as global warming pollution control or ozone depletion,19-2021,Atmospheric and Space Scientists,0.4406257692307692,3.07,96.43,10370.0,130.0
"Prepare weather reports or maps for analysis, distribution, or use in weather broadcasts, using computer graphics.",prepare weather reports or maps for analysis distribution or use in weather broadcasts using computer graphics,19-2021,Atmospheric and Space Scientists,3.31205,4.58,85.71,10370.0,130.0
"Analyze historical climate information, such as precipitation or temperature records, to help predict future weather or climate trends.",analyze historical climate information such as precipitation or temperature records to help predict future weather or climate trends,19-2021,Atmospheric and Space Scientists,0.5820465384615384,3.31,92.86,10370.0,130.0
"Teach college-level courses on topics such as atmospheric and space science, meteorology, or global climate change.",teach collegelevel courses on topics such as atmospheric and space science meteorology or global climate change,19-2021,Atmospheric and Space Scientists,0.2496307692307692,3.15,46.43,10370.0,130.0
"Consult with other offices, agencies, professionals, or researchers regarding the use and interpretation of climatological information for weather predictions and warnings.",consult with other offices agencies professionals or researchers regarding the use and interpretation of climatological information for weather predictions and warnings,19-2021,Atmospheric and Space Scientists,0.6009615384615384,3.33,96.43,10370.0,130.0
"Perform managerial duties, such as creating work schedules, creating or implementing staff training, matching staff expertise to situations, or analyzing performance of offices.",perform managerial duties such as creating work schedules creating or implementing staff training matching staff expertise to situations or analyzing performance of offices,19-2021,Atmospheric and Space Scientists,0.470065,3.43,82.14,10370.0,130.0
"Interpret data, reports, maps, photographs, or charts to predict long- or short-range weather conditions, using computer models and knowledge of climate theory, physics, and mathematics.",interpret data reports maps photographs or charts to predict long or shortrange weather conditions using computer models and knowledge of climate theory physics and mathematics,19-2021,Atmospheric and Space Scientists,4.4284,4.57,100.0,10370.0,130.0
Estimate or predict the effects of global warming over time for specific geographic regions.,estimate or predict the effects of global warming over time for specific geographic regions,19-2021,Atmospheric and Space Scientists,0.1012638461538461,2.73,81.48,10370.0,130.0
"Conduct wind assessment, integration, or validation studies.",conduct wind assessment integration or validation studies,19-2021,Atmospheric and Space Scientists,0.7345011538461539,2.89,64.29,10370.0,130.0
"Broadcast weather conditions, forecasts, or severe weather warnings to the public via television, radio, or the Internet or provide this information to the news media.",broadcast weather conditions forecasts or severe weather warnings to the public via television radio or the internet or provide this information to the news media,19-2021,Atmospheric and Space Scientists,4.64,4.6,89.29,10370.0,130.0
"Create visualizations to illustrate historical or future changes in the Earth's climate, using paleoclimate or climate geographic information systems (GIS) databases.",create visualizations to illustrate historical or future changes in the earths climate using paleoclimate or climate geographic information systems gis databases,19-2021,Atmospheric and Space Scientists,0.3627403846153846,2.94,62.96,10370.0,130.0
"Prepare forecasts or briefings to meet the needs of industry, business, government, or other groups.",prepare forecasts or briefings to meet the needs of industry business government or other groups,19-2021,Atmospheric and Space Scientists,2.7986188461538464,4.46,100.0,10370.0,130.0
"Measure wind, temperature, and humidity in the upper atmosphere, using weather balloons.",measure wind temperature and humidity in the upper atmosphere using weather balloons,19-2021,Atmospheric and Space Scientists,1.9284830769230767,4.14,75.0,10370.0,130.0
"Gather data from sources such as surface or upper air stations, satellites, weather bureaus, or radar for use in meteorological reports or forecasts.",gather data from sources such as surface or upper air stations satellites weather bureaus or radar for use in meteorological reports or forecasts,19-2021,Atmospheric and Space Scientists,6.3039873076923065,4.5,100.0,10370.0,130.0
Collect air samples from planes or ships over land or sea to study atmospheric composition.,collect air samples from planes or ships over land or sea to study atmospheric composition,19-2021,Atmospheric and Space Scientists,0.1100280769230769,2.77,48.15,10370.0,130.0
Conduct numerical simulations of climate conditions to understand and predict global or regional weather patterns.,conduct numerical simulations of climate conditions to understand and predict global or regional weather patterns,19-2021,Atmospheric and Space Scientists,1.5468073076923077,3.89,67.86,10370.0,130.0
"Design or develop new equipment or methods for meteorological data collection, remote sensing, or related applications.",design or develop new equipment or methods for meteorological data collection remote sensing or related applications,19-2021,Atmospheric and Space Scientists,0.0958980769230769,3.16,67.86,10370.0,130.0
"Analyze climate data sets, using techniques such as geophysical fluid dynamics, data assimilation, or numerical modeling.",analyze climate data sets using techniques such as geophysical fluid dynamics data assimilation or numerical modeling,19-2021,Atmospheric and Space Scientists,0.3988592307692308,3.26,82.14,10370.0,130.0
Direct forecasting services at weather stations or at radio or television broadcasting facilities.,direct forecasting services at weather stations or at radio or television broadcasting facilities,19-2021,Atmospheric and Space Scientists,2.1773076923076924,3.8,71.43,10370.0,130.0
"Purchase laboratory supplies, such as chemicals, when supplies are low or near their expiration date.",purchase laboratory supplies such as chemicals when supplies are low or near their expiration date,19-2031,Chemists,0.4050757692307692,3.77,78.59,84720.0,790.0
Evaluate laboratory safety procedures to ensure compliance with standards or to make improvements as needed.,evaluate laboratory safety procedures to ensure compliance with standards or to make improvements as needed,19-2031,Chemists,0.9169053846153846,4.2,81.46,84720.0,790.0
Conduct quality control tests.,conduct quality control tests,19-2031,Chemists,3.087761153846154,4.52,98.29,84720.0,790.0
Maintain laboratory instruments to ensure proper working order and troubleshoot malfunctions when needed.,maintain laboratory instruments to ensure proper working order and troubleshoot malfunctions when needed,19-2031,Chemists,1.340821153846154,4.45,95.96,84720.0,790.0
"Prepare test solutions, compounds, or reagents for laboratory personnel to conduct tests.",prepare test solutions compounds or reagents for laboratory personnel to conduct tests,19-2031,Chemists,1.6910353846153847,4.32,87.24,84720.0,790.0
"Write technical papers or reports or prepare standards and specifications for processes, facilities, products, or tests.",write technical papers or reports or prepare standards and specifications for processes facilities products or tests,19-2031,Chemists,0.7482696153846153,4.02,95.07,84720.0,790.0
"Study effects of various methods of processing, preserving, or packaging on composition or properties of foods.",study effects of various methods of processing preserving or packaging on composition or properties of foods,19-2031,Chemists,0.36011,3.74,17.79,84720.0,790.0
"Direct, coordinate, or advise personnel in test procedures for analyzing components or physical properties of materials.",direct coordinate or advise personnel in test procedures for analyzing components or physical properties of materials,19-2031,Chemists,0.8888323076923077,3.89,79.8,84720.0,790.0
"Confer with scientists or engineers to conduct analyses of research projects, interpret test results, or develop nonstandard tests.",confer with scientists or engineers to conduct analyses of research projects interpret test results or develop nonstandard tests,19-2031,Chemists,0.5061,3.98,79.04,84720.0,790.0
Compile and analyze test information to determine process or equipment operating efficiency or to diagnose malfunctions.,compile and analyze test information to determine process or equipment operating efficiency or to diagnose malfunctions,19-2031,Chemists,1.1515384615384616,4.18,86.88,84720.0,790.0
"Develop, improve, or customize products, equipment, formulas, processes, or analytical methods.",develop improve or customize products equipment formulas processes or analytical methods,19-2031,Chemists,0.8680596153846154,3.91,79.37,84720.0,790.0
"Analyze organic or inorganic compounds to determine chemical or physical properties, composition, structure, relationships, or reactions, using chromatography, spectroscopy, or spectrophotometry techniques.",analyze organic or inorganic compounds to determine chemical or physical properties composition structure relationships or reactions using chromatography spectroscopy or spectrophotometry techniques,19-2031,Chemists,4.755802307692308,4.52,85.99,84720.0,790.0
"Induce changes in composition of substances by introducing heat, light, energy, or chemical catalysts for quantitative or qualitative analysis.",induce changes in composition of substances by introducing heat light energy or chemical catalysts for quantitative or qualitative analysis,19-2031,Chemists,2.967521153846154,4.21,81.03,84720.0,790.0
"Supervise and monitor production processes to ensure efficient use of equipment, timely changes to specifications, and project completion within time frame and budget.",supervise and monitor production processes to ensure efficient use of equipment timely changes to specifications and project completion within time frame and budget,19-2032,Materials Scientists,0.7801926923076923,3.25,77.08,6790.0,50.0
"Prepare reports, manuscripts, proposals, and technical manuals for use by other scientists and requestors, such as sponsors and customers.",prepare reports manuscripts proposals and technical manuals for use by other scientists and requestors such as sponsors and customers,19-2032,Materials Scientists,0.3598830769230769,4.13,100.0,6790.0,50.0
"Perform experiments and computer modeling to study the nature, structure, and physical and chemical properties of metals and their alloys, and their responses to applied forces.",perform experiments and computer modeling to study the nature structure and physical and chemical properties of metals and their alloys and their responses to applied forces,19-2032,Materials Scientists,0.9487784615384616,4.02,97.92,6790.0,50.0
Teach in colleges and universities.,teach in colleges and universities,19-2032,Materials Scientists,1.303648076923077,3.69,87.5,6790.0,50.0
"Test metals to determine conformance to specifications of mechanical strength, strength-weight ratio, ductility, magnetic and electrical properties, and resistance to abrasion, corrosion, heat, and cold.",test metals to determine conformance to specifications of mechanical strength strengthweight ratio ductility magnetic and electrical properties and resistance to abrasion corrosion heat and cold,19-2032,Materials Scientists,0.4324323076923077,3.21,91.67,6790.0,50.0
"Test material samples for tolerance under tension, compression, and shear to determine the cause of metal failures.",test material samples for tolerance under tension compression and shear to determine the cause of metal failures,19-2032,Materials Scientists,0.2816423076923077,2.98,89.58,6790.0,50.0
Visit suppliers of materials or users of products to gather specific information.,visit suppliers of materials or users of products to gather specific information,19-2032,Materials Scientists,0.0791096153846153,2.83,87.5,6790.0,50.0
"Research methods of processing, forming, and firing materials to develop such products as ceramic dental fillings, unbreakable dinner plates, and telescope lenses.",research methods of processing forming and firing materials to develop such products as ceramic dental fillings unbreakable dinner plates and telescope lenses,19-2032,Materials Scientists,0.3751973076923077,3.63,81.25,6790.0,50.0
Recommend materials for reliable performance in various environments.,recommend materials for reliable performance in various environments,19-2032,Materials Scientists,0.3161492307692307,3.57,97.92,6790.0,50.0
Determine ways to strengthen or combine materials or develop new materials with new or specific properties for use in a variety of products and applications.,determine ways to strengthen or combine materials or develop new materials with new or specific properties for use in a variety of products and applications,19-2032,Materials Scientists,0.6590342307692307,3.72,95.83,6790.0,50.0
Devise testing methods to evaluate the effects of various conditions on particular materials.,devise testing methods to evaluate the effects of various conditions on particular materials,19-2032,Materials Scientists,0.2545346153846154,3.64,95.83,6790.0,50.0
"Conduct research on the structures and properties of materials, such as metals, alloys, polymers, and ceramics, to obtain information that could be used to develop new products or enhance existing ones.",conduct research on the structures and properties of materials such as metals alloys polymers and ceramics to obtain information that could be used to develop new products or enhance existing ones,19-2032,Materials Scientists,1.39921,4.49,100.0,6790.0,50.0
Confer with customers to determine how to tailor materials to their needs.,confer with customers to determine how to tailor materials to their needs,19-2032,Materials Scientists,0.2418826923076923,3.6,89.58,6790.0,50.0
Plan laboratory experiments to confirm feasibility of processes and techniques used in the production of materials having special characteristics.,plan laboratory experiments to confirm feasibility of processes and techniques used in the production of materials having special characteristics,19-2032,Materials Scientists,0.705605,3.89,100.0,6790.0,50.0
Test individual parts and products to ensure that manufacturer and governmental quality and safety standards are met.,test individual parts and products to ensure that manufacturer and governmental quality and safety standards are met,19-2032,Materials Scientists,0.3426953846153846,3.32,81.25,6790.0,50.0
Translate the theories of industrial ecology into eco-industrial practices.,translate the theories of industrial ecology into ecoindustrial practices,19-2041,Industrial Ecologists,0.9499046153846152,3.67,87.5,87250.0,640.0
Develop or test protocols to monitor ecosystem components and ecological processes.,develop or test protocols to monitor ecosystem components and ecological processes,19-2041,Industrial Ecologists,0.0627973076923077,2.42,52.17,87250.0,640.0
Investigate the impact of changed land management or land use practices on ecosystems.,investigate the impact of changed land management or land use practices on ecosystems,19-2041,Industrial Ecologists,0.1133142307692307,3.16,79.17,87250.0,640.0
Identify or develop strategies or methods to minimize the environmental impact of industrial production processes.,identify or develop strategies or methods to minimize the environmental impact of industrial production processes,19-2041,Industrial Ecologists,1.178678076923077,4.25,100.0,87250.0,640.0
"Monitor the environmental impact of development activities, pollution, or land degradation.",monitor the environmental impact of development activities pollution or land degradation,19-2041,Industrial Ecologists,0.5552092307692308,3.24,70.83,87250.0,640.0
"Plan or conduct field research on topics such as industrial production, industrial ecology, population ecology, and environmental production or sustainability.",plan or conduct field research on topics such as industrial production industrial ecology population ecology and environmental production or sustainability,19-2041,Industrial Ecologists,0.136185,3.42,100.0,87250.0,640.0
Plan or conduct studies of the ecological implications of historic or projected changes in industrial processes or development.,plan or conduct studies of the ecological implications of historic or projected changes in industrial processes or development,19-2041,Industrial Ecologists,0.1061188461538461,3.47,70.83,87250.0,640.0
"Create complex and dynamic mathematical models of population, community, or ecological systems.",create complex and dynamic mathematical models of population community or ecological systems,19-2041,Industrial Ecologists,0.0567307692307692,3.0,83.33,87250.0,640.0
Research sources of pollution to determine environmental impact or to develop methods of pollution abatement or control.,research sources of pollution to determine environmental impact or to develop methods of pollution abatement or control,19-2041,Industrial Ecologists,0.1771646153846154,3.36,95.65,87250.0,640.0
"Conduct environmental impact studies to examine the ecological effects of pollutants, disease, human activities, nature, and climate change.",conduct environmental impact studies to examine the ecological effects of pollutants disease human activities nature and climate change,19-2041,Environmental Restoration Planners,0.0995276923076923,3.56,80.95,87250.0,640.0
Investigate the adaptability of various animal and plant species to changed environmental conditions.,investigate the adaptability of various animal and plant species to changed environmental conditions,19-2041,Industrial Ecologists,0.0346065384615384,2.38,54.17,87250.0,640.0
Investigate accidents affecting the environment to assess ecological impact.,investigate accidents affecting the environment to assess ecological impact,19-2041,Industrial Ecologists,0.0932273076923076,3.0,70.83,87250.0,640.0
Conduct site assessments to certify a habitat or to ascertain environmental damage or restoration needs.,conduct site assessments to certify a habitat or to ascertain environmental damage or restoration needs,19-2041,Environmental Restoration Planners,0.2613461538461538,3.95,95.24,87250.0,640.0
"Create habitat management or restoration plans, such as native tree restoration and weed control.",create habitat management or restoration plans such as native tree restoration and weed control,19-2041,Environmental Restoration Planners,0.2326276923076922,3.9,100.0,87250.0,640.0
"Develop environmental management or restoration plans for sites with power transmission lines, natural gas pipelines, fuel refineries, geothermal plants, wind farms, or solar farms.",develop environmental management or restoration plans for sites with power transmission lines natural gas pipelines fuel refineries geothermal plants wind farms or solar farms,19-2041,Environmental Restoration Planners,0.1054592307692307,3.08,57.14,87250.0,640.0
"Develop natural resource management plans, using knowledge of environmental planning or state and federal environmental regulatory requirements.",develop natural resource management plans using knowledge of environmental planning or state and federal environmental regulatory requirements,19-2041,Environmental Restoration Planners,0.1319230769230769,3.4,95.24,87250.0,640.0
Collect and analyze data to determine environmental conditions and restoration needs.,collect and analyze data to determine environmental conditions and restoration needs,19-2041,Environmental Restoration Planners,0.2509615384615384,4.42,95.24,87250.0,640.0
Communicate findings of environmental studies or proposals for environmental remediation to other restoration professionals.,communicate findings of environmental studies or proposals for environmental remediation to other restoration professionals,19-2041,Environmental Restoration Planners,0.2845538461538461,4.0,100.0,87250.0,640.0
"Conduct scientific protection, mitigation, or restoration projects to prevent resource damage, maintain the integrity of critical habitats, and minimize the impact of human activities.",conduct scientific protection mitigation or restoration projects to prevent resource damage maintain the integrity of critical habitats and minimize the impact of human activities,19-2041,Industrial Ecologists,0.9088446153846153,2.87,62.5,87250.0,640.0
Conduct feasibility and cost-benefit studies for environmental remediation projects.,conduct feasibility and costbenefit studies for environmental remediation projects,19-2041,Environmental Restoration Planners,0.0459465384615384,3.47,90.48,87250.0,640.0
"Review industrial practices, such as the methods and materials used in construction or production, to identify potential liabilities and environmental hazards.",review industrial practices such as the methods and materials used in construction or production to identify potential liabilities and environmental hazards,19-2041,Industrial Ecologists,0.3692453846153846,3.7,95.83,87250.0,640.0
"Carry out environmental assessments in accordance with applicable standards, regulations, or laws.",carry out environmental assessments in accordance with applicable standards regulations or laws,19-2041,Industrial Ecologists,0.7335230769230768,3.43,95.83,87250.0,640.0
"Examine local, regional or global use and flow of materials or energy in industrial production processes.",examine local regional or global use and flow of materials or energy in industrial production processes,19-2041,Industrial Ecologists,0.6080561538461539,4.25,100.0,87250.0,640.0
"Forecast future status or condition of ecosystems, based on changing industrial practices or environmental conditions.",forecast future status or condition of ecosystems based on changing industrial practices or environmental conditions,19-2041,Industrial Ecologists,0.14227,3.36,91.67,87250.0,640.0
"Create environmental models or simulations, using geographic information system (GIS) data and knowledge of particular ecosystems or ecological regions.",create environmental models or simulations using geographic information system gis data and knowledge of particular ecosystems or ecological regions,19-2041,Environmental Restoration Planners,0.0694988461538461,3.43,66.67,87250.0,640.0
"Review research literature to maintain knowledge on topics related to industrial ecology, such as physical science, technology, economy, and public policy.",review research literature to maintain knowledge on topics related to industrial ecology such as physical science technology economy and public policy,19-2041,Industrial Ecologists,1.2924853846153843,4.04,100.0,87250.0,640.0
Research environmental effects of land and water used to determine methods of improving environmental conditions or increasing outputs such as crop yields.,research environmental effects of land and water used to determine methods of improving environmental conditions or increasing outputs such as crop yields,19-2041,Industrial Ecologists,0.2558784615384615,3.1,87.5,87250.0,640.0
"Redesign linear, or open loop, systems into cyclical, or closed loop, systems so that waste products become inputs for new processes, modeling natural ecosystems.",redesign linear or open loop systems into cyclical or closed loop systems so that waste products become inputs for new processes modeling natural ecosystems,19-2041,Industrial Ecologists,0.6909588461538461,3.87,95.83,87250.0,640.0
Promote use of environmental management systems (EMS) to reduce waste or to improve environmentally sound use of natural resources.,promote use of environmental management systems ems to reduce waste or to improve environmentally sound use of natural resources,19-2041,Industrial Ecologists,0.3562953846153845,3.26,95.83,87250.0,640.0
"Prepare technical and research reports such as environmental impact reports, and communicate the results to individuals in industry, government, or the general public.",prepare technical and research reports such as environmental impact reports and communicate the results to individuals in industry government or the general public,19-2041,Industrial Ecologists,0.52873,4.17,100.0,87250.0,640.0
Prepare plans to manage renewable resources.,prepare plans to manage renewable resources,19-2041,Industrial Ecologists,0.3565830769230769,3.59,91.67,87250.0,640.0
Perform environmentally extended input-output (EE I-O) analyses.,perform environmentally extended inputoutput ee io analyses,19-2041,Industrial Ecologists,0.2777476923076922,3.1,87.5,87250.0,640.0
Perform analyses to determine how human behavior can affect and be affected by changes in the environment.,perform analyses to determine how human behavior can affect and be affected by changes in the environment,19-2041,Industrial Ecologists,0.404931923076923,3.35,95.83,87250.0,640.0
