task,task_normalized,soc_code_2019_full,soc_code_2010,title_current,title,title_normalized,task_type,n_responding,domain_source,n_occurrences,pct_weighted,pct_normalized,major_occ_category,broad_counts,soc_code_2019,h_med_nat_2024,a_med_nat_2024,h_med_ut_2024,a_med_ut_2024,emp_tot_nat_2024,emp_tot_ut_2024,h_med_nat_nominal_2015,a_med_nat_nominal_2015,h_med_nat_real_2015,a_med_nat_real_2015,h_med_ut_nominal_2015,a_med_ut_nominal_2015,h_med_ut_real_2015,a_med_ut_real_2015,emp_tot_nat_2015,emp_tot_ut_2015,emp_pct_nat_2024,emp_pct_ut_2024,emp_pct_nat_2015,emp_pct_ut_2015,freq_mean_2025,importance_2025,relevance_2025,imputed_rating_mean_2025,freq_mean_2015,importance_2015,relevance_2015,imputed_rating_mean_2015,title_current_normalized,n_ratings,mean_rating,median_rating,max_rating,min_rating,p25_rating,p75_rating
Advise customers of necessary actions and strategies for debt repayment.,advise customers of necessary actions and strategies for debt repayment,43-3011.00,43-3011.00,Bill and Account Collectors,Bill and Account Collectors,bill and account collectors,Core,69.0,Incumbent,1,0.002966597853230189,6.912325285895806e-05,Office and Administrative Support Occupations,1,43-3011,22.14,46040.0,21.459999999999997,44640.0,165020.0,3160.0,16.56,34440.0,22.5216,46838.4,13.85,28810.0,18.836000000000002,39181.600000000006,318970.0,4710.0,0.10702562038475523,0.15108918086713716,0.23131089614498276,0.2500915940551476,5.05624,4.44,95.73,False,5.8772361538461535,4.59,95.13,False,bill and account collectors,34,1.71,2.0,4,1,1.0,2.0
"Collect and record growth, production, and environmental data.",collect and record growth production and environmental data,11-9013.00,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers","Farmers, Ranchers, and Other Agricultural Managers",farmers ranchers and other agricultural managers,Core,,Analyst - Transition,1,0.002966597853230189,6.912325285895806e-05,Management Occupations,1,11-9013,42.3,87980.0,42.3,87980.0,5910.0,65.0,30.85,64170.0,41.956,87271.20000000001,30.85,64170.0,41.956,87271.20000000001,4370.0,42.0,0.00383299852426314,0.003107847074798707,0.0031690397722468405,0.0022301161253325263,0.5467307692307692,4.45,100.0,False,1.332421153846154,4.27,96.77,False,farmers ranchers and other agricultural managers,34,1.71,1.0,3,1,1.0,2.0
Operate computer-aided drafting and design applications to design avionics system modifications.,operate computeraided drafting and design applications to design avionics system modifications,49-2091.00,49-2091.00,Avionics Technicians,Avionics Technicians,avionics technicians,Supplemental,87.0,Incumbent,1,0.002966597853230189,6.912325285895806e-05,"Installation, Maintenance, and Repair Occupations",8,49-2091,39.13,81390.0,28.610000000000003,59510.0,20900.0,220.0,28.15,58540.0,38.284,79614.40000000001,27.18,56540.0,36.964800000000004,76894.40000000001,17340.0,230.0,0.013554935559576925,0.010518867022395625,0.012574633787359315,0.012212540686344786,0.9655288461538462,3.12,40.55,False,0.9655288461538462,3.12,40.55,False,avionics technicians,34,1.71,1.0,4,1,1.0,2.0
Provide assistance for customers with special billing requests.,provide assistance for customers with special billing requests,43-2021.00,43-2021.00,Telephone Operators,Telephone Operators,telephone operators,Supplemental,55.0,Incumbent,1,0.002966597853230189,6.912325285895806e-05,Office and Administrative Support Occupations,1,43-2021,18.81,39130.0,18.81,39130.0,3950.0000000000005,44.0,17.25,35880.0,23.46,48796.8,13.53,28130.0,18.4008,38256.8,9750.0,1310.0,0.0025618179646090364,0.002103773404479125,0.007070512077667435,0.06955838390918118,1.8789511538461539,3.88,44.95,False,5.193401153846154,4.46,45.25,False,telephone operators,34,1.71,2.0,4,1,1.0,2.0
Answer questions and advise customers regarding loans and transactions.,answer questions and advise customers regarding loans and transactions,43-4131.00,43-4131.00,Loan Interviewers and Clerks,Loan Interviewers and Clerks,loan interviewers and clerks,Core,62.0,Incumbent,1,0.002966597853230189,6.912325285895806e-05,Office and Administrative Support Occupations,1,43-4131,23.53,48950.0,22.66,47120.0,173100.0,2640.0,18.13,37710.0,24.6568,51285.600000000006,15.45,32140.0,21.012,43710.4,216380.0,3070.0,0.11226599738577826,0.1262264042687475,0.15691460547340305,0.16301086916121085,2.46156,4.32,94.83,False,4.2782430769230775,4.38,98.46,False,loan interviewers and clerks,34,1.68,2.0,4,1,1.0,2.0
"Coordinate communication between patients, family members, medical staff, administrative staff, or regulatory agencies.",coordinate communication between patients family members medical staff administrative staff or regulatory agencies,29-2099.08,43-4051.03,Patient Representatives,Patient Representatives,patient representatives,Core,60.0,Incumbent,1,0.002966597853230189,6.912325285895806e-05,Office and Administrative Support Occupations,1,29-2099,23.46,48790.0,21.33,44360.0,58020.0,1440.0,15.25,31720.0,20.740000000000002,43139.200000000004,13.53,28150.0,18.4008,38284.0,906303.0,14803.0,0.03762953881180159,0.06885076596477135,0.6572334674385877,0.7860097381737473,4.790693076923077,4.67,99.35,False,2.980395769230769,4.54,98.81,False,patient representatives,34,1.65,2.0,3,1,1.0,2.0
"Determine response requirements and relative priorities of situations, and dispatch units in accordance with established procedures.",determine response requirements and relative priorities of situations and dispatch units in accordance with established procedures,43-5031.00,43-5031.00,Public Safety Telecommunicators,"Police, Fire, and Ambulance Dispatchers",police fire and ambulance dispatchers,Core,76.0,Incumbent,1,0.002966597853230189,6.912325285895806e-05,Office and Administrative Support Occupations,2,43-5031,24.39,50730.0,24.88,51760.0,101140.0,840.0,18.27,38010.0,24.8472,51693.600000000006,16.9,35150.0,22.983999999999998,47804.0,95630.0,540.0,0.06559551112419187,0.04016294681278329,0.06934903281921403,0.028672921611418194,8.2338,4.84,99.93,False,9.534767692307692,4.77,100.0,False,public safety telecommunicators,34,1.65,1.0,4,1,1.0,2.0
Present loan and repayment schedules to customers.,present loan and repayment schedules to customers,43-4131.00,43-4131.00,Loan Interviewers and Clerks,Loan Interviewers and Clerks,loan interviewers and clerks,Core,61.0,Incumbent,1,0.002966597853230189,6.912325285895806e-05,Office and Administrative Support Occupations,1,43-4131,23.53,48950.0,22.66,47120.0,173100.0,2640.0,18.13,37710.0,24.6568,51285.600000000006,15.45,32140.0,21.012,43710.4,216380.0,3070.0,0.11226599738577826,0.1262264042687475,0.15691460547340305,0.16301086916121085,1.7146000000000001,4.24,83.09,False,2.046775,4.3,92.16,False,loan interviewers and clerks,34,1.62,2.0,3,1,1.0,2.0
"Recommend mark-up rates, mark-down rates, or merchandise selling prices.",recommend markup rates markdown rates or merchandise selling prices,13-1022.00,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products","Wholesale and Retail Buyers, Except Farm Products",wholesale and retail buyers except farm products,Core,81.0,Incumbent,1,0.002966597853230189,6.912325285895806e-05,Business and Financial Operations Occupations,3,13-1022,36.37,75650.0,36.37,75650.0,162300.0,1788.0,25.45,52940.0,34.612,71998.40000000001,23.19,48230.0,31.538400000000003,65592.8,111200.0,1340.0,0.10526153307748015,0.08548970107292445,0.08064009672170451,0.07115132399870441,1.325176923076923,4.1,84.17,False,1.325176923076923,4.1,84.17,False,wholesale and retail buyers except farm products,34,1.62,1.0,4,1,1.0,2.0
Count and verify tickets and seat reservations and record numbers of passengers boarding and disembarking.,count and verify tickets and seat reservations and record numbers of passengers boarding and disembarking,53-6061.00,53-6061.00,Passenger Attendants,"Transportation Attendants, Except Flight Attendants",transportation attendants except flight attendants,Supplemental,53.0,Incumbent,1,0.002966597853230189,6.912325285895806e-05,Transportation and Material Moving Occupations,1,53-6061,18.06,37560.0,16.24,33780.0,25340.0,60.0,12.47,25930.0,16.959200000000003,35264.8,11.63,24200.0,15.816800000000002,32912.0,15680.0,340.0,0.016434548664099487,0.002868781915198807,0.011370833782341066,0.01805332101459664,3.5239692307692305,4.06,49.36,False,3.5239692307692305,4.06,49.36,False,passenger attendants,34,1.59,1.0,3,1,1.0,2.0
"Direct and supervise employees engaged in sales, inventory-taking, reconciling cash receipts, or performing specific services.",direct and supervise employees engaged in sales inventorytaking reconciling cash receipts or performing specific services,41-1012.00,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,First-Line Supervisors of Non-Retail Sales Workers,firstline supervisors of nonretail sales workers,Core,85.0,Incumbent,1,0.002966597853230189,6.912325285895806e-05,Sales and Related Occupations,2,41-1012,40.45,84130.0,37.07,77110.0,219010.0,2050.0,34.76,72300.0,47.2736,98328.0,32.14,66860.0,43.71040000000001,90929.6,247850.0,2070.0,0.14204145631114556,0.09801671543595923,0.1797360429179358,0.10991286617710308,3.1316696153846157,3.95,71.93,False,1.1549592307692307,3.39,87.6,False,firstline supervisors of nonretail sales workers,34,1.59,2.0,3,1,1.0,2.0
"Visit prospective buyers at commercial, industrial, or other establishments to show samples or catalogs, and to inform them about product pricing, availability, and advantages.",visit prospective buyers at commercial industrial or other establishments to show samples or catalogs and to inform them about product pricing availability and advantages,41-9031.00,41-9031.00,Sales Engineers,Sales Engineers,sales engineers,Core,47.0,Incumbent,1,0.002966597853230189,6.912325285895806e-05,Sales and Related Occupations,1,41-9031,58.419999999999995,121520.0,53.080000000000005,110400.0,56690.0,420.0,46.95,97650.0,63.85200000000001,132804.0,44.12,91780.0,60.0032,124820.8,72200.0,600.0,0.03676695200346487,0.020081473406391645,0.05235804841103476,0.03185880179046466,0.3529803846153846,4.12,87.91,False,0.2933788461538462,3.79,98.46,False,sales engineers,34,1.59,2.0,3,1,1.0,2.0
"Develop or modify industrial electronic devices, circuits, or equipment, according to available specifications.",develop or modify industrial electronic devices circuits or equipment according to available specifications,49-2094.00,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment","Electrical and Electronics Repairers, Commercial and Industrial Equipment",electrical and electronics repairers commercial and industrial equipment,Core,62.0,Incumbent,1,0.002966597853230189,6.912325285895806e-05,"Installation, Maintenance, and Repair Occupations",8,49-2094,34.28,71300.0,34.12,70970.0,59990.0,780.0,26.77,55690.0,36.4072,75738.40000000001,28.8,59910.0,39.168000000000006,81477.6,69290.0,780.0,0.03890720498655597,0.037294164897584484,0.05024777249862325,0.04141644232760406,1.4297530769230768,3.76,81.81,False,0.7743273076923076,3.28,92.34,False,electrical and electronics repairers commercial and industrial equipment,34,1.5,1.0,3,1,1.0,2.0
"Visit establishments, such as pharmacies, to determine product sales.",visit establishments such as pharmacies to determine product sales,41-4011.00,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",sales representatives wholesale and manufacturing technical and scientific products,Supplemental,87.0,Incumbent,1,0.002966597853230189,6.912325285895806e-05,Sales and Related Occupations,2,41-4011,48.11,100070.0,40.55,84340.0,104477.0,3570.0,36.63,76190.0,49.81680000000001,103618.40000000001,38.85,80810.0,52.836000000000006,109901.6,237447.0,3114.0,0.067759760883154,0.170692523954329,0.17219198782624612,0.16534718129251158,0.7475873076923076,3.21,44.03,False,0.7475873076923076,3.21,44.03,False,sales representatives wholesale and manufacturing technical and scientific products,34,1.5,1.5,2,1,1.0,2.0
"Participate in the administration of municipal elections, such as preparation or distribution of ballots, appointment or training of election officers, or tabulation or certification of results.",participate in the administration of municipal elections such as preparation or distribution of ballots appointment or training of election officers or tabulation or certification of results,43-4031.00,43-4031.00,"Court, Municipal, and License Clerks","Court, Municipal, and License Clerks",court municipal and license clerks,Supplemental,70.0,Incumbent,1,0.002966597853230189,6.912325285895806e-05,Office and Administrative Support Occupations,1,43-4031,22.93,47700.0,22.76,47330.0,170010.0,1330.0,17.23,35850.0,23.432800000000004,48756.0,14.82,30820.0,20.1552,41915.200000000004,130190.0,990.0,0.11026194231979296,0.06359133245357354,0.09441127870682292,0.05256702295426669,0.20394576923076924,4.5,57.87,False,0.20394576923076924,4.5,57.87,False,court municipal and license clerks,34,1.44,1.0,3,1,1.0,2.0
Review accounts and charges with guests during the check out process.,review accounts and charges with guests during the check out process,43-4081.00,43-4081.00,"Hotel, Motel, and Resort Desk Clerks","Hotel, Motel, and Resort Desk Clerks",hotel motel and resort desk clerks,Core,131.0,Incumbent,1,0.002966597853230189,6.912325285895806e-05,Office and Administrative Support Occupations,1,43-4081,16.48,34270.0,16.48,34270.0,261430.0,3540.0,10.11,21040.0,13.749600000000001,28614.4,9.45,19660.0,12.852,26737.600000000002,243210.0,2900.0,0.16955343556651653,0.1692581329967296,0.176371204349692,0.15398420865391252,5.899177307692308,4.6,98.61,False,5.970939615384615,4.36,98.33,False,hotel motel and resort desk clerks,34,1.44,1.0,2,1,1.0,2.0
"Trace outlines of paper onto cardboard patterns, and cut patterns into parts to make templates.",trace outlines of paper onto cardboard patterns and cut patterns into parts to make templates,51-6092.00,51-6092.00,Fabric and Apparel Patternmakers,Fabric and Apparel Patternmakers,fabric and apparel patternmakers,Core,57.0,Incumbent,1,0.002966597853230189,6.912325285895806e-05,Production Occupations,4,51-6092,32.54,67670.0,32.54,67670.0,2860.0,32.0,21.11,43900.0,28.709600000000002,59704.00000000001,21.11,43900.0,28.709600000000002,59704.00000000001,5140.0,49.0,0.0018548859186789477,0.0015300170214393636,0.0037274289312010894,0.0026018021462212806,1.4374653846153844,3.93,80.94,False,0.7290442307692307,3.51,77.58,False,fabric and apparel patternmakers,34,1.44,1.0,3,1,1.0,2.0
Collaborate with agricultural workers to apply remote sensing information to efforts to reduce negative environmental impacts of farming practices.,collaborate with agricultural workers to apply remote sensing information to efforts to reduce negative environmental impacts of farming practices,19-4099.03,19-4099.03,Remote Sensing Technicians,Remote Sensing Technicians,remote sensing technicians,Core,68.0,Analyst,1,0.002966597853230189,6.912325285895806e-05,"Life, Physical, and Social Science Occupations",4,19-4099,28.91,60130.0,25.19,52400.0,35700.0,1420.0,21.78,45300.0,29.620800000000003,61608.00000000001,24.1,50130.0,32.776,68176.8,27963.0,116.0,0.023153645907985465,0.06789450532637176,0.020278228638750204,0.006159368346156502,1.9173229086538461,3.725,72.31375,True,1.9173229086538461,3.725,72.31375,True,remote sensing technicians,34,1.41,1.0,3,1,1.0,2.0
Leave messages to arrange different times to read meters in cases in which meters are not accessible.,leave messages to arrange different times to read meters in cases in which meters are not accessible,43-5041.00,43-5041.00,"Meter Readers, Utilities","Meter Readers, Utilities",meter readers utilities,Core,88.0,Incumbent,1,0.002966597853230189,6.912325285895806e-05,Office and Administrative Support Occupations,1,43-5041,23.64,49180.0,25.79,53650.0,19620.0,210.0,18.51,38510.0,25.173600000000004,52373.600000000006,20.67,42990.0,28.111200000000004,58466.4,34970.0,320.0,0.012724776826741592,0.010040736703195823,0.02535956998523387,0.016991360954914485,1.1430330769230768,4.04,75.97,False,0.42647192307692305,3.69,69.98,False,meter readers utilities,34,1.41,1.0,3,1,1.0,2.0
"Route proofs with marked corrections to authors, editors, typists, or typesetters for correction or reprinting.",route proofs with marked corrections to authors editors typists or typesetters for correction or reprinting,43-9081.00,43-9081.00,Proofreaders and Copy Markers,Proofreaders and Copy Markers,proofreaders and copy markers,Core,52.0,Incumbent,1,0.002966597853230189,6.912325285895806e-05,Office and Administrative Support Occupations,1,43-9081,23.66,49210.0,23.66,49210.0,5160.0,57.0,17.13,35630.0,23.2968,48456.8,17.44,36280.0,23.718400000000003,49340.8,10810.0,103.0,0.0033465773917424374,0.002725342819438866,0.007839203647136922,0.0054690943073631,5.065856153846154,4.35,80.18,False,4.467460384615385,4.53,95.99,False,proofreaders and copy markers,34,1.41,1.0,3,1,1.0,2.0
"Answer customers' questions about services and charges, or direct them to customer service centers.",answer customers questions about services and charges or direct them to customer service centers,43-5041.00,43-5041.00,"Meter Readers, Utilities","Meter Readers, Utilities",meter readers utilities,Core,87.0,Incumbent,1,0.002966597853230189,6.912325285895806e-05,Office and Administrative Support Occupations,1,43-5041,23.64,49180.0,25.79,53650.0,19620.0,210.0,18.51,38510.0,25.173600000000004,52373.600000000006,20.67,42990.0,28.111200000000004,58466.4,34970.0,320.0,0.012724776826741592,0.010040736703195823,0.02535956998523387,0.016991360954914485,1.0532957692307692,3.94,86.83,False,0.9349296153846154,3.87,97.61,False,meter readers utilities,34,1.38,1.0,2,1,1.0,2.0
Attend court sessions to hear oral arguments or record necessary case information.,attend court sessions to hear oral arguments or record necessary case information,23-1012.00,23-1012.00,Judicial Law Clerks,Judicial Law Clerks,judicial law clerks,Core,49.0,Incumbent,1,0.002966597853230189,6.912325285895806e-05,Legal Occupations,2,23-1012,29.04,60400.0,24.280000000000005,50490.0,13220.0,590.0,24.39,50740.0,33.1704,69006.40000000001,16.05,33390.0,21.828000000000003,45410.4,12660.0,400.0,0.008573983162564925,0.028209688832788262,0.009180787990078947,0.021239201193643108,0.36777846153846155,3.98,95.95,False,0.4327611538461539,3.57,95.98,False,judicial law clerks,34,1.35,1.0,3,1,1.0,2.0
Coordinate the release of personal effects to authorized persons and facilitate the disposition of unclaimed corpses and personal effects.,coordinate the release of personal effects to authorized persons and facilitate the disposition of unclaimed corpses and personal effects,13-1041.06,13-1041.06,Coroners,Coroners,coroners,Core,20.0,Occupational Expert,1,0.002966597853230189,6.912325285895806e-05,Business and Financial Operations Occupations,1,13-1041,37.7,78420.0,31.119999999999997,64730.0,56824.28571428571,3830.0,31.56,65640.0,42.9216,89270.40000000001,27.28,56740.0,37.10080000000001,77166.40000000001,19008.0,174.0,0.03685404454909715,0.1831239122535238,0.013784235238184886,0.009239052519234752,0.6883680769230769,4.63,95.0,False,0.6199496153846155,4.52,100.0,False,coroners,34,1.35,1.0,2,1,1.0,2.0
"Review and evaluate new and current programs to determine their efficiency, effectiveness, and compliance with state, local, and federal regulations and recommend any necessary modifications.",review and evaluate new and current programs to determine their efficiency effectiveness and compliance with state local and federal regulations and recommend any necessary modifications,11-9031.00,11-9031.00,"Education and Childcare Administrators, Preschool and Daycare","Education Administrators, Preschool and Childcare Center/Program",education administrators preschool and childcare centerprogram,Core,89.0,Incumbent,1,0.002966597853230189,6.912325285895806e-05,Management Occupations,4,11-9031,27.050000000000004,56270.0,28.56,59400.0,71620.0,550.0,21.96,45670.0,29.865600000000004,62111.200000000004,18.16,37780.0,24.6976,51380.8,46760.0,280.0,0.046449975348177006,0.02629716755598906,0.033909450743767104,0.014867440835550173,0.3447076923076923,3.75,78.9,False,0.25386807692307695,3.99,94.79,False,education and childcare administrators preschool and daycare,34,1.35,1.0,3,1,1.0,1.75
"Discuss upholstery fabrics, colors, and styles with customers, and provide cost estimates.",discuss upholstery fabrics colors and styles with customers and provide cost estimates,51-6093.00,51-6093.00,Upholsterers,Upholsterers,upholsterers,Supplemental,55.0,Incumbent,1,0.002966597853230189,6.912325285895806e-05,Production Occupations,4,51-6093,22.209999999999997,46190.0,20.74,43150.0,20990.0,130.0,15.39,32020.0,20.930400000000002,43547.200000000004,15.29,31810.0,20.7944,43261.600000000006,30180.0,90.0,0.01361330609547941,0.006215694149597414,0.021885954308102893,0.004778820268569699,2.016994615384615,4.02,51.95,False,1.6947803846153846,3.83,46.17,False,upholsterers,34,1.32,1.0,2,1,1.0,2.0
Review and evaluate training and apprenticeship programs for compliance with government standards.,review and evaluate training and apprenticeship programs for compliance with government standards,11-3131.00,11-3131.00,Training and Development Managers,Training and Development Managers,training and development managers,Core,27.0,Occupational Expert,1,0.002966597853230189,6.912325285895806e-05,Management Occupations,1,11-3131,61.099999999999994,127090.0,52.88,109980.0,44960.0,500.0,49.35,102640.0,67.116,139590.40000000002,37.22,77410.0,50.6192,105277.6,31430.0,310.0,0.029159325490841076,0.023906515959990056,0.022792430215496155,0.01646038092507341,0.04269153846153846,3.26,70.37,False,0.04911769230769231,3.77,59.09,False,training and development managers,34,1.32,1.0,3,1,1.0,1.0
"Design and lay out geothermal heat systems according to property characteristics, heating and cooling requirements, piping and equipment requirements, applicable regulations, or other factors.",design and lay out geothermal heat systems according to property characteristics heating and cooling requirements piping and equipment requirements applicable regulations or other factors,49-9099.01,49-9099.01,Geothermal Technicians,Geothermal Technicians,geothermal technicians,Supplemental,64.0,Incumbent,1,0.002966597853230189,6.912325285895806e-05,"Installation, Maintenance, and Repair Occupations",9,49-9099,23.39,48640.0,24.08,50080.0,183690.0,2140.0,18.14,37730.0,24.6704,51312.8,17.89,37210.0,24.3304,50605.600000000006,142650.0,1090.0,0.11913426377697059,0.10231988830875743,0.10344703055171894,0.05787682325267746,1.3082576923076923,3.9,35.4,False,0.18561346153846153,3.0,15.61,False,geothermal technicians,34,1.29,1.0,3,1,1.0,1.75
Design equipment configurations to meet personnel needs.,design equipment configurations to meet personnel needs,49-1011.00,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers","First-Line Supervisors of Mechanics, Installers, and Repairers",firstline supervisors of mechanics installers and repairers,Supplemental,118.0,Incumbent,1,0.002966597853230189,6.912325285895806e-05,"Installation, Maintenance, and Repair Occupations",1,49-1011,37.64,78300.0,37.2,77380.0,600680.0,6410.0,30.29,63010.0,41.1944,85693.6,29.88,62150.0,40.6368,84524.0,445510.0,4580.0,0.38957792784338124,0.3064815346070725,0.32307526520221735,0.24318885366721357,0.3885507692307692,3.08,57.57,False,0.51823,3.22,66.36,False,firstline supervisors of mechanics installers and repairers,34,1.29,1.0,2,1,1.0,2.0
"Design new equipment to aid in the repair or maintenance of machines, mechanical equipment, or building structures.",design new equipment to aid in the repair or maintenance of machines mechanical equipment or building structures,49-9071.00,49-9071.00,"Maintenance and Repair Workers, General","Maintenance and Repair Workers, General",maintenance and repair workers general,Core,168.0,Incumbent,1,0.002966597853230189,6.912325285895806e-05,"Installation, Maintenance, and Repair Occupations",1,49-9071,23.38,48620.0,23.59,49070.0,1531700.0,15790.0,17.61,36630.0,23.9496,49816.8,16.79,34910.0,22.834400000000002,47477.600000000006,1314560.0,11060.0,0.9934016649092812,0.754967774016486,0.9532935750583081,0.5872639130042319,0.8991499999999999,3.78,73.33,False,0.7155496153846154,2.96,54.61,False,maintenance and repair workers general,34,1.26,1.0,2,1,1.0,1.75
Set and monitor production targets.,set and monitor production targets,25-9021.00,25-9021.00,Farm and Home Management Educators,Farm and Home Management Advisors,farm and home management advisors,Supplemental,27.0,Occupational Expert,1,0.002966597853230189,6.912325285895806e-05,Educational Instruction and Library Occupations,1,25-9021,27.94,58120.0,27.94,58120.0,10260.0,113.0,23.65,49190.0,32.164,66898.40000000001,23.65,49190.0,32.164,66898.40000000001,8760.0,84.0,0.0066542410928832185,0.005402872606957753,0.006352583159011974,0.004460232250665053,0.162625,3.21,51.85,False,0.09730769230769232,3.5,35.71,False,farm and home management educators,34,1.26,1.0,3,1,1.0,1.0
Supervise support staff and ensure proper execution of contracts.,supervise support staff and ensure proper execution of contracts,41-3031.00,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents","Securities, Commodities, and Financial Services Sales Agents",securities commodities and financial services sales agents,Supplemental,63.0,Incumbent,1,0.002966597853230189,6.912325285895806e-05,Sales and Related Occupations,1,41-3031,37.57,78140.0,30.52,63480.0,472300.0,3170.0,34.4,71550.0,46.784,97308.0,24.53,51020.0,33.360800000000005,69387.20000000001,319280.0,2910.0,0.3063156011860374,0.15156731118633693,0.2315357021700163,0.1545151886837536,4.635133076923077,4.24,52.3,False,4.635133076923077,4.24,52.3,False,securities commodities and financial services sales agents,34,1.24,1.0,2,1,1.0,1.0
"Regulate grazing, such as by issuing permits and checking for compliance with standards, and help ranchers plan and organize grazing systems to manage, improve, protect, and maximize the use of rangelands.",regulate grazing such as by issuing permits and checking for compliance with standards and help ranchers plan and organize grazing systems to manage improve protect and maximize the use of rangelands,19-1031.02,19-1031.02,Range Managers,Range Managers,range managers,Core,58.0,Incumbent,1,0.002966597853230189,6.912325285895806e-05,"Life, Physical, and Social Science Occupations",2,19-1031,32.67,67950.0,37.2,77380.0,503.0,18.0,29.38,61110.0,39.9568,83109.6,30.25,62930.0,41.14,85584.8,1191.0,16.0,0.00032622643954388484,0.0008606345745596419,0.0008636902445642991,0.0008495680477457243,0.41512807692307696,4.23,76.89,False,0.21336679487179488,3.8200000000000003,94.37333333333333,True,range managers,34,1.15,1.0,3,1,1.0,1.0
Monitor checkout stations to ensure they have adequate cash available and are staffed appropriately.,monitor checkout stations to ensure they have adequate cash available and are staffed appropriately,41-2011.00,41-2011.00,Cashiers,Cashiers,cashiers,Core,63.0,Incumbent,1,0.002966597853230189,6.912325285895806e-05,Sales and Related Occupations,2,41-2011,14.99,31190.0,14.56,30290.0,3148030.0,27810.000000000004,9.28,19310.0,12.620800000000001,26261.600000000002,9.16,19060.0,12.457600000000001,25921.600000000002,3478420.0,28940.0,2.0416910904121988,1.329680417694647,2.5224831406358934,1.5366562063600788,2.3989599999999998,4.47,76.85,False,5.002597087912088,4.029047619047619,63.00428571428571,True,cashiers,34,1.12,1.0,2,1,1.0,1.0
Choose settings and locations for films and determine how scenes will be shot in these settings.,choose settings and locations for films and determine how scenes will be shot in these settings,27-2012.00,27-2012.00,Producers and Directors,Producers and Directors,producers and directors,Supplemental,48.0,Incumbent,1,0.002966597853230189,6.912325285895806e-05,"Arts, Design, Entertainment, Sports, and Media Occupations",2,27-2012,40.13,83480.0,34.38,71500.0,14188.0,500.0,32.91,68440.0,44.7576,93078.40000000001,24.0,49920.0,32.64,67891.20000000001,40884.0,266.0,0.009201790704271648,0.023906515959990056,0.029648288798292864,0.014124068793772666,0.4461826923076923,3.79,40.91,False,0.26405307692307695,3.7,44.64,False,producers and directors,34,1.06,1.0,2,1,1.0,1.0
"Prepare and issue work schedules, deadlines, and duty assignments for office or administrative staff.",prepare and issue work schedules deadlines and duty assignments for office or administrative staff,43-1011.00,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,First-Line Supervisors of Office and Administrative Support Workers,firstline supervisors of office and administrative support workers,Core,126.0,Incumbent,1,0.002879344975194007,6.709021601016518e-05,Office and Administrative Support Occupations,1,43-1011,31.799999999999997,66140.0,30.760000000000005,63970.0,1495580.0,18770.0,25.3,52630.0,34.408,71576.8,22.33,46450.0,30.3688,63172.00000000001,1424450.0,15140.0,0.9699756231670841,0.8974506091380267,1.0329836850290646,0.8039037651793917,1.7650434615384616,4.06,80.38,False,1.7650434615384616,4.06,80.38,False,firstline supervisors of office and administrative support workers,33,3.36,3.0,5,1,3.0,4.0
Establish work procedures or schedules and keep track of the daily work of clerical staff.,establish work procedures or schedules and keep track of the daily work of clerical staff,43-6014.00,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",secretaries and administrative assistants except legal medical and executive,Supplemental,162.0,Incumbent,1,0.002879344975194007,6.709021601016518e-05,Office and Administrative Support Occupations,4,43-6014,22.260000000000005,46290.0,21.710000000000004,45150.0,1737820.0,14909.999999999998,16.31,33910.0,22.1816,46117.600000000006,14.74,30660.0,20.046400000000002,41697.600000000006,2281120.0,29200.0,1.1270831633561709,0.7128923059269033,1.6542242574983324,1.5504616871359467,1.3258596153846154,3.77,54.84,False,0.7034253846153846,3.71,43.45,False,secretaries and administrative assistants except legal medical and executive,33,3.3,3.0,4,1,3.0,4.0
Develop work schedules according to budgets and workloads.,develop work schedules according to budgets and workloads,43-1011.00,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,First-Line Supervisors of Office and Administrative Support Workers,firstline supervisors of office and administrative support workers,Supplemental,127.0,Incumbent,1,0.002879344975194007,6.709021601016518e-05,Office and Administrative Support Occupations,1,43-1011,31.799999999999997,66140.0,30.760000000000005,63970.0,1495580.0,18770.0,25.3,52630.0,34.408,71576.8,22.33,46450.0,30.3688,63172.00000000001,1424450.0,15140.0,0.9699756231670841,0.8974506091380267,1.0329836850290646,0.8039037651793917,0.8006876923076922,4.01,63.59,False,0.8006876923076922,4.01,63.59,False,firstline supervisors of office and administrative support workers,33,3.27,3.0,4,1,3.0,4.0
