task_name,pct,O*NET-SOC Code,Title,Task ID,Task,Task Type,Incumbents Responding,Date,Domain Source,soc_major_group,SOC or O*NET-SOC 2019 Title,task_normalized,n_occurrences,n_occurrences_soc,pct_occ_weighted,pct_occ_norm
"analyze technical feasibility of energy saving measures using knowledge of engineering, energy production, energy use, construction, maintenance, system operation, or process systems.",0.0091204023400346,13-1199.01,Energy Auditors,18076.0,"Analyze technical feasibility of energy saving measures using knowledge of engineering, energy production, energy use, construction, maintenance, system operation, or process systems.",Core,25.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations,"analyze technical feasibility of energy saving measures using knowledge of engineering, energy production, energy use, construction, maintenance, system operation, or process systems.",1.0,1.0,0.007500758112337748,0.009164534821304622
"analyze technical implications of architect's design concept, calculating weights, volumes, and stress factors.",0.0026058292400099,17-3011.01,Architectural Drafters,166.0,"Analyze technical implications of architect's design concept, calculating weights, volumes, and stress factors.",Supplemental,56.0,06/2010,Incumbent,17,Architecture and Engineering Occupations,"analyze technical implications of architect's design concept, calculating weights, volumes, and stress factors.",1.0,1.0,0.0021430737463822252,0.002618438520372763
analyze technology trends to identify markets for future product development or to improve sales of existing products.,0.0040390353220153,15-1199.08,Business Intelligence Analysts,16147.0,Analyze technology trends to identify markets for future product development or to improve sales of existing products.,Core,24.0,07/2012,Occupational Expert,15,Computer and Mathematical Occupations,analyze technology trends to identify markets for future product development or to improve sales of existing products.,1.0,1.0,0.0033217643068924117,0.004058579706577737
"analyze test data for automotive systems, subsystems, or component parts.",0.0033875780120128,17-3027.01,Automotive Engineering Technicians,16608.0,"Analyze test data for automotive systems, subsystems, or component parts.",,,07/2013,Analyst,17,Architecture and Engineering Occupations,"analyze test data for automotive systems, subsystems, or component parts.",1.0,1.0,0.0027859958702968353,0.003403970076484522
"analyze test data to diagnose malfunctions, to determine performance characteristics of systems, or to evaluate effects of system modifications.",0.0057328243280217,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",11748.0,"Analyze test data to diagnose malfunctions, to determine performance characteristics of systems, or to evaluate effects of system modifications.",Core,126.0,12/2006,Incumbent,49,"Installation, Maintenance, and Repair Occupations","analyze test data to diagnose malfunctions, to determine performance characteristics of systems, or to evaluate effects of system modifications.",1.0,1.0,0.00471476224204083,0.005760564744819999
"analyze test data, making computations as necessary, to determine test results.",0.146838477674558,51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",12481.0,"Analyze test data, making computations as necessary, to determine test results.",Supplemental,219.0,07/2012,Incumbent,51,Production Occupations,"analyze test data, making computations as necessary, to determine test results.",1.0,1.0,0.1207622056086385,0.14754901062300532
"analyze test readings, computer printouts, and trouble reports to determine equipment repair needs and required repair methods.",0.0020846633920079,49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",11656.0,"Analyze test readings, computer printouts, and trouble reports to determine equipment repair needs and required repair methods.",Core,159.0,12/2006,Incumbent,49,"Installation, Maintenance, and Repair Occupations","analyze test readings, computer printouts, and trouble reports to determine equipment repair needs and required repair methods.",1.0,1.0,0.001714458997105764,0.0020947508162981908
analyze test results and develop a treatment plan.,0.0087295279540331,29-1041.00,Optometrists,338.0,Analyze test results and develop a treatment plan.,Core,23.0,07/2014,Occupational Expert,29,Healthcare Practitioners and Technical Occupations,analyze test results and develop a treatment plan.,1.0,1.0,0.007179297050380401,0.00877176904324869
"analyze test results, machine error messages, or information obtained from operators to diagnose equipment problems.",0.011335357194043,49-9041.00,Industrial Machinery Mechanics,11821.0,"Analyze test results, machine error messages, or information obtained from operators to diagnose equipment problems.",Core,119.0,07/2013,Incumbent,49,"Installation, Maintenance, and Repair Occupations","analyze test results, machine error messages, or information obtained from operators to diagnose equipment problems.",1.0,1.0,0.009322370796762625,0.011390207563621453
analyze the effectiveness of marketing tactics or channels.,0.0285338301781084,11-2011.01,Green Marketers,15400.0,Analyze the effectiveness of marketing tactics or channels.,,,07/2011,Analyst,11,Management Occupations,analyze the effectiveness of marketing tactics or channels.,1.0,1.0,0.023466657522885362,0.02867190179808175
"analyze the efficiency of water delivery structures, such as dams, tainter gates, canals, pipes, penstocks, or cofferdams.",0.0040390353220153,17-2081.01,Water/Wastewater Engineers,16340.0,"Analyze the efficiency of water delivery structures, such as dams, tainter gates, canals, pipes, penstocks, or cofferdams.",Core,29.0,07/2012,Occupational Expert,17,Architecture and Engineering Occupations,"analyze the efficiency of water delivery structures, such as dams, tainter gates, canals, pipes, penstocks, or cofferdams.",1.0,1.0,0.0033217643068924117,0.004058579706577737
"analyze the financial details of past, present, and expected operations to identify development opportunities and areas where improvement is needed.",0.0157652669020599,11-3031.01,Treasurers and Controllers,8867.0,"Analyze the financial details of past, present, and expected operations to identify development opportunities and areas where improvement is needed.",Core,30.0,07/2012,Occupational Expert,11,Management Occupations,"analyze the financial details of past, present, and expected operations to identify development opportunities and areas where improvement is needed.",1.0,1.0,0.012965596165612468,0.01584155304825522
"analyze the financial impact of proposed logistics changes, such as routing, shipping modes, product volumes or mixes, or carriers.",0.0041693267840158,11-3071.03,Logistics Managers,15753.0,"Analyze the financial impact of proposed logistics changes, such as routing, shipping modes, product volumes or mixes, or carriers.",Core,23.0,07/2011,Occupational Expert,11,Management Occupations,"analyze the financial impact of proposed logistics changes, such as routing, shipping modes, product volumes or mixes, or carriers.",1.0,1.0,0.003428917994211528,0.0041895016325963815
"analyze the indications, contraindications, risk complications, and cost-benefit tradeoffs of therapeutic interventions.",0.0032572865500123,29-1141.01,Acute Care Nurses,18297.0,"Analyze the indications, contraindications, risk complications, and cost-benefit tradeoffs of therapeutic interventions.",Supplemental,28.0,07/2014,Occupational Expert,29,Healthcare Practitioners and Technical Occupations,"analyze the indications, contraindications, risk complications, and cost-benefit tradeoffs of therapeutic interventions.",1.0,1.0,0.00267884218297772,0.0032730481504658782
"analyze the layout, instrumentation, or function of electrical generation or transmission facilities.",0.0294458704121118,51-8099.02,Methane/Landfill Gas Generation System Technicians,17849.0,"Analyze the layout, instrumentation, or function of electrical generation or transmission facilities.",,,06/2009,Analyst,51,Production Occupations,"analyze the layout, instrumentation, or function of electrical generation or transmission facilities.",1.0,1.0,0.024216733334119084,0.02958835528021215
"analyze the probable outcomes of cases, using knowledge of legal precedents.",0.0276217899441049,23-1011.00,Lawyers,3775.0,"Analyze the probable outcomes of cases, using knowledge of legal precedents.",Core,125.0,06/2009,Incumbent,23,Legal Occupations,"analyze the probable outcomes of cases, using knowledge of legal precedents.",1.0,1.0,0.022716581711651553,0.027755448315951246
"analyze training needs to design employee development, language training and health and safety programs.",0.0061236987140232,11-3121.00,Human Resources Managers,992.0,"Analyze training needs to design employee development, language training and health and safety programs.",Core,22.0,06/2008,Occupational Expert,11,Management Occupations,"analyze training needs to design employee development, language training and health and safety programs.",1.0,1.0,0.005036223303998176,0.006153330522875928
analyze training needs to develop new training programs or modify and improve existing programs.,0.010814191346041,11-3131.00,Training and Development Managers,1015.0,Analyze training needs to develop new training programs or modify and improve existing programs.,Core,24.0,06/2008,Occupational Expert,11,Management Occupations,analyze training needs to develop new training programs or modify and improve existing programs.,1.0,1.0,0.008893756047486165,0.010866519859546881
"analyze trends in sales prices, construction costs, and rents, to assess property values or determine the accuracy of assessments.",0.0175893473700668,13-2021.01,Assessors,3386.0,"Analyze trends in sales prices, construction costs, and rents, to assess property values or determine the accuracy of assessments.",Core,79.0,07/2011,Incumbent,13,Business and Financial Operations Occupations,"analyze trends in sales prices, construction costs, and rents, to assess property values or determine the accuracy of assessments.",1.0,1.0,0.01446574778808,0.017674460012516123
analyze user needs and recommend appropriate hardware.,0.0045602011700173,17-2061.00,Computer Hardware Engineers,7397.0,Analyze user needs and recommend appropriate hardware.,Core,22.0,07/2013,Occupational Expert,17,Architecture and Engineering Occupations,analyze user needs and recommend appropriate hardware.,1.0,1.0,0.003750379056168874,0.004582267410652311
analyze user needs and software requirements to determine feasibility of design within time and cost constraints.,0.3014944430691457,15-1132.00,"Software Developers, Applications",3432.0,Analyze user needs and software requirements to determine feasibility of design within time and cost constraints.,Core,84.0,06/2009,Incumbent,15,Computer and Mathematical Occupations,analyze user needs and software requirements to determine feasibility of design within time and cost constraints.,1.0,1.0,0.24795363245642366,0.30295333680712894
"analyze worker or production problems and recommend solutions, such as improving production methods or implementing motivational plans.",0.0023452463160089,47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,11435.0,"Analyze worker or production problems and recommend solutions, such as improving production methods or implementing motivational plans.",Core,131.0,07/2012,Incumbent,47,Construction and Extraction Occupations,"analyze worker or production problems and recommend solutions, such as improving production methods or implementing motivational plans.",1.0,1.0,0.0019287663717439947,0.002356594668335477
analyze x-rays to locate the sources of patients' difficulties and to rule out fractures or diseases as sources of problems.,0.0019543719300074,29-1011.00,Chiropractors,6919.0,Analyze x-rays to locate the sources of patients' difficulties and to rule out fractures or diseases as sources of problems.,Core,61.0,07/2013,Incumbent,29,Healthcare Practitioners and Technical Occupations,analyze x-rays to locate the sources of patients' difficulties and to rule out fractures or diseases as sources of problems.,1.0,1.0,0.0016073053097866484,0.001963828890279547
"analyze, estimate, or report production costs.",0.0023452463160089,17-3029.05,Industrial Engineering Technologists,16689.0,"Analyze, estimate, or report production costs.",Core,66.0,07/2012,Incumbent,17,Architecture and Engineering Occupations,"analyze, estimate, or report production costs.",1.0,1.0,0.0019287663717439947,0.002356594668335477
"analyze, interpret, or create graphical representations of energy data, using engineering software.",0.1022787976703886,17-2199.03,Energy Engineers,18159.0,"Analyze, interpret, or create graphical representations of energy data, using engineering software.",Core,26.0,06/2009,Occupational Expert,17,Architecture and Engineering Occupations,"analyze, interpret, or create graphical representations of energy data, using engineering software.",1.0,1.0,0.08411564454550235,0.10277371192463096
"analyze, interpret, or disseminate system performance data.",0.118174356034449,15-1199.12,Document Management Specialists,16235.0,"Analyze, interpret, or disseminate system performance data.",Core,25.0,07/2013,Occupational Expert,15,Computer and Mathematical Occupations,"analyze, interpret, or disseminate system performance data.",1.0,1.0,0.09718839439843394,0.11874618689890483
answer applicants' questions about benefits and claim procedures.,0.0117262315800445,43-4061.00,"Eligibility Interviewers, Government Programs",9732.0,Answer applicants' questions about benefits and claim procedures.,Core,99.0,06/2006,Incumbent,43,Office and Administrative Support Occupations,answer applicants' questions about benefits and claim procedures.,1.0,1.0,0.009643831858719972,0.011782973341677383
answer clients' questions about the purposes and details of financial plans and strategies.,0.0651457310002475,13-2052.00,Personal Financial Advisors,12905.0,Answer clients' questions about the purposes and details of financial plans and strategies.,Core,28.0,07/2012,Occupational Expert,13,Business and Financial Operations Occupations,answer clients' questions about the purposes and details of financial plans and strategies.,1.0,1.0,0.05357684365955563,0.06546096300931907
"answer clients' questions regarding construction work, financing, maintenance, repairs, and appraisals.",0.0080780706440306,41-9022.00,Real Estate Sales Agents,2453.0,"Answer clients' questions regarding construction work, financing, maintenance, repairs, and appraisals.",Core,28.0,06/2009,Occupational Expert,41,Sales and Related Occupations,"answer clients' questions regarding construction work, financing, maintenance, repairs, and appraisals.",1.0,1.0,0.006643528613784823,0.008117159413155474
"answer customer inquiries or explain cost, availability, policies, and procedures of facilities.",0.0303579106461153,39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",4466.0,"Answer customer inquiries or explain cost, availability, policies, and procedures of facilities.",Core,68.0,07/2011,Incumbent,39,Personal Care and Service Occupations,"answer customer inquiries or explain cost, availability, policies, and procedures of facilities.",1.0,1.0,0.024966809145352896,0.030504808762342656
answer customers' questions about merchandise and advise customers on merchandise selection.,0.0072963218720277,43-5081.01,"Stock Clerks, Sales Floor",2736.0,Answer customers' questions about merchandise and advise customers on merchandise selection.,Core,92.0,07/2015,Incumbent,43,Office and Administrative Support Occupations,answer customers' questions about merchandise and advise customers on merchandise selection.,1.0,1.0,0.006000606489870214,0.007331627857043717
"answer customers' questions about products, prices, availability, or credit terms.",0.0497713384841891,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",11237.0,"Answer customers' questions about products, prices, availability, or credit terms.",Core,87.0,07/2014,Incumbent,41,Sales and Related Occupations,"answer customers' questions about products, prices, availability, or credit terms.",1.0,1.0,0.040932708555900504,0.05001217573911978
"answer customers' questions about products, prices, availability, product uses, and credit terms.",0.051334836028195,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",8113.0,"Answer customers' questions about products, prices, availability, product uses, and credit terms.",Core,114.0,07/2012,Incumbent,41,Sales and Related Occupations,"answer customers' questions about products, prices, availability, product uses, and credit terms.",1.0,1.0,0.042218552803729804,0.051583238851343395
"answer customers' questions, and explain available services such as deposit accounts, bonds, and securities.",0.0044299097080168,43-4141.00,New Accounts Clerks,4722.0,"Answer customers' questions, and explain available services such as deposit accounts, bonds, and securities.",Core,77.0,07/2011,Incumbent,43,Office and Administrative Support Occupations,"answer customers' questions, and explain available services such as deposit accounts, bonds, and securities.",1.0,1.0,0.003643225368849758,0.004451345484633667
"answer customers' questions, and provide information on procedures or policies.",0.1575223775585985,41-2011.00,Cashiers,2408.0,"Answer customers' questions, and provide information on procedures or policies.",Core,134.0,06/2010,Incumbent,41,Sales and Related Occupations,"answer customers' questions, and provide information on procedures or policies.",1.0,1.0,0.12954880796880555,0.15828460855653356
"answer inquiries from current or prospective customers regarding methods, materials, or price ranges.",0.0165470156740628,37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",11223.0,"Answer inquiries from current or prospective customers regarding methods, materials, or price ranges.",Core,60.0,07/2015,Incumbent,37,Building and Grounds Cleaning and Maintenance Occupations,"answer inquiries from current or prospective customers regarding methods, materials, or price ranges.",1.0,1.0,0.013608518289527076,0.01662708460436698
"answer inquiries from the general public regarding judicial procedures, court appearances, trial dates, adjournments, outstanding warrants, summonses, subpoenas, witness fees, or payment of fines.",0.0140714778960534,43-4031.01,Court Clerks,4680.0,"Answer inquiries from the general public regarding judicial procedures, court appearances, trial dates, adjournments, outstanding warrants, summonses, subpoenas, witness fees, or payment of fines.",Core,75.0,07/2012,Incumbent,43,Office and Administrative Support Occupations,"answer inquiries from the general public regarding judicial procedures, court appearances, trial dates, adjournments, outstanding warrants, summonses, subpoenas, witness fees, or payment of fines.",1.0,1.0,0.011572598230463969,0.014139568010012862
"answer inquiries pertaining to hotel policies and services, and resolve occupants' complaints.",0.0029967036260113,11-9081.00,Lodging Managers,1105.0,"Answer inquiries pertaining to hotel policies and services, and resolve occupants' complaints.",Core,61.0,06/2010,Incumbent,11,Management Occupations,"answer inquiries pertaining to hotel policies and services, and resolve occupants' complaints.",1.0,1.0,0.002464534808339489,0.003011204298428592
"answer inquiries pertaining to hotel services, guest registration, and travel directions, or make recommendations regarding shopping, dining, or entertainment.",0.0109444828080415,43-4081.00,"Hotel, Motel, and Resort Desk Clerks",18567.0,"Answer inquiries pertaining to hotel services, guest registration, and travel directions, or make recommendations regarding shopping, dining, or entertainment.",Core,112.0,06/2009,Incumbent,43,Office and Administrative Support Occupations,"answer inquiries pertaining to hotel services, guest registration, and travel directions, or make recommendations regarding shopping, dining, or entertainment.",1.0,1.0,0.00900090973480528,0.010997441785565524
"answer inquiries regarding information such as schedules, accommodations, procedures, and policies.",0.0437779312321663,43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,9752.0,"Answer inquiries regarding information such as schedules, accommodations, procedures, and policies.",Core,64.0,07/2013,Incumbent,43,Office and Administrative Support Occupations,"answer inquiries regarding information such as schedules, accommodations, procedures, and policies.",1.0,1.0,0.03600363893922137,0.0439897671422624
answer inquiries regarding shipping or mailing policies.,0.0020846633920079,43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",13284.0,Answer inquiries regarding shipping or mailing policies.,Supplemental,134.0,06/2007,Incumbent,43,Office and Administrative Support Occupations,answer inquiries regarding shipping or mailing policies.,1.0,1.0,0.001714458997105764,0.0020947508162981908
"answer passengers' questions about flights, aircraft, weather, travel routes and services, arrival times, or schedules.",0.0036481609360138,53-2031.00,Flight Attendants,9648.0,"Answer passengers' questions about flights, aircraft, weather, travel routes and services, arrival times, or schedules.",Core,85.0,07/2012,Incumbent,53,Transportation and Material Moving Occupations,"answer passengers' questions about flights, aircraft, weather, travel routes and services, arrival times, or schedules.",1.0,1.0,0.0030003032449350663,0.003665813928521808
answer questions about product features and benefits.,0.0125079803520475,41-9091.00,"Door-To-Door Sales Workers, News and Street Vendors, and Related Workers",13236.0,Answer questions about product features and benefits.,Core,20.0,06/2007,Occupational Expert,41,Sales and Related Occupations,answer questions about product features and benefits.,1.0,1.0,0.010286753982634666,0.012568504897789243
answer questions about records or files.,0.0230615887740876,43-4071.00,File Clerks,2602.0,Answer questions about records or files.,Core,109.0,07/2014,Incumbent,43,Office and Administrative Support Occupations,answer questions about records or files.,1.0,1.0,0.018966202655482683,0.02317318090529894
answer questions and provide future tax planning to clients.,0.0026058292400099,13-2082.00,Tax Preparers,20363.0,Answer questions and provide future tax planning to clients.,Core,20.0,07/2013,Occupational Expert,13,Business and Financial Operations Occupations,answer questions and provide future tax planning to clients.,1.0,1.0,0.0021430737463822252,0.002618438520372763
"answer questions from passengers concerning train rules, stations, and timetable information.",0.0070357389480267,53-4021.00,"Railroad Brake, Signal, and Switch Operators",14456.0,"Answer questions from passengers concerning train rules, stations, and timetable information.",Supplemental,123.0,06/2007,Incumbent,53,Transportation and Material Moving Occupations,"answer questions from passengers concerning train rules, stations, and timetable information.",1.0,1.0,0.0057862991152319845,0.007069784005006431
answer questions from taxpayers and assist them in completing tax forms.,0.0033875780120128,13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",20016.0,Answer questions from taxpayers and assist them in completing tax forms.,Core,108.0,07/2011,Incumbent,13,Business and Financial Operations Occupations,answer questions from taxpayers and assist them in completing tax forms.,1.0,1.0,0.0027859958702968353,0.003403970076484522
answer questions from the public and media.,0.0102930254980391,25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",20070.0,Answer questions from the public and media.,Supplemental,64.0,07/2011,Incumbent,25,Educational Instruction and Library Occupations,answer questions from the public and media.,1.0,1.0,0.008465141298209787,0.01034283215547241
"answer questions or provide advice to the public regarding licensing policies, procedures, or regulations.",0.0061236987140232,43-4031.03,License Clerks,8157.0,"Answer questions or provide advice to the public regarding licensing policies, procedures, or regulations.",Core,94.0,07/2014,Incumbent,43,Office and Administrative Support Occupations,"answer questions or provide advice to the public regarding licensing policies, procedures, or regulations.",1.0,1.0,0.005036223303998176,0.006153330522875928
"answer questions regarding examinations, eligibility, salaries, benefits, and other pertinent information.",0.0142017693580539,43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",2691.0,"Answer questions regarding examinations, eligibility, salaries, benefits, and other pertinent information.",Core,98.0,06/2009,Incumbent,43,Office and Administrative Support Occupations,"answer questions regarding examinations, eligibility, salaries, benefits, and other pertinent information.",1.0,1.0,0.011679751917783083,0.014270489936031503
"answer questions regarding mail regulations and procedures, postage rates, and post office boxes.",0.0032572865500123,43-5051.00,Postal Service Clerks,11327.0,"Answer questions regarding mail regulations and procedures, postage rates, and post office boxes.",Core,166.0,12/2006,Incumbent,43,Office and Administrative Support Occupations,"answer questions regarding mail regulations and procedures, postage rates, and post office boxes.",1.0,1.0,0.00267884218297772,0.0032730481504658782
answer questions regarding the store and its merchandise.,0.0088598194160336,41-2031.00,Retail Salespersons,701.0,Answer questions regarding the store and its merchandise.,Core,144.0,06/2009,Incumbent,41,Sales and Related Occupations,answer questions regarding the store and its merchandise.,1.0,1.0,0.007286450737699516,0.008902690969267334
"answer simple questions about clients' businesses, using reference files.",0.0028664121640108,43-2011.00,"Switchboard Operators, Including Answering Service",4642.0,"Answer simple questions about clients' businesses, using reference files.",Supplemental,128.0,07/2013,Incumbent,43,Office and Administrative Support Occupations,"answer simple questions about clients' businesses, using reference files.",1.0,1.0,0.0023573811210203743,0.0028802823724099493
answer user inquiries regarding computer software or hardware operation to resolve problems.,0.0091204023400346,15-1151.00,Computer User Support Specialists,1282.0,Answer user inquiries regarding computer software or hardware operation to resolve problems.,Core,139.0,06/2008,Incumbent,15,Computer and Mathematical Occupations,answer user inquiries regarding computer software or hardware operation to resolve problems.,1.0,1.0,0.007500758112337748,0.009164534821304622
"apply analytic methods or tools to understand, predict, or control logistics operations or processes.",0.0048207840940183,13-1081.02,Logistics Analysts,15904.0,"Apply analytic methods or tools to understand, predict, or control logistics operations or processes.",Core,26.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations,"apply analytic methods or tools to understand, predict, or control logistics operations or processes.",1.0,1.0,0.003964686430807105,0.0048441112626895965
"apply clean dressings, slings, stockings, or support bandages, under direction of nurse or physician.",0.0039087438600148,31-1014.00,Nursing Assistants,19318.0,"Apply clean dressings, slings, stockings, or support bandages, under direction of nurse or physician.",Core,110.0,07/2013,Incumbent,31,Healthcare Support Occupations,"apply clean dressings, slings, stockings, or support bandages, under direction of nurse or physician.",1.0,1.0,0.003214610619573297,0.003927657780559094
apply customer feedback to service improvement efforts.,0.0020846633920079,39-1021.00,First-Line Supervisors of Personal Service Workers,20763.0,Apply customer feedback to service improvement efforts.,Core,83.0,07/2015,Incumbent,39,Personal Care and Service Occupations,apply customer feedback to service improvement efforts.,1.0,1.0,0.001714458997105764,0.0020947508162981908
"apply elements of music theory to create musical and tonal structures, including harmonies and melodies.",0.0053419499420202,27-2041.04,Music Composers and Arrangers,13060.0,"Apply elements of music theory to create musical and tonal structures, including harmonies and melodies.",Core,82.0,06/2007,Incumbent,27,"Arts, Design, Entertainment, Sports, and Media Occupations","apply elements of music theory to create musical and tonal structures, including harmonies and melodies.",1.0,1.0,0.004393301180083483,0.005367798966764069
apply finger and hand pressure to specific points of the body.,0.0037784523980143,31-9011.00,Massage Therapists,7879.0,Apply finger and hand pressure to specific points of the body.,Core,30.0,07/2015,Occupational Expert,31,Healthcare Support Occupations,apply finger and hand pressure to specific points of the body.,1.0,1.0,0.0031074569322541816,0.0037967358545404513
"apply glazes, icings, or other toppings to baked goods, using spatulas or brushes.",0.0020846633920079,51-3011.00,Bakers,11923.0,"Apply glazes, icings, or other toppings to baked goods, using spatulas or brushes.",Core,85.0,07/2015,Incumbent,51,Production Occupations,"apply glazes, icings, or other toppings to baked goods, using spatulas or brushes.",1.0,1.0,0.001714458997105764,0.0020947508162981908
apply logistics modeling techniques to address issues such as operational process improvement or facility design or layout.,0.0042996182460163,13-1081.01,Logistics Engineers,15880.0,Apply logistics modeling techniques to address issues such as operational process improvement or facility design or layout.,Core,22.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations,apply logistics modeling techniques to address issues such as operational process improvement or facility design or layout.,1.0,1.0,0.003536071681530643,0.004320423558615024
"apply mathematical or statistical techniques to address practical issues in finance, such as derivative valuation, securities trading, risk management, or financial market regulation.",0.0766113796562911,13-2099.01,Financial Quantitative Analysts,15997.0,"Apply mathematical or statistical techniques to address practical issues in finance, such as derivative valuation, securities trading, risk management, or financial market regulation.",,,07/2013,Analyst,13,Business and Financial Operations Occupations,"apply mathematical or statistical techniques to address practical issues in finance, such as derivative valuation, securities trading, risk management, or financial market regulation.",1.0,1.0,0.06300636814363746,0.07698209249895928
"apply modeling or quantitative analysis to forecast events, such as human decisions or behaviors, the structure or processes of organizations, or the attitudes or actions of human groups.",0.0136806035100519,17-2112.01,Human Factors Engineers and Ergonomists,16394.0,"Apply modeling or quantitative analysis to forecast events, such as human decisions or behaviors, the structure or processes of organizations, or the attitudes or actions of human groups.",Core,24.0,07/2012,Occupational Expert,17,Architecture and Engineering Occupations,"apply modeling or quantitative analysis to forecast events, such as human decisions or behaviors, the structure or processes of organizations, or the attitudes or actions of human groups.",1.0,1.0,0.01125113716850662,0.01374680223195693
"apply nanotechnology to improve the performance or reduce the environmental impact of energy products, such as fuel cells or solar cells.",0.0022149548540084,17-2199.09,Nanosystems Engineers,19669.0,"Apply nanotechnology to improve the performance or reduce the environmental impact of energy products, such as fuel cells or solar cells.",Core,24.0,07/2015,Occupational Expert,17,Architecture and Engineering Occupations,"apply nanotechnology to improve the performance or reduce the environmental impact of energy products, such as fuel cells or solar cells.",1.0,1.0,0.001821612684424879,0.0022256727423168336
"apply relevant laws, regulations, policies, or precedents to reach conclusions.",0.0211072168440802,23-1022.00,"Arbitrators, Mediators, and Conciliators",20238.0,"Apply relevant laws, regulations, policies, or precedents to reach conclusions.",Core,28.0,07/2012,Occupational Expert,23,Legal Occupations,"apply relevant laws, regulations, policies, or precedents to reach conclusions.",1.0,1.0,0.017358897345696032,0.02120935201501939
apply selected research findings to practice.,0.0062539901760237,29-1125.02,Music Therapists,19189.0,Apply selected research findings to practice.,Core,25.0,07/2014,Occupational Expert,29,Healthcare Practitioners and Technical Occupations,apply selected research findings to practice.,1.0,1.0,0.005143376991317292,0.006284252448894571
"apply statistical methods and perform mathematical calculations to determine manufacturing processes, staff requirements, and production standards.",0.0020846633920079,17-2112.00,Industrial Engineers,1395.0,"Apply statistical methods and perform mathematical calculations to determine manufacturing processes, staff requirements, and production standards.",Core,98.0,06/2010,Incumbent,17,Architecture and Engineering Occupations,"apply statistical methods and perform mathematical calculations to determine manufacturing processes, staff requirements, and production standards.",1.0,1.0,0.001714458997105764,0.0020947508162981908
"apply story development, directing, cinematography, and editing to animation to create storyboards that show the flow of the animation and map out key scenes and characters.",0.0039087438600148,27-1014.00,Multimedia Artists and Animators,6886.0,"Apply story development, directing, cinematography, and editing to animation to create storyboards that show the flow of the animation and map out key scenes and characters.",Core,72.0,06/2010,Incumbent,27,"Arts, Design, Entertainment, Sports, and Media Occupations","apply story development, directing, cinematography, and editing to animation to create storyboards that show the flow of the animation and map out key scenes and characters.",1.0,1.0,0.003214610619573297,0.003927657780559094
"appraise property values, assessing income potential when relevant.",0.0024755377780094,41-9021.00,Real Estate Brokers,4608.0,"Appraise property values, assessing income potential when relevant.",Core,63.0,07/2015,Incumbent,41,Sales and Related Occupations,"appraise property values, assessing income potential when relevant.",1.0,1.0,0.00203592005906311,0.0024875165943541197
"approve, prepare, monitor, and adjust operational budgets.",0.0032572865500123,15-1111.00,Computer and Information Research Scientists,14636.0,"Approve, prepare, monitor, and adjust operational budgets.",Supplemental,109.0,06/2008,Incumbent,15,Computer and Mathematical Occupations,"approve, prepare, monitor, and adjust operational budgets.",1.0,1.0,0.00267884218297772,0.0032730481504658782
"arrange and mount typeset material and illustrations into paste-ups for printing reproduction, based on artists' or editors' layouts.",0.0020846633920079,51-5111.00,Prepress Technicians and Workers,10432.0,"Arrange and mount typeset material and illustrations into paste-ups for printing reproduction, based on artists' or editors' layouts.",Supplemental,162.0,06/2006,Incumbent,51,Production Occupations,"arrange and mount typeset material and illustrations into paste-ups for printing reproduction, based on artists' or editors' layouts.",1.0,1.0,0.001714458997105764,0.0020947508162981908
"arrange conference, meeting, or travel reservations for office personnel.",0.0036481609360138,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",2812.0,"Arrange conference, meeting, or travel reservations for office personnel.",Supplemental,142.0,07/2012,Incumbent,43,Office and Administrative Support Occupations,"arrange conference, meeting, or travel reservations for office personnel.",1.0,1.0,0.0030003032449350663,0.003665813928521808
"arrange financing of deals from sources such as financial institutions, agencies, or public or private companies.",0.0049510755560188,13-2099.03,Investment Underwriters,16034.0,"Arrange financing of deals from sources such as financial institutions, agencies, or public or private companies.",,,07/2013,Analyst,13,Business and Financial Operations Occupations,"arrange financing of deals from sources such as financial institutions, agencies, or public or private companies.",1.0,1.0,0.00407184011812622,0.004975033188708239
