task_name,pct,O*NET-SOC Code,Title,Task ID,Task,Task Type,Incumbents Responding,Date,Domain Source,soc_major_group,SOC or O*NET-SOC 2019 Title,task_normalized,n_occurrences,n_occurrences_soc,pct_occ_weighted,pct_occ_norm
"compile budget data and documents, based on estimated revenues and expenses and previous budgets.",0.0092506938020351,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",2507.0,"Compile budget data and documents, based on estimated revenues and expenses and previous budgets.",Supplemental,118.0,06/2009,Incumbent,43,Office and Administrative Support Occupations,"compile budget data and documents, based on estimated revenues and expenses and previous budgets.",1.0,1.0,0.061112593497964156,0.07505462450561443
"compile medical care and census data for statistical reports on diseases treated, surgery performed, or use of hospital beds.",0.0037784523980143,29-2071.00,Medical Records and Health Information Technicians,548.0,"Compile medical care and census data for statistical reports on diseases treated, surgery performed, or use of hospital beds.",Supplemental,140.0,07/2013,Incumbent,29,Healthcare Practitioners and Technical Occupations,"compile medical care and census data for statistical reports on diseases treated, surgery performed, or use of hospital beds.",1.0,1.0,0.024961481851280894,0.030656114234687285
"compile scripts, program notes, and other material related to productions.",0.0183710961420698,27-2012.02,"Directors- Stage, Motion Pictures, Television, and Radio",3881.0,"Compile scripts, program notes, and other material related to productions.",Supplemental,77.0,06/2010,Incumbent,27,"Arts, Design, Entertainment, Sports, and Media Occupations","compile scripts, program notes, and other material related to productions.",1.0,1.0,0.12136444624243647,0.1490521416238266
complete customs paperwork.,0.0029967036260113,43-5011.01,Freight Forwarders,17701.0,Complete customs paperwork.,Supplemental,128.0,07/2014,Incumbent,43,Office and Administrative Support Occupations,complete customs paperwork.,1.0,1.0,0.01979703733032595,0.02431346991026889
"complete loan applications, including credit analyses and summaries of loan requests, and submit to loan committees for approval.",0.0033875780120128,13-2041.00,Credit Analysts,1254.0,"Complete loan applications, including credit analyses and summaries of loan requests, and submit to loan committees for approval.",Supplemental,30.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations,"complete loan applications, including credit analyses and summaries of loan requests, and submit to loan committees for approval.",1.0,1.0,0.022379259590803422,0.027484792072478087
compose and edit scripts or provide screenwriters with story outlines from which scripts can be written.,0.0334849057341272,27-2012.01,Producers,3850.0,Compose and edit scripts or provide screenwriters with story outlines from which scripts can be written.,Supplemental,65.0,07/2011,Incumbent,27,"Arts, Design, Entertainment, Sports, and Media Occupations",compose and edit scripts or provide screenwriters with story outlines from which scripts can be written.,1.0,1.0,0.22121037364756135,0.2716765985625773
compose correspondence requesting medical information and records.,0.0089901108780341,43-4021.00,Correspondence Clerks,11284.0,Compose correspondence requesting medical information and records.,Supplemental,74.0,12/2006,Incumbent,43,Office and Administrative Support Occupations,compose correspondence requesting medical information and records.,1.0,1.0,0.05939111199097916,0.07294040973080827
compose explanatory summaries of contents of books and other reference materials.,0.0289247045641099,25-4031.00,Library Technicians,1714.0,Compose explanatory summaries of contents of books and other reference materials.,Supplemental,91.0,06/2009,Incumbent,25,Educational Instruction and Library Occupations,compose explanatory summaries of contents of books and other reference materials.,1.0,1.0,0.19108444727532553,0.2346778400034717
"compose original music such as popular songs, symphonies, or sonatas.",0.0139411864340529,27-2042.02,"Musicians, Instrumental",9324.0,"Compose original music such as popular songs, symphonies, or sonatas.",Supplemental,78.0,06/2006,Incumbent,27,"Arts, Design, Entertainment, Sports, and Media Occupations","compose original music such as popular songs, symphonies, or sonatas.",1.0,1.0,0.09209926062369247,0.11311049045212318
compute and record totals of transactions.,0.0019543719300074,41-2011.00,Cashiers,2412.0,Compute and record totals of transactions.,Supplemental,130.0,06/2010,Incumbent,41,Sales and Related Occupations,compute and record totals of transactions.,1.0,1.0,0.01291111130238669,0.015856610811045176
"compute financial fees, interest, and service charges.",0.0056025328660212,43-3071.00,Tellers,2570.0,"Compute financial fees, interest, and service charges.",Supplemental,84.0,06/2009,Incumbent,43,Office and Administrative Support Occupations,"compute financial fees, interest, and service charges.",1.0,1.0,0.03701185240017509,0.045455617658329395
compute impedance of wires from poles to houses to determine additional resistance needed for reducing signals to desired levels.,0.0022149548540084,49-9052.00,Telecommunications Line Installers and Repairers,11859.0,Compute impedance of wires from poles to houses to determine additional resistance needed for reducing signals to desired levels.,Supplemental,94.0,07/2015,Incumbent,49,"Installation, Maintenance, and Repair Occupations",compute impedance of wires from poles to houses to determine additional resistance needed for reducing signals to desired levels.,1.0,1.0,0.01463259280937167,0.017970825585851304
"compute or estimate cash, payroll, transportation, personnel, or storage requirements.",0.0020846633920079,53-1031.00,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,8600.0,"Compute or estimate cash, payroll, transportation, personnel, or storage requirements.",Supplemental,100.0,07/2013,Incumbent,53,Transportation and Material Moving Occupations,"compute or estimate cash, payroll, transportation, personnel, or storage requirements.",1.0,1.0,0.01377185205587918,0.01691371819844824
"compute, withhold, and account for all payroll deductions.",0.0027361207020103,11-3031.01,Treasurers and Controllers,8873.0,"Compute, withhold, and account for all payroll deductions.",Supplemental,30.0,07/2012,Occupational Expert,11,Management Occupations,"compute, withhold, and account for all payroll deductions.",1.0,1.0,0.018075555823340972,0.022199255135462757
"conduct and score oral, visual, written, or performance tests to determine applicant qualifications and notify applicants of their scores.",0.0093809852640356,43-4031.03,License Clerks,8169.0,"Conduct and score oral, visual, written, or performance tests to determine applicant qualifications and notify applicants of their scores.",Supplemental,94.0,07/2014,Incumbent,43,Office and Administrative Support Occupations,"conduct and score oral, visual, written, or performance tests to determine applicant qualifications and notify applicants of their scores.",1.0,1.0,0.061973334251456645,0.0761117318930175
"conduct demonstrations to teach such skills as sports, dancing, and handicrafts.",0.025797709476098,25-9041.00,Teacher Assistants,8719.0,"Conduct demonstrations to teach such skills as sports, dancing, and handicrafts.",Supplemental,121.0,07/2011,Incumbent,25,Educational Instruction and Library Occupations,"conduct demonstrations to teach such skills as sports, dancing, and handicrafts.",1.0,1.0,0.17042666919150642,0.20930726270579889
"conduct field surveys or study maps, graphs, diagrams, or other data to identify and correct power system problems.",0.0229312973120871,17-2071.00,Electrical Engineers,1365.0,"Conduct field surveys or study maps, graphs, diagrams, or other data to identify and correct power system problems.",Supplemental,149.0,07/2015,Incumbent,17,Architecture and Engineering Occupations,"conduct field surveys or study maps, graphs, diagrams, or other data to identify and correct power system problems.",1.0,1.0,0.1514903726146723,0.18605090018293227
conduct market research and analyze industry trends.,0.0192831363760732,11-9061.00,Funeral Service Managers,18831.0,Conduct market research and analyze industry trends.,Supplemental,56.0,07/2014,Incumbent,11,Management Occupations,conduct market research and analyze industry trends.,1.0,1.0,0.12738963151688323,0.15645189333564724
conduct materials test and analysis using tools and equipment and applying engineering knowledge.,0.1816262980286901,17-3022.00,Civil Engineering Technicians,1471.0,Conduct materials test and analysis using tools and equipment and applying engineering knowledge.,Supplemental,115.0,06/2009,Incumbent,17,Architecture and Engineering Occupations,conduct materials test and analysis using tools and equipment and applying engineering knowledge.,1.0,1.0,1.1998726103684856,1.4736076980398176
"conduct nutritional assessments of individuals, including obtaining and evaluating individuals' dietary histories, to plan nutritional programs.",0.0062539901760237,29-2051.00,Dietetic Technicians,20421.0,"Conduct nutritional assessments of individuals, including obtaining and evaluating individuals' dietary histories, to plan nutritional programs.",Supplemental,91.0,07/2013,Incumbent,29,Healthcare Practitioners and Technical Occupations,"conduct nutritional assessments of individuals, including obtaining and evaluating individuals' dietary histories, to plan nutritional programs.",1.0,1.0,0.041315556167637546,0.05074115459534472
"conduct reference searches, using printed materials and in-house and online databases.",0.0155046839780589,25-4031.00,Library Technicians,1695.0,"Conduct reference searches, using printed materials and in-house and online databases.",Supplemental,90.0,06/2009,Incumbent,25,Educational Instruction and Library Occupations,"conduct reference searches, using printed materials and in-house and online databases.",1.0,1.0,0.10242814966560235,0.12579577910095996
conduct research and present scientific findings.,0.0040390353220153,29-1069.07,Pathologists,17183.0,Conduct research and present scientific findings.,Supplemental,59.0,07/2011,Incumbent,29,Healthcare Practitioners and Technical Occupations,conduct research and present scientific findings.,1.0,1.0,0.02668296335826587,0.032770329009493414
"conduct research in a particular field of knowledge and publish findings in professional journals, books, or electronic media.",0.0224101314640851,25-1063.00,"Economics Teachers, Postsecondary",5994.0,"Conduct research in a particular field of knowledge and publish findings in professional journals, books, or electronic media.",Supplemental,103.0,07/2011,Incumbent,25,Educational Instruction and Library Occupations,"conduct research in a particular field of knowledge and publish findings in professional journals, books, or electronic media.",29.0,1.0,0.14804740960070234,0.006269740366666207
"conduct research in a particular field of knowledge and publish findings in professional journals, books, or electronic media.",0.0224101314640851,25-1072.00,"Nursing Instructors and Teachers, Postsecondary",6136.0,"Conduct research in a particular field of knowledge and publish findings in professional journals, books, or electronic media.",Supplemental,67.0,07/2011,Incumbent,25,Educational Instruction and Library Occupations,"conduct research in a particular field of knowledge and publish findings in professional journals, books, or electronic media.",29.0,1.0,0.14804740960070234,0.006269740366666207
"conduct research in a particular field of knowledge and publish findings in professional journals, books, or electronic media.",0.0224101314640851,25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",6199.0,"Conduct research in a particular field of knowledge and publish findings in professional journals, books, or electronic media.",Supplemental,104.0,07/2011,Incumbent,25,Educational Instruction and Library Occupations,"conduct research in a particular field of knowledge and publish findings in professional journals, books, or electronic media.",29.0,1.0,0.14804740960070234,0.006269740366666207
"conduct research in a particular field of knowledge and publish findings in professional journals, books, or electronic media.",0.0224101314640851,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",6271.0,"Conduct research in a particular field of knowledge and publish findings in professional journals, books, or electronic media.",Supplemental,94.0,07/2011,Incumbent,25,Educational Instruction and Library Occupations,"conduct research in a particular field of knowledge and publish findings in professional journals, books, or electronic media.",29.0,1.0,0.14804740960070234,0.006269740366666207
"conduct research in a particular field of knowledge and publish findings in professional journals, books, or electronic media.",0.0224101314640851,25-1192.00,"Home Economics Teachers, Postsecondary",6412.0,"Conduct research in a particular field of knowledge and publish findings in professional journals, books, or electronic media.",Supplemental,83.0,07/2011,Incumbent,25,Educational Instruction and Library Occupations,"conduct research in a particular field of knowledge and publish findings in professional journals, books, or electronic media.",29.0,1.0,0.14804740960070234,0.006269740366666207
"conduct research in a particular field of knowledge and publish findings in professional journals, books, or electronic media.",0.0224101314640851,25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",6441.0,"Conduct research in a particular field of knowledge and publish findings in professional journals, books, or electronic media.",Supplemental,103.0,07/2011,Incumbent,25,Educational Instruction and Library Occupations,"conduct research in a particular field of knowledge and publish findings in professional journals, books, or electronic media.",29.0,1.0,0.14804740960070234,0.006269740366666207
"conduct research to extend mathematical knowledge in traditional areas, such as algebra, geometry, probability, and logic.",0.0173287644460658,15-2021.00,Mathematicians,7376.0,"Conduct research to extend mathematical knowledge in traditional areas, such as algebra, geometry, probability, and logic.",Supplemental,24.0,07/2012,Occupational Expert,15,Computer and Mathematical Occupations,"conduct research to extend mathematical knowledge in traditional areas, such as algebra, geometry, probability, and logic.",1.0,1.0,0.11447852021449655,0.14059528252460204
"conduct seminars or workshops on financial planning topics, such as retirement planning, estate planning, or the evaluation of severance packages.",0.011595940118044,13-2052.00,Personal Financial Advisors,12919.0,"Conduct seminars or workshops on financial planning topics, such as retirement planning, estate planning, or the evaluation of severance packages.",Supplemental,28.0,07/2012,Occupational Expert,13,Business and Financial Operations Occupations,"conduct seminars or workshops on financial planning topics, such as retirement planning, estate planning, or the evaluation of severance packages.",1.0,1.0,0.07660592706082832,0.0940825574788688
"conduct standardized biological, microbiological or biochemical tests and laboratory analyses to evaluate the quantity or quality of physical or chemical substances in food or other products.",0.0023452463160089,19-4021.00,Biological Technicians,3746.0,"Conduct standardized biological, microbiological or biochemical tests and laboratory analyses to evaluate the quantity or quality of physical or chemical substances in food or other products.",Supplemental,80.0,06/2009,Incumbent,19,"Life, Physical, and Social Science Occupations","conduct standardized biological, microbiological or biochemical tests and laboratory analyses to evaluate the quantity or quality of physical or chemical substances in food or other products.",1.0,1.0,0.015493333562864161,0.019027932973254374
confer with customers to determine project requirements or to provide cost estimates.,0.0032572865500123,47-2121.00,Glaziers,11505.0,Confer with customers to determine project requirements or to provide cost estimates.,Supplemental,66.0,07/2014,Incumbent,47,Construction and Extraction Occupations,confer with customers to determine project requirements or to provide cost estimates.,1.0,1.0,0.02151851883731093,0.02642768468507502
confer with labor relations managers to develop internal communications that keep employees informed of company activities.,0.0037784523980143,11-2031.00,Public Relations and Fundraising Managers,3256.0,Confer with labor relations managers to develop internal communications that keep employees informed of company activities.,Supplemental,103.0,06/2009,Incumbent,11,Management Occupations,confer with labor relations managers to develop internal communications that keep employees informed of company activities.,1.0,1.0,0.024961481851280894,0.030656114234687285
confer with potential customers regarding equipment needs and advise customers on types of equipment to purchase.,0.0019543719300074,11-2022.00,Sales Managers,13.0,Confer with potential customers regarding equipment needs and advise customers on types of equipment to purchase.,Supplemental,21.0,06/2008,Occupational Expert,11,Management Occupations,confer with potential customers regarding equipment needs and advise customers on types of equipment to purchase.,1.0,1.0,0.01291111130238669,0.015856610811045176
"confer with taxpayers or their representatives to discuss the issues, laws, and regulations involved in returns, and to resolve problems with returns.",0.0063842816380242,13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",5291.0,"Confer with taxpayers or their representatives to discuss the issues, laws, and regulations involved in returns, and to resolve problems with returns.",Supplemental,109.0,07/2011,Incumbent,13,Business and Financial Operations Occupations,"confer with taxpayers or their representatives to discuss the issues, laws, and regulations involved in returns, and to resolve problems with returns.",1.0,1.0,0.04217629692113003,0.051798261982747784
confer with underwriters to aid in resolving mortgage application problems.,0.0019543719300074,13-2072.00,Loan Officers,3419.0,Confer with underwriters to aid in resolving mortgage application problems.,Supplemental,108.0,07/2011,Incumbent,13,Business and Financial Operations Occupations,confer with underwriters to aid in resolving mortgage application problems.,1.0,1.0,0.01291111130238669,0.015856610811045176
consult classification manuals to locate information about disease processes.,0.0040390353220153,29-2071.00,Medical Records and Health Information Technicians,547.0,Consult classification manuals to locate information about disease processes.,Supplemental,141.0,07/2013,Incumbent,29,Healthcare Practitioners and Technical Occupations,consult classification manuals to locate information about disease processes.,1.0,1.0,0.02668296335826587,0.032770329009493414
"consult sources such as rate books, manuals, or insurance company representatives to determine specific charges or information such as rules, regulations, or government tax and tariff information.",0.0026058292400099,43-3021.02,"Billing, Cost, and Rate Clerks",4658.0,"Consult sources such as rate books, manuals, or insurance company representatives to determine specific charges or information such as rules, regulations, or government tax and tariff information.",Supplemental,117.0,07/2014,Incumbent,43,Office and Administrative Support Occupations,"consult sources such as rate books, manuals, or insurance company representatives to determine specific charges or information such as rules, regulations, or government tax and tariff information.",1.0,1.0,0.017214815069849138,0.021142147748060502
"consult with and advise physicians, educators, researchers, government health officials and others regarding medical applications of sciences, such as physics, biology, and chemistry.",0.0269703326341024,19-1041.00,Epidemiologists,5427.0,"Consult with and advise physicians, educators, researchers, government health officials and others regarding medical applications of sciences, such as physics, biology, and chemistry.",Supplemental,30.0,06/2008,Occupational Expert,19,"Life, Physical, and Social Science Occupations","consult with and advise physicians, educators, researchers, government health officials and others regarding medical applications of sciences, such as physics, biology, and chemistry.",1.0,1.0,0.1781733359729382,0.2188212291924257
contact borrowers with delinquent accounts to obtain payment in full or to negotiate repayment plans.,0.0035178694740133,13-2071.01,Loan Counselors,7350.0,Contact borrowers with delinquent accounts to obtain payment in full or to negotiate repayment plans.,Supplemental,64.0,12/2005,Incumbent,13,Business and Financial Operations Occupations,contact borrowers with delinquent accounts to obtain payment in full or to negotiate repayment plans.,1.0,1.0,0.023240000344295908,0.02854189945988115
contact creditors to explain clients' financial situations and to arrange for payment adjustments so that payments are feasible for clients and agreeable to creditors.,0.0026058292400099,13-2071.01,Loan Counselors,7348.0,Contact creditors to explain clients' financial situations and to arrange for payment adjustments so that payments are feasible for clients and agreeable to creditors.,Supplemental,64.0,12/2005,Incumbent,13,Business and Financial Operations Occupations,contact creditors to explain clients' financial situations and to arrange for payment adjustments so that payments are feasible for clients and agreeable to creditors.,1.0,1.0,0.017214815069849138,0.021142147748060502
contact customers to respond to inquiries or to notify them of claim investigation results or any planned adjustments.,0.0028664121640108,43-4051.00,Customer Service Representatives,2581.0,Contact customers to respond to inquiries or to notify them of claim investigation results or any planned adjustments.,Supplemental,99.0,07/2013,Incumbent,43,Office and Administrative Support Occupations,contact customers to respond to inquiries or to notify them of claim investigation results or any planned adjustments.,1.0,1.0,0.01893629657683346,0.023256362522865826
contact insurance companies to check on status of claims payments and write appeal letters for denial on claims.,0.0019543719300074,43-3011.00,Bill and Account Collectors,18560.0,Contact insurance companies to check on status of claims payments and write appeal letters for denial on claims.,Supplemental,144.0,06/2009,Incumbent,43,Office and Administrative Support Occupations,contact insurance companies to check on status of claims payments and write appeal letters for denial on claims.,1.0,1.0,0.01291111130238669,0.015856610811045176
contact organizations to explain services and facilities offered.,0.0050813670180193,11-2011.00,Advertising and Promotions Managers,3243.0,Contact organizations to explain services and facilities offered.,Supplemental,61.0,06/2010,Incumbent,11,Management Occupations,contact organizations to explain services and facilities offered.,1.0,1.0,0.033568889386205794,0.04122718810871794
"counsel clients on personal and family financial problems, such as excessive spending or borrowing of funds.",0.037654232518143,13-2071.01,Loan Counselors,7352.0,"Counsel clients on personal and family financial problems, such as excessive spending or borrowing of funds.",Supplemental,64.0,12/2005,Incumbent,13,Business and Financial Operations Occupations,"counsel clients on personal and family financial problems, such as excessive spending or borrowing of funds.",1.0,1.0,0.2487540777593197,0.3055040349594738
counsel workers about job and career-related issues.,0.0839077015283188,19-3032.00,Industrial-Organizational Psychologists,7573.0,Counsel workers about job and career-related issues.,Supplemental,68.0,07/2012,Incumbent,19,"Life, Physical, and Social Science Occupations",counsel workers about job and career-related issues.,1.0,1.0,0.5543170452491425,0.6807771574875484
"count cash and review transactions, sales checks, or register tapes to verify amounts or to identify shortages.",0.0020846633920079,33-9021.00,Private Detectives and Investigators,13109.0,"Count cash and review transactions, sales checks, or register tapes to verify amounts or to identify shortages.",Supplemental,90.0,07/2015,Incumbent,33,Protective Service Occupations,"count cash and review transactions, sales checks, or register tapes to verify amounts or to identify shortages.",1.0,1.0,0.01377185205587918,0.01691371819844824
"create and prepare sketches and model drawings of cartoon characters, providing details from memory, live models, manufactured products, or reference materials.",0.0056025328660212,27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",11005.0,"Create and prepare sketches and model drawings of cartoon characters, providing details from memory, live models, manufactured products, or reference materials.",Supplemental,113.0,12/2006,Incumbent,27,"Arts, Design, Entertainment, Sports, and Media Occupations","create and prepare sketches and model drawings of cartoon characters, providing details from memory, live models, manufactured products, or reference materials.",1.0,1.0,0.03701185240017509,0.045455617658329395
"create computer applications for manufacturing processes or operations, using computer-aided design (cad) or computer-assisted manufacturing (cam) tools.",0.0067751560240257,17-3029.05,Industrial Engineering Technologists,16675.0,"Create computer applications for manufacturing processes or operations, using computer-aided design (CAD) or computer-assisted manufacturing (CAM) tools.",Supplemental,66.0,07/2012,Incumbent,17,Architecture and Engineering Occupations,"create computer applications for manufacturing processes or operations, using computer-aided design (cad) or computer-assisted manufacturing (cam) tools.",2.0,1.0,0.0447585191816075,0.027484792072478493
create drink recipes.,0.0100324425740381,35-3011.00,Bartenders,2241.0,Create drink recipes.,Supplemental,100.0,06/2010,Incumbent,35,Food Preparation and Serving Related Occupations,create drink recipes.,1.0,1.0,0.0662770380189191,0.08139726883003282
"create graphics, illustrations, and three-dimensional models to be used in research or in teaching, such as in demonstrating anatomy, pathology, or surgical procedures.",0.0046904926320178,27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",11007.0,"Create graphics, illustrations, and three-dimensional models to be used in research or in teaching, such as in demonstrating anatomy, pathology, or surgical procedures.",Supplemental,114.0,12/2006,Incumbent,27,"Arts, Design, Entertainment, Sports, and Media Occupations","create graphics, illustrations, and three-dimensional models to be used in research or in teaching, such as in demonstrating anatomy, pathology, or surgical procedures.",1.0,1.0,0.030986667125728323,0.03805586594650875
"create musical instrument digital interface programs for music projects, commercials, or film postproduction.",0.0026058292400099,27-4014.00,Sound Engineering Technicians,7731.0,"Create musical instrument digital interface programs for music projects, commercials, or film postproduction.",Supplemental,31.0,06/2010,Occupational Expert,27,"Arts, Design, Entertainment, Sports, and Media Occupations","create musical instrument digital interface programs for music projects, commercials, or film postproduction.",1.0,1.0,0.017214815069849138,0.021142147748060502
"create sculptures, statues, and other three-dimensional artwork by using abrasives and tools to shape, carve, and fabricate materials such as clay, stone, wood, or metal.",0.0024755377780094,27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",11000.0,"Create sculptures, statues, and other three-dimensional artwork by using abrasives and tools to shape, carve, and fabricate materials such as clay, stone, wood, or metal.",Supplemental,114.0,12/2006,Incumbent,27,"Arts, Design, Entertainment, Sports, and Media Occupations","create sculptures, statues, and other three-dimensional artwork by using abrasives and tools to shape, carve, and fabricate materials such as clay, stone, wood, or metal.",1.0,1.0,0.01635407431635665,0.020085040360657436
"create sketches, profiles, or likenesses of posed subjects or photographs, using any combination of freehand drawing, mechanical assembly kits, and computer imaging.",0.024755377780094,27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",10999.0,"Create sketches, profiles, or likenesses of posed subjects or photographs, using any combination of freehand drawing, mechanical assembly kits, and computer imaging.",Supplemental,114.0,12/2006,Incumbent,27,"Arts, Design, Entertainment, Sports, and Media Occupations","create sketches, profiles, or likenesses of posed subjects or photographs, using any combination of freehand drawing, mechanical assembly kits, and computer imaging.",1.0,1.0,0.16354074316356648,0.20085040360657436
"create special effects such as vignettes, mosaics, and image combining, and add elements such as sound and animation to electronic publications.",0.0024755377780094,43-9031.00,Desktop Publishers,2832.0,"Create special effects such as vignettes, mosaics, and image combining, and add elements such as sound and animation to electronic publications.",Supplemental,66.0,06/2009,Incumbent,43,Office and Administrative Support Occupations,"create special effects such as vignettes, mosaics, and image combining, and add elements such as sound and animation to electronic publications.",1.0,1.0,0.01635407431635665,0.020085040360657436
cut and edit film or tape to integrate component parts into desired sequences.,0.0035178694740133,27-2012.02,"Directors- Stage, Motion Pictures, Television, and Radio",3873.0,Cut and edit film or tape to integrate component parts into desired sequences.,Supplemental,78.0,06/2010,Incumbent,27,"Arts, Design, Entertainment, Sports, and Media Occupations",cut and edit film or tape to integrate component parts into desired sequences.,1.0,1.0,0.023240000344295908,0.02854189945988115
demonstrate equipment to customers and explain functioning of equipment.,0.0019543719300074,41-2022.00,Parts Salespersons,2436.0,Demonstrate equipment to customers and explain functioning of equipment.,Supplemental,86.0,07/2015,Incumbent,41,Sales and Related Occupations,demonstrate equipment to customers and explain functioning of equipment.,1.0,1.0,0.01291111130238669,0.015856610811045176
demonstrate use of laboratory equipment and enforce laboratory rules.,0.0019543719300074,25-1191.00,Graduate Teaching Assistants,10964.0,Demonstrate use of laboratory equipment and enforce laboratory rules.,Supplemental,116.0,12/2006,Incumbent,25,Educational Instruction and Library Occupations,demonstrate use of laboratory equipment and enforce laboratory rules.,1.0,1.0,0.01291111130238669,0.015856610811045176
"design chemical conversion processes, such as etherification, esterification, interesterification, transesterification, distillation, hydrogenation, oxidation or reduction of fats and oils, and vegetable oil refining.",0.0019543719300074,11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,15575.0,"Design chemical conversion processes, such as etherification, esterification, interesterification, transesterification, distillation, hydrogenation, oxidation or reduction of fats and oils, and vegetable oil refining.",Supplemental,99.0,07/2014,Incumbent,11,Management Occupations,"design chemical conversion processes, such as etherification, esterification, interesterification, transesterification, distillation, hydrogenation, oxidation or reduction of fats and oils, and vegetable oil refining.",1.0,1.0,0.01291111130238669,0.015856610811045176
design community solid and hazardous waste management programs.,0.0035178694740133,53-1021.01,Recycling Coordinators,17894.0,Design community solid and hazardous waste management programs.,Supplemental,59.0,07/2014,Incumbent,53,Transportation and Material Moving Occupations,design community solid and hazardous waste management programs.,1.0,1.0,0.023240000344295908,0.02854189945988115
design computers and the software that runs them.,0.0048207840940183,15-1111.00,Computer and Information Research Scientists,14633.0,Design computers and the software that runs them.,Supplemental,109.0,06/2008,Incumbent,15,Computer and Mathematical Occupations,design computers and the software that runs them.,1.0,1.0,0.03184740787922081,0.03911297333391181
"design custom clothing and accessories for individuals, retailers, or theatrical, television, or film productions.",0.0063842816380242,27-1022.00,Fashion Designers,13025.0,"Design custom clothing and accessories for individuals, retailers, or theatrical, television, or film productions.",Supplemental,85.0,06/2007,Incumbent,27,"Arts, Design, Entertainment, Sports, and Media Occupations","design custom clothing and accessories for individuals, retailers, or theatrical, television, or film productions.",1.0,1.0,0.04217629692113003,0.051798261982747784
"design customer interface of online storefront, using web programming or e-commerce software.",0.0095112767260361,13-1199.06,Online Merchants,15727.0,"Design customer interface of online storefront, using web programming or e-commerce software.",Supplemental,73.0,07/2014,Incumbent,13,Business and Financial Operations Occupations,"design customer interface of online storefront, using web programming or e-commerce software.",1.0,1.0,0.06283407500494913,0.07716883928042055
"design electronic components, software, products, or systems for commercial, industrial, medical, military, or scientific applications.",0.0233221716980886,17-2072.00,"Electronics Engineers, Except Computer",5339.0,"Design electronic components, software, products, or systems for commercial, industrial, medical, military, or scientific applications.",Supplemental,90.0,07/2014,Incumbent,17,Architecture and Engineering Occupations,"design electronic components, software, products, or systems for commercial, industrial, medical, military, or scientific applications.",1.0,1.0,0.15407259487514977,0.18922222234514144
"design geological mine maps, monitor mine structural integrity, or advise and monitor mining crews.",0.0052116584800198,19-2042.00,"Geoscientists, Except Hydrologists and Geographers",15226.0,"Design geological mine maps, monitor mine structural integrity, or advise and monitor mining crews.",Supplemental,24.0,07/2013,Occupational Expert,19,"Life, Physical, and Social Science Occupations","design geological mine maps, monitor mine structural integrity, or advise and monitor mining crews.",1.0,1.0,0.034429630139698277,0.042284295496121005
"design information storage and retrieval systems and develop procedures for collecting, organizing, interpreting, and classifying information.",0.0850803246863233,25-4021.00,Librarians,1680.0,"Design information storage and retrieval systems and develop procedures for collecting, organizing, interpreting, and classifying information.",Supplemental,131.0,06/2009,Incumbent,25,Educational Instruction and Library Occupations,"design information storage and retrieval systems and develop procedures for collecting, organizing, interpreting, and classifying information.",1.0,1.0,0.5620637120305748,0.6902911239741759
design models for use in evaluating logistics programs or services.,0.0019543719300074,11-3071.03,Logistics Managers,15750.0,Design models for use in evaluating logistics programs or services.,Supplemental,23.0,07/2011,Occupational Expert,11,Management Occupations,design models for use in evaluating logistics programs or services.,1.0,1.0,0.01291111130238669,0.015856610811045176
design or implement web-based tools for querying large-scale biological databases.,0.0083386535680316,43-9111.01,Bioinformatics Technicians,17712.0,Design or implement web-based tools for querying large-scale biological databases.,Supplemental,65.0,07/2014,Incumbent,43,Office and Administrative Support Occupations,design or implement web-based tools for querying large-scale biological databases.,1.0,1.0,0.05508740822351672,0.06765487279379297
"design silver articles, such as jewelry and serving pieces.",0.0127685632760485,51-9071.07,Precious Metal Workers,15077.0,"Design silver articles, such as jewelry and serving pieces.",Supplemental,105.0,06/2008,Incumbent,51,Production Occupations,"design silver articles, such as jewelry and serving pieces.",1.0,1.0,0.08435259384226071,0.10359652396549637
"design, analyze, and decipher encryption systems designed to transmit military, political, financial, or law-enforcement-related information in code.",0.0158955583640604,15-2021.00,Mathematicians,7375.0,"Design, analyze, and decipher encryption systems designed to transmit military, political, financial, or law-enforcement-related information in code.",Supplemental,24.0,07/2012,Occupational Expert,15,Computer and Mathematical Occupations,"design, analyze, and decipher encryption systems designed to transmit military, political, financial, or law-enforcement-related information in code.",1.0,1.0,0.10501037192607983,0.12896710126316915
